Wavelength	Mean	Std+	Std-	FWHM
929	0.5693302	0.609105372	0.529555028	0.006
930	0.569307675	0.608917004	0.529698346	0.006
931	0.569241175	0.608705394	0.529776956	0.006
932	0.569169375	0.608505954	0.529832796	0.006
933	0.5691302	0.608377682	0.529882718	0.006
934	0.569236175	0.608422522	0.530049828	0.006
935	0.56949615	0.608660278	0.530332022	0.006
936	0.56991485	0.609104618	0.530725082	0.006
937	0.570314025	0.609598862	0.531029188	0.006
938	0.57073035	0.610125489	0.531335211	0.006
939	0.57109225	0.610600894	0.531583606	0.006
940	0.5711804	0.610783248	0.531577552	0.006
941	0.57134475	0.610966856	0.531722644	0.006
942	0.571496725	0.611115326	0.531878124	0.006
943	0.57156315	0.611185064	0.531941236	0.006
944	0.57155875	0.61111468	0.53200282	0.006
945	0.571586125	0.611092818	0.532079432	0.006
946	0.5716706	0.611161988	0.532179212	0.006
947	0.57199965	0.611463269	0.532536031	0.006
948	0.5721801	0.611647236	0.532712964	0.006
949	0.572294225	0.611792944	0.532795506	0.006
950	0.57266595	0.612224052	0.533107848	0.006
951	0.5729154	0.612535792	0.533295008	0.006
952	0.57316825	0.612828503	0.533507997	0.006
953	0.573546225	0.613185601	0.533906849	0.006
954	0.573698325	0.613323827	0.534072823	0.006
955	0.57388645	0.613534257	0.534238643	0.006
956	0.57417305	0.613890252	0.534455848	0.006
957	0.574661325	0.61441211	0.53491054	0.006
958	0.574970425	0.614748748	0.535192102	0.006
959	0.5751695	0.614966423	0.535372577	0.006
960	0.575545025	0.615329886	0.535760164	0.006
961	0.5757804	0.615607924	0.535952876	0.006
962	0.57601515	0.615903897	0.536126403	0.006
963	0.57641195	0.616346775	0.536477125	0.006
964	0.576676325	0.616676375	0.536676275	0.006
965	0.576937575	0.617037651	0.536837499	0.006
966	0.5772298	0.617474749	0.536984851	0.006
967	0.57758785	0.617829226	0.537346474	0.006
968	0.5778901	0.618123601	0.537656599	0.006
969	0.578166325	0.618404243	0.537928407	0.006
970	0.57858305	0.618912414	0.538253686	0.006
971	0.578995925	0.619393216	0.538598634	0.006
972	0.57943075	0.619876885	0.538984615	0.006
973	0.579934625	0.620403518	0.539465732	0.006
974	0.580341525	0.62083498	0.53984807	0.006
975	0.580659375	0.621129739	0.540189011	0.006
976	0.5808667	0.621236648	0.540496752	0.006
977	0.581243325	0.621594658	0.540891992	0.006
978	0.581619125	0.622014545	0.541223705	0.006
979	0.581990525	0.622481622	0.541499428	0.006
980	0.58238835	0.622946555	0.541830145	0.006
981	0.582833625	0.6234656	0.54220165	0.006
982	0.5832691	0.623944938	0.542593262	0.006
983	0.583593625	0.624204836	0.542982414	0.006
984	0.583853925	0.624460919	0.543246931	0.006
985	0.583998075	0.62462974	0.54336641	0.006
986	0.58397285	0.624653377	0.543292323	0.006
987	0.584616575	0.625337106	0.543896044	0.006
988	0.585176525	0.625966816	0.544386234	0.006001
989	0.5855857	0.626466518	0.544704882	0.006001
990	0.58568625	0.62653072	0.54484178	0.006
991	0.58588915	0.626734554	0.545043746	0.005997
992	0.586206975	0.627085097	0.545328853	0.005995
993	0.586729825	0.627678411	0.545781239	0.006
994	0.586876525	0.627808528	0.545944522	0.006012
995	0.58702585	0.627932987	0.546118713	0.006018
996	0.587369825	0.6282787	0.54646095	0.006
997	0.5875329	0.628525043	0.546540757	0.005956
998	0.58785	0.628844012	0.546855988	0.005935
999	0.588328825	0.62924543	0.54741222	0.006
1000	0.588564775	0.629625927	0.547503623	0.006165
1001	0.58714485	0.626400186	0.547889514	0.006244
1002	0.587340875	0.626555886	0.548125864	0.006
1003	0.5876106	0.626886223	0.548334977	0.005384
1004	0.587967775	0.627289888	0.548645662	0.00509
1005	0.588501975	0.627840121	0.549163829	0.006
1006	0.5889525	0.628313402	0.549591598	0.006
1007	0.58915915	0.628524535	0.549793765	0.0085
1008	0.589307875	0.628670594	0.549945156	0.011
1009	0.58954685	0.628893362	0.550200338	0.01191
1010	0.589868625	0.629181864	0.550555386	0.011616
1011	0.5902768	0.6295886	0.550965	0.011
1012	0.590764175	0.630145749	0.551382601	0.010756
1013	0.5912407	0.630713796	0.551767604	0.010835
1014	0.591583725	0.631096898	0.552070552	0.011
1015	0.591854975	0.631346684	0.552363266	0.011065
1016	0.592243075	0.631713764	0.552772386	0.011044
1017	0.59274495	0.632233717	0.553256183	0.011
1018	0.59304285	0.632521559	0.553564141	0.010982
1019	0.593159625	0.632589761	0.553729489	0.010988
1020	0.593364125	0.632773734	0.553954516	0.011
1021	0.5937254	0.633156188	0.554294612	0.011005
1022	0.594121875	0.633574472	0.554669278	0.011003
1023	0.594443875	0.633918102	0.554969648	0.011
1024	0.594798	0.634304547	0.555291453	0.010999
1025	0.59524415	0.634760205	0.555728095	0.010999
1026	0.5955713	0.635042217	0.556100383	0.011
1027	0.595655475	0.635054635	0.556256315	0.011
1028	0.59580085	0.63517239	0.55642931	0.011
1029	0.596078325	0.635493944	0.556662706	0.011
1030	0.59640545	0.635851667	0.556959233	0.011
1031	0.59666965	0.636092482	0.557246818	0.011
1032	0.596729075	0.636129464	0.557328686	0.011
1033	0.5969468	0.636318203	0.557575397	0.011
1034	0.5973347	0.636678429	0.557990971	0.011
1035	0.5976531	0.637003371	0.558302829	0.011
1036	0.59802125	0.637422506	0.558619994	0.011
1037	0.598403775	0.637842967	0.558964583	0.011
1038	0.5986256	0.638053399	0.559197801	0.011
1039	0.59870385	0.63811529	0.55929241	0.011
1040	0.598775575	0.638201077	0.559350073	0.011
1041	0.598969375	0.638418765	0.559519985	0.011
1042	0.599268	0.63872493	0.55981107	0.011
1043	0.5995115	0.638962025	0.560060975	0.011
1044	0.599700375	0.639151947	0.560248803	0.011
1045	0.5999098	0.639390738	0.560428862	0.011
1046	0.600170725	0.639711934	0.560629516	0.011
1047	0.600392625	0.639991002	0.560794248	0.011
1048	0.6005689	0.640171301	0.560966499	0.011
1049	0.600820275	0.640361948	0.561278602	0.011
1050	0.60105575	0.640558059	0.561553441	0.011
1051	0.6012202	0.640734168	0.561706232	0.011
1052	0.60139105	0.640915813	0.561866287	0.011
1053	0.6015296	0.641051265	0.562007935	0.011
1054	0.6016517	0.64118278	0.56212062	0.011
1055	0.6018516	0.641421973	0.562281227	0.011
1056	0.60210695	0.641710293	0.562503607	0.011
1057	0.6023826	0.641978965	0.562786235	0.011
1058	0.602649325	0.642234039	0.563064611	0.011
1059	0.602892125	0.642476628	0.563307622	0.011
1060	0.6031371	0.642730368	0.563543832	0.011
1061	0.60338705	0.643026386	0.563747714	0.011
1062	0.603546125	0.643201466	0.563890784	0.011
1063	0.603761225	0.643385122	0.564137328	0.011
1064	0.604090375	0.643712803	0.564467947	0.011
1065	0.6043541	0.643974606	0.564733594	0.011
1066	0.60461975	0.644239879	0.564999621	0.011
1067	0.60488385	0.644537428	0.565230272	0.011
1068	0.6049907	0.64465662	0.56532478	0.011
1069	0.60508245	0.644731526	0.565433374	0.011
1070	0.605369175	0.645002717	0.565735633	0.011
1071	0.60572985	0.645361228	0.566098472	0.011
1072	0.6060017	0.645627263	0.566376137	0.011
1073	0.606184825	0.645805476	0.566564174	0.011
1074	0.60638175	0.646027407	0.566736093	0.011
1075	0.606696025	0.646367684	0.567024366	0.011
1076	0.60714165	0.646802826	0.567480474	0.011
1077	0.6074352	0.647073135	0.567797265	0.011
1078	0.607628375	0.647263602	0.567993148	0.011
1079	0.60787905	0.647534396	0.568223704	0.011
1080	0.608167	0.647849193	0.568484807	0.011
1081	0.608424875	0.64809645	0.5687533	0.011
1082	0.6085544	0.648176059	0.568932741	0.011
1083	0.6086482	0.648223242	0.569073158	0.011
1084	0.608845775	0.648404653	0.569286897	0.011
1085	0.609198875	0.648777267	0.569620483	0.011
1086	0.60952455	0.649110845	0.569938255	0.011
1087	0.609828925	0.64941245	0.5702454	0.011
1088	0.610152725	0.64974496	0.57056049	0.011
1089	0.61042565	0.650038298	0.570813002	0.011
1090	0.610671125	0.650290566	0.571051684	0.011
1091	0.6108975	0.650508202	0.571286798	0.011
1092	0.611023775	0.650638826	0.571408724	0.011
1093	0.611135025	0.65073146	0.57153859	0.011
1094	0.611382075	0.65093786	0.57182629	0.011
1095	0.61161595	0.651159025	0.572072875	0.011
1096	0.611811025	0.651375125	0.572246925	0.011
1097	0.612064925	0.651625439	0.572504411	0.011
1098	0.6123798	0.651874068	0.572885532	0.011
1099	0.6127398	0.652178536	0.573301064	0.011
1100	0.613154875	0.652648185	0.573661565	0.011
1101	0.613535675	0.653085544	0.573985806	0.011
1102	0.61379435	0.653306069	0.574282631	0.011
1103	0.6140522	0.653508198	0.574596202	0.011
1104	0.614311025	0.653728405	0.574893645	0.011
1105	0.614559625	0.653952588	0.575166662	0.011
1106	0.61471765	0.654037018	0.575398282	0.011
1107	0.6149053	0.654133736	0.575676864	0.011
1108	0.61527195	0.65448216	0.57606174	0.011
1109	0.615665125	0.654875805	0.576454445	0.011
1110	0.61585475	0.654999539	0.576709961	0.011
1111	0.615896975	0.654924708	0.576869242	0.011
1112	0.616040525	0.655003021	0.577078029	0.011
1113	0.616311725	0.655295521	0.577327929	0.011
1114	0.6165689	0.655530507	0.577607293	0.011
1115	0.61685535	0.655681101	0.578029599	0.011
1116	0.61710875	0.655807095	0.578410405	0.011
1117	0.617219975	0.655822887	0.578617063	0.011
1118	0.6173722	0.655870863	0.578873537	0.011
1119	0.6176418	0.656100102	0.579183498	0.011
1120	0.61789985	0.656324751	0.579474949	0.011
1121	0.617957025	0.656335301	0.579578749	0.011
1122	0.6180168	0.656340112	0.579693488	0.011
1123	0.618284775	0.65654842	0.58002113	0.011
1124	0.61858715	0.656787868	0.580386432	0.011
1125	0.6190117	0.65725266	0.58077074	0.011
1126	0.619491925	0.65782288	0.58116097	0.011
1127	0.6200265	0.658450506	0.581602494	0.011
1128	0.6205225	0.659041666	0.582003334	0.011
1129	0.620822375	0.659382242	0.582262508	0.011
1130	0.620958925	0.659493583	0.582424267	0.011
1131	0.621180725	0.659721716	0.582639734	0.011
1132	0.6215113	0.660102608	0.582919992	0.011
1133	0.621845675	0.660496687	0.583194663	0.011
1134	0.6222159	0.660988596	0.583443204	0.011
1135	0.622584225	0.661474507	0.583693943	0.011
1136	0.623023475	0.661959454	0.584087496	0.011
1137	0.623456675	0.662433473	0.584479877	0.011
1138	0.623914775	0.662913429	0.584916121	0.011
1139	0.624344075	0.663364975	0.585323175	0.011
1140	0.624672375	0.663730973	0.585613777	0.011
1141	0.62503995	0.664138753	0.585941147	0.011
1142	0.62546175	0.664575088	0.586348412	0.011
1143	0.625876175	0.664991853	0.586760497	0.011
1144	0.62619375	0.665332765	0.587054735	0.011
1145	0.62641445	0.665589501	0.587239399	0.011
1146	0.6267194	0.665897063	0.587541737	0.011
1147	0.6271531	0.666305166	0.588001034	0.011
1148	0.62753865	0.66670424	0.58837306	0.011
1149	0.627836925	0.667070023	0.588603827	0.011
1150	0.62820265	0.667510557	0.588894743	0.011
1151	0.62872995	0.668136634	0.589323266	0.011
1152	0.62921835	0.668713273	0.589723427	0.011
1153	0.629618525	0.66915432	0.59008273	0.011
1154	0.62999405	0.669572671	0.590415429	0.011
1155	0.6303837	0.670064911	0.590702489	0.011
1156	0.630749825	0.670527713	0.590971937	0.011
1157	0.63113785	0.670991082	0.591284618	0.011
1158	0.631503225	0.6714273	0.59157915	0.011
1159	0.6320099	0.671983142	0.592036658	0.011
1160	0.6325144	0.67253202	0.59249678	0.011
1161	0.63282775	0.672888227	0.592767273	0.011
1162	0.633072175	0.673172306	0.592972044	0.011
1163	0.6335371	0.673705289	0.593368911	0.011
1164	0.63412805	0.674382679	0.593873421	0.011
1165	0.6346227	0.674951685	0.594293715	0.011
1166	0.635028325	0.675420712	0.594635938	0.011
1167	0.635400725	0.675845579	0.594955871	0.011
1168	0.635730725	0.67621175	0.5952497	0.011
1169	0.6360782	0.676580917	0.595575483	0.011
1170	0.636476575	0.676963076	0.595990074	0.011
1171	0.6368672	0.677345564	0.596388836	0.011
1172	0.6372426	0.677752064	0.596733136	0.011
1173	0.637615675	0.678155356	0.597075994	0.011
1174	0.638006375	0.678561421	0.597451329	0.011
1175	0.638395625	0.678966071	0.597825179	0.011
1176	0.638789425	0.679407789	0.598171061	0.011
1177	0.639182675	0.679851281	0.598514069	0.011
1178	0.639503975	0.680179681	0.598828269	0.011
1179	0.6398115	0.680485386	0.599137614	0.011
1180	0.64017175	0.680848084	0.599495416	0.011
1181	0.64055055	0.681231854	0.599869246	0.011
1182	0.6408799	0.681570462	0.600189338	0.011
1183	0.6411781	0.681880338	0.600475862	0.011
1184	0.6415375	0.682254394	0.600820606	0.011
1185	0.641956125	0.682690597	0.601221653	0.011
1186	0.642375775	0.683123148	0.601628402	0.011
1187	0.642796625	0.683548891	0.602044359	0.011
1188	0.643199575	0.683967647	0.602431503	0.011
1189	0.6435593	0.684369087	0.602749513	0.011
1190	0.643893925	0.684735904	0.603051946	0.011
1191	0.64413075	0.684964009	0.603297491	0.011
1192	0.64436935	0.685192904	0.603545796	0.011
1193	0.64468025	0.68549792	0.60386258	0.011
1194	0.644989875	0.685802125	0.604177625	0.011
1195	0.645350325	0.686212152	0.604488498	0.011
1196	0.645712625	0.686625321	0.604799929	0.011
1197	0.646031325	0.686969673	0.605092977	0.011
1198	0.646340875	0.687300209	0.605381541	0.011
1199	0.646587725	0.687560432	0.605615018	0.011
1200	0.646812075	0.687796497	0.605827653	0.011
1201	0.6470358	0.688048802	0.606022798	0.011
1202	0.647254875	0.688303958	0.606205792	0.011
1203	0.647481525	0.688527748	0.606435302	0.011
1204	0.6477314	0.688747224	0.606715576	0.011
1205	0.647986925	0.688993772	0.606980078	0.011
1206	0.6482364	0.689255878	0.607216922	0.011
1207	0.648516825	0.689553593	0.607480057	0.011
1208	0.648841075	0.689909739	0.607772411	0.011
1209	0.64916505	0.690263783	0.608066317	0.011
1210	0.649550775	0.690674029	0.608427521	0.011
1211	0.649922825	0.691069278	0.608776372	0.011
1212	0.650129	0.691276691	0.608981309	0.011
1213	0.6503315	0.691480412	0.609182588	0.011
1214	0.650539975	0.691679256	0.609400694	0.011
1215	0.6507457	0.691875159	0.609616241	0.011
1216	0.65090705	0.692027764	0.609786336	0.011
1217	0.651073675	0.692187889	0.609959461	0.011
1218	0.6511145	0.692212555	0.610016445	0.011
1219	0.651135275	0.692217003	0.610053547	0.011
1220	0.6512863	0.692376648	0.610195952	0.011
1221	0.651467475	0.692569299	0.610365651	0.011
1222	0.651645575	0.692748275	0.610542875	0.011
1223	0.6518176	0.692920669	0.610714531	0.011
1224	0.65187785	0.692978419	0.610777281	0.011
1225	0.651856575	0.692954075	0.610759075	0.011
1226	0.6519156	0.692996483	0.610834717	0.011
1227	0.65207625	0.693123789	0.611028711	0.011
1228	0.652212375	0.69323885	0.6111859	0.011
1229	0.6522978	0.693327728	0.611267872	0.011
1230	0.6523684	0.693405531	0.611331269	0.011
1231	0.652422475	0.69345797	0.61138698	0.011
1232	0.6524954	0.693527804	0.611462996	0.011
1233	0.65260225	0.693630604	0.611573896	0.011
1234	0.6527204	0.693743889	0.611696911	0.011
1235	0.652886675	0.693904993	0.611868357	0.011
1236	0.6530452	0.694058381	0.612032019	0.011
1237	0.653160575	0.694152556	0.612168594	0.011
1238	0.65328505	0.694254175	0.612315925	0.011
1239	0.65346035	0.694428609	0.612492091	0.011
1240	0.6536396	0.694612299	0.612666901	0.011
1241	0.653812675	0.694793549	0.612831801	0.011
1242	0.653975275	0.694965829	0.612984721	0.011
1243	0.6541077	0.695104518	0.613110882	0.011
1244	0.654237325	0.695240627	0.613234023	0.011
1245	0.65445115	0.695445338	0.613456962	0.011
1246	0.654720875	0.69569139	0.61375036	0.011
1247	0.654951025	0.695897946	0.614004104	0.011
1248	0.655141625	0.696065817	0.614217433	0.011
1249	0.655351275	0.696264779	0.614437771	0.011
1250	0.65558955	0.696510812	0.614668288	0.011
1251	0.655841375	0.69675986	0.61492289	0.011
1252	0.65608325	0.696975045	0.615191455	0.011
1253	0.656301725	0.697174259	0.615429191	0.011
1254	0.65650495	0.69738611	0.61562379	0.011
1255	0.656688575	0.697577041	0.615800109	0.011
1256	0.65680185	0.697697255	0.615906445	0.011
1257	0.656950075	0.697853653	0.616046497	0.011
1258	0.657217975	0.698108375	0.616327575	0.011
1259	0.65747235	0.6983444	0.6166003	0.011
1260	0.6576452	0.698503179	0.616787221	0.011
1261	0.6578343	0.698685401	0.616983199	0.011
1262	0.6580266	0.698911821	0.617141379	0.011
1263	0.658206475	0.699120756	0.617292194	0.011
1264	0.6584629	0.69937986	0.61754594	0.011
1265	0.6587301	0.699648076	0.617812124	0.011
1266	0.658973375	0.699926604	0.618020146	0.011
1267	0.659228625	0.700236319	0.618220931	0.011
1268	0.659468475	0.70048108	0.61845587	0.011
1269	0.65967585	0.700649722	0.618701978	0.011
1270	0.659827425	0.700775567	0.618879283	0.011
1271	0.6599889	0.700937231	0.619040569	0.011
1272	0.660173025	0.701120503	0.619225547	0.011
1273	0.66030665	0.701253912	0.619359388	0.011
1274	0.660478	0.701423701	0.619532299	0.011
1275	0.660759125	0.701692366	0.619825884	0.011
1276	0.6609803	0.701908348	0.620052252	0.011
1277	0.661055925	0.701978444	0.620133406	0.011
1278	0.661143475	0.702055635	0.620231315	0.011
1279	0.66123775	0.702133116	0.620342384	0.011
1280	0.66133335	0.702211704	0.620454996	0.011
1281	0.661459525	0.702324185	0.620594865	0.011
1282	0.66158155	0.702433712	0.620729388	0.011
1283	0.661639725	0.702483425	0.620796025	0.011
1284	0.661693025	0.702527885	0.620858165	0.011
1285	0.661782125	0.702606616	0.620957634	0.011
1286	0.66187685	0.702693173	0.621060527	0.011
1287	0.6619182	0.702704574	0.621131826	0.011
1288	0.6619635	0.702715583	0.621211417	0.011
1289	0.662009	0.702723505	0.621294495	0.011
1290	0.662014225	0.702685221	0.621343229	0.011
1291	0.662048275	0.702696696	0.621399854	0.011
1292	0.6621636	0.702805561	0.621521639	0.011
1293	0.6622626	0.70289489	0.62163031	0.011
1294	0.662298225	0.702914797	0.621681653	0.011
1295	0.66238035	0.702982227	0.621778473	0.011
1296	0.66249145	0.703073663	0.621909237	0.011
1297	0.662579325	0.703135682	0.622022968	0.011
1298	0.662679075	0.703187433	0.622170717	0.011
1299	0.6627318	0.703180019	0.622283581	0.011
1300	0.662708875	0.703130506	0.622287244	0.011
1301	0.662732575	0.703136317	0.622328833	0.011
1302	0.66283805	0.703208704	0.622467396	0.011
1303	0.6629164	0.70324732	0.62258548	0.011
1304	0.66287055	0.703130341	0.622610759	0.011
1305	0.66286215	0.703063104	0.622661196	0.011
1306	0.6629487	0.703193312	0.622704088	0.011
1307	0.663027625	0.703322598	0.622732652	0.011
1308	0.663095175	0.703376511	0.622813839	0.011
1309	0.663162625	0.703414312	0.622910938	0.011
1310	0.66326335	0.703479292	0.623047408	0.011
1311	0.663397225	0.703585428	0.623209022	0.011
1312	0.663531025	0.703703003	0.623359047	0.011
1313	0.663643475	0.703799503	0.623487447	0.011
1314	0.66386235	0.703996263	0.623728437	0.011
1315	0.664125825	0.704234642	0.624017008	0.011
1316	0.664279925	0.704375909	0.624183941	0.011
1317	0.66440505	0.704486697	0.624323403	0.011
1318	0.6644827	0.704531514	0.624433886	0.011
1319	0.664528775	0.704526552	0.624530998	0.011
1320	0.66467655	0.704642282	0.624710818	0.011
1321	0.664876725	0.704845549	0.624907901	0.011
1322	0.664966725	0.704907468	0.625025982	0.011
1323	0.664908575	0.704768286	0.625048864	0.011
1324	0.6648135	0.704588847	0.625038153	0.011
1325	0.664743225	0.704442442	0.625044008	0.011
1326	0.66479	0.704431813	0.625148187	0.011
1327	0.66501115	0.704639557	0.625382743	0.011
1328	0.665210925	0.704815905	0.625605945	0.011
1329	0.66531885	0.704868485	0.625769215	0.011
1330	0.665420425	0.704907491	0.625933359	0.011
1331	0.66547815	0.704873092	0.626083208	0.011
1332	0.665514975	0.704822014	0.626207936	0.011
1333	0.665631925	0.704910457	0.626353393	0.011
1334	0.665786	0.705048426	0.626523574	0.011
1335	0.666018	0.705274509	0.626761491	0.011
1336	0.66623075	0.705472334	0.626989166	0.011
1337	0.666339375	0.705549586	0.627129164	0.011
1338	0.666457175	0.705639355	0.627274995	0.011
1339	0.666528	0.705644604	0.627411396	0.011
1340	0.6665575	0.705593465	0.627521535	0.011
1341	0.66645425	0.705370692	0.627537808	0.011
1342	0.66634125	0.705117852	0.627564648	0.011
1343	0.666271375	0.704959301	0.627583449	0.011
1344	0.666245175	0.704867353	0.627622997	0.011
1345	0.6660406	0.704553148	0.627528052	0.011
1346	0.665640375	0.70399039	0.62729036	0.011
1347	0.66554755	0.703709751	0.627385349	0.011
1348	0.665576425	0.703531396	0.627621454	0.011
1349	0.665288275	0.703043442	0.627533108	0.011
1350	0.6648701	0.702454636	0.627285564	0.011
1351	0.6644101	0.701806841	0.627013359	0.011
1352	0.663836075	0.701008069	0.626664081	0.011
1353	0.663436325	0.700330592	0.626542058	0.011
1354	0.66296975	0.699559316	0.626380184	0.011
1355	0.662328425	0.698652981	0.626003869	0.011
1356	0.661803825	0.698002403	0.625605247	0.011
1357	0.661207	0.697181679	0.625232321	0.011
1358	0.6610312	0.696560157	0.625502243	0.011
1359	0.660471675	0.695584329	0.625359021	0.011
1360	0.65983835	0.695225059	0.624451641	0.011
1361	0.65914125	0.695050123	0.623232377	0.011
1362	0.6611355	0.697041334	0.625229666	0.011
1363	0.6631006	0.699157125	0.627044075	0.011
1364	0.657833775	0.69299767	0.62266988	0.011
1365	0.652543275	0.6875964	0.61749015	0.011
1366	0.65075595	0.686263834	0.615248066	0.011
1367	0.648042175	0.684307554	0.611776796	0.011
1368	0.6462716	0.682511696	0.610031504	0.011
1369	0.6460677	0.682700659	0.609434741	0.011
1370	0.645464525	0.681646974	0.609282076	0.011
1371	0.64438205	0.680359249	0.608404851	0.011
1372	0.64254325	0.678666827	0.606419673	0.011
1373	0.6416303	0.677981639	0.605278961	0.011
1374	0.640366275	0.676278931	0.604453619	0.011
1375	0.638597575	0.67414291	0.60305224	0.011
1376	0.63896955	0.674633617	0.603305483	0.011
1377	0.6391162	0.675033381	0.603199019	0.011
1378	0.635090475	0.670970164	0.599210786	0.011
1379	0.629994275	0.665835999	0.594152551	0.011
1380	0.626252525	0.661930896	0.590574154	0.011
1381	0.623374975	0.658860872	0.587889078	0.011
1382	0.620421525	0.656026959	0.584816091	0.011
1383	0.617417975	0.653333067	0.581502883	0.011
1384	0.61397695	0.650330062	0.577623838	0.011
1385	0.6099829	0.647041405	0.572924395	0.011
1386	0.606735125	0.644142022	0.569328228	0.011
1387	0.604951975	0.642234846	0.567669104	0.011
1388	0.603262175	0.640583243	0.565941107	0.011
1389	0.6013159	0.638726412	0.563905388	0.011
1390	0.59987545	0.637307034	0.562443866	0.011
1391	0.599015125	0.636599976	0.561430274	0.011
1392	0.598631	0.636514778	0.560747222	0.011
1393	0.5995224	0.637374811	0.561669989	0.011
1394	0.600483025	0.638296467	0.562669583	0.011
1395	0.60185565	0.639698865	0.564012435	0.011
1396	0.6030609	0.640985057	0.565136743	0.011
1397	0.603605	0.641587979	0.565622021	0.011
1398	0.60401555	0.642000153	0.566030947	0.011
1399	0.603208925	0.640915359	0.565502491	0.011
1400	0.602387925	0.639860964	0.564914886	0.011
1401	0.6022127	0.639538444	0.564886956	0.011
1402	0.6021218	0.63938369	0.56485991	0.011
1403	0.601103875	0.638756482	0.563451268	0.011
1404	0.599704875	0.637758952	0.561650798	0.011
1405	0.596226325	0.634353331	0.558099319	0.011
1406	0.5930119	0.631168188	0.554855612	0.011
1407	0.590661025	0.628947212	0.552374838	0.011
1408	0.588575675	0.626999557	0.550151793	0.011
1409	0.58754005	0.626077915	0.549002185	0.011
1410	0.586793525	0.625469007	0.548118043	0.011
1411	0.585584325	0.624283002	0.546885648	0.011
1412	0.58467995	0.623360826	0.545999074	0.011
1413	0.5861895	0.624804	0.547575	0.011
1414	0.5882649	0.626806439	0.549723361	0.011
1415	0.59154625	0.630042154	0.553050346	0.011
1416	0.5948052	0.633236108	0.556374292	0.011
1417	0.598444725	0.636591026	0.560298424	0.011
1418	0.6022481	0.640073016	0.564423184	0.011
1419	0.606401375	0.643940044	0.568862706	0.011
1420	0.61069735	0.648012253	0.573382447	0.011
1421	0.614871775	0.651984157	0.577759393	0.011
1422	0.618743425	0.655662466	0.581824384	0.011
1423	0.622426725	0.659263719	0.585589731	0.011
1424	0.625892675	0.662720641	0.589064709	0.011
1425	0.62906615	0.665931105	0.592201195	0.011
1426	0.631861175	0.66881677	0.59490558	0.011
1427	0.63419015	0.671165348	0.597214952	0.011
1428	0.636300125	0.673219217	0.599381033	0.011
1429	0.638321125	0.67520707	0.60143518	0.011
1430	0.640017875	0.676903537	0.603132213	0.011
1431	0.641653375	0.678561739	0.604745011	0.011
1432	0.6433665	0.68031253	0.60642047	0.011
1433	0.645021475	0.681977141	0.608065809	0.011
1434	0.64643835	0.683371063	0.609505637	0.011
1435	0.64790325	0.684844211	0.610962289	0.011
1436	0.6495255	0.686544616	0.612506384	0.011
1437	0.651018225	0.68812409	0.61391236	0.011
1438	0.652132525	0.689300281	0.614964769	0.011
1439	0.653228075	0.69045475	0.6160014	0.011
1440	0.654448775	0.691782102	0.617115448	0.011
1441	0.655547675	0.692986176	0.618109174	0.011
1442	0.65633595	0.69383191	0.61883999	0.011
1443	0.657114975	0.694667446	0.619562504	0.011
1444	0.658112075	0.695740667	0.620483483	0.011
1445	0.6591044	0.696809546	0.621399254	0.011
1446	0.6599888	0.697746321	0.622231279	0.011
1447	0.660792325	0.698595314	0.622989336	0.011
1448	0.6616659	0.699515037	0.623816763	0.011
1449	0.66248935	0.700384313	0.624594387	0.011
1450	0.663048775	0.701005912	0.625091638	0.011
1451	0.6635768	0.701600891	0.625552709	0.011
1452	0.664530625	0.702617443	0.626443807	0.011
1453	0.6654774	0.70362328	0.62733152	0.011
1454	0.666076525	0.704292504	0.627860546	0.011
1455	0.666590425	0.704861766	0.628319084	0.011
1456	0.66703125	0.705278715	0.628783785	0.011
1457	0.6673951	0.70560539	0.62918481	0.011
1458	0.6675913	0.705771456	0.629411144	0.011
1459	0.6677989	0.705958047	0.629639753	0.011
1460	0.6681292	0.706199745	0.630058655	0.011
1461	0.6684851	0.706454853	0.630515347	0.011
1462	0.6687462	0.7066762	0.6308162	0.011
1463	0.669010075	0.706909555	0.631110595	0.011
1464	0.669337925	0.707161249	0.631514601	0.011
1465	0.669635175	0.707376826	0.631893524	0.011
1466	0.670080075	0.707774133	0.632386017	0.011
1467	0.670648975	0.708300603	0.632997347	0.011
1468	0.67114505	0.708751538	0.633538562	0.011
1469	0.671603775	0.709165913	0.634041637	0.011
1470	0.67221565	0.709773508	0.634657792	0.011
1471	0.6729306	0.710515602	0.635345598	0.011
1472	0.67365645	0.711272297	0.636040603	0.011
1473	0.6744018	0.71206659	0.63673701	0.011
1474	0.675092175	0.712807619	0.637376731	0.011
1475	0.675669	0.713422518	0.637915482	0.011
1476	0.676174575	0.71395464	0.63839451	0.011
1477	0.676664	0.714451436	0.638876564	0.011
1478	0.677166025	0.714973723	0.639358327	0.011
1479	0.677626375	0.715475709	0.639777041	0.011
1480	0.67799555	0.715897609	0.640093491	0.011
1481	0.678363675	0.716339777	0.640387573	0.011
1482	0.6789172	0.716960752	0.640873648	0.011
1483	0.679594925	0.717701288	0.641488562	0.011
1484	0.68015945	0.718321413	0.641997487	0.011
1485	0.68072305	0.718928941	0.642517159	0.011
1486	0.6812768	0.719532737	0.643020863	0.011
1487	0.6817204	0.720012007	0.643428793	0.011
1488	0.68210085	0.72043444	0.64376726	0.011
1489	0.682359325	0.72077612	0.64394253	0.011
