ISO,ID,HORI,TOP,BOT,SAMPLENO,SIO2,AL2O3,FE2O3,CAO,MGO,K2O,NA2O,TIO2,MNO2,P2O5,IGN,TOTAL,RATIOSIAL,RATIOSIFE,RATIOSIR,RATIOALFE,SOELREM,EDITDATE,VERIFIED
"IE",9,5,62,87,"670088",4.2799999999999997e+01,2.1500000000000000e+01,1.6500000000000000e+01,4.9999999999999996e-02,2.3199999999999998e+00,4.7100000000000000e+00,3.5999999999999999e-01,7.9999999999999993e-01,3.1999999999999995e-01,7.3999999999999999e-01,9.5000000000000000e+00,9.9500000000000000e+01,3.3999999999999999e+00,6.8999999999999995e+00,2.2999999999999998e+00,2.0000000000000000e+00,,"08/16/96 00:00:00","OSP"
"UY",1,1,0,23,"820239",6.3299999999999997e+01,1.9099999999999998e+01,5.5999999999999996e+00,1.0999999999999999e-01,7.1999999999999997e-01,1.4600000000000000e+00,,1.3299999999999998e+00,1.0999999999999999e-01,1.9999999999999998e-01,7.7999999999999998e+00,9.9699999999999989e+01,5.5999999999999996e+00,3.0099999999999998e+01,4.6999999999999993e+00,5.2999999999999998e+00,,"10/16/96 00:00:00","OSP"
"UY",1,2,23,32,"820240",6.3500000000000000e+01,1.9899999999999999e+01,5.0999999999999996e+00,1.0999999999999999e-01,6.8999999999999995e-01,1.6399999999999999e+00,,1.5299999999999998e+00,5.9999999999999998e-02,1.2000000000000000e-01,7.0999999999999996e+00,9.9699999999999989e+01,5.3999999999999995e+00,3.3000000000000000e+01,4.6999999999999993e+00,6.0999999999999996e+00,,"10/16/96 00:00:00","OSP"
"UY",1,3,32,48,"820241",5.4299999999999997e+01,2.4000000000000000e+01,8.1999999999999993e+00,5.3999999999999992e-01,9.8999999999999999e-01,1.2200000000000000e+00,,1.0599999999999998e+00,4.9999999999999996e-02,3.9999999999999994e-02,9.6999999999999993e+00,1.0009999999999999e+02,3.7999999999999998e+00,1.7699999999999999e+01,3.1999999999999997e+00,4.5999999999999996e+00,,"10/16/96 00:00:00","OSP"
"UY",1,4,48,78,"820242",5.5299999999999997e+01,2.4199999999999999e+01,7.6999999999999993e+00,3.9999999999999997e-01,1.1599999999999999e+00,1.3499999999999999e+00,,1.0299999999999998e+00,1.0999999999999999e-01,2.9999999999999999e-02,8.7999999999999989e+00,1.0009999999999999e+02,3.8999999999999999e+00,1.9199999999999999e+01,3.1999999999999997e+00,4.8999999999999995e+00,,"10/16/96 00:00:00","OSP"
"UY",1,5,78,105,"820243",5.8000000000000000e+01,2.1399999999999999e+01,7.5999999999999996e+00,4.3999999999999995e-01,1.3799999999999999e+00,1.6699999999999999e+00,,1.0499999999999998e+00,1.0999999999999999e-01,2.9999999999999999e-02,7.7999999999999998e+00,9.9399999999999991e+01,4.5999999999999996e+00,2.0500000000000000e+01,3.7999999999999998e+00,4.5000000000000000e+00,,"10/16/96 00:00:00","OSP"
"UY",1,6,105,153,"820244",5.7599999999999994e+01,2.2099999999999998e+01,7.6999999999999993e+00,3.7999999999999995e-01,1.4199999999999999e+00,1.6099999999999999e+00,,1.0599999999999998e+00,8.9999999999999997e-02,2.9999999999999999e-02,8.0999999999999996e+00,1.0000000000000000e+02,4.3999999999999995e+00,2.0000000000000000e+01,3.5999999999999996e+00,4.5000000000000000e+00,,"10/16/96 00:00:00","OSP"
"MY",3,4,63,103,"850016",1.7799999999999997e+01,3.0199999999999999e+01,2.3399999999999999e+01,3.9999999999999994e-02,2.9999999999999999e-02,0.0000000000000000e+00,1.9999999999999997e-02,3.4699999999999998e+00,7.9999999999999988e-02,1.6499999999999999e+00,1.7899999999999999e+01,9.4599999999999994e+01,1.0000000000000000e+00,2.0000000000000000e+00,6.9999999999999996e-01,2.0000000000000000e+00,,"01/13/97 00:00:00","OSP"
"MY",3,5,103,150,"850017",1.8199999999999999e+01,3.0199999999999999e+01,2.3199999999999999e+01,3.9999999999999994e-02,1.9999999999999997e-02,0.0000000000000000e+00,2.9999999999999999e-02,3.4699999999999998e+00,7.9999999999999988e-02,1.6499999999999999e+00,1.7699999999999999e+01,9.4599999999999994e+01,1.0000000000000000e+00,2.0999999999999996e+00,6.9999999999999996e-01,2.0000000000000000e+00,,"01/13/97 00:00:00","OSP"
"NO",2,1,0,28,"680124",,,,,,,,,,,,,,,,,"Organic sample","01/28/97 00:00:00","OSP"
"NO",2,2,28,31,,,,,,,,,,,,,,,,,,"Not sampled","01/28/97 00:00:00","OSP"
"DE",11,5,20,45,"670158",4.5599999999999994e+01,2.8500000000000000e+01,9.2999999999999989e+00,0.0000000000000000e+00,1.0299999999999998e+00,3.6499999999999999e+00,6.6999999999999993e-01,9.0999999999999992e-01,7.9999999999999988e-02,2.3999999999999999e-01,9.2999999999999989e+00,9.9299999999999997e+01,2.6999999999999997e+00,1.3199999999999999e+01,2.2999999999999998e+00,4.7999999999999998e+00,,"02/04/97 00:00:00","OSP"
"DE",11,6,45,70,"670159",4.5799999999999997e+01,2.8199999999999999e+01,9.0999999999999996e+00,0.0000000000000000e+00,1.1699999999999999e+00,3.5899999999999999e+00,6.4999999999999991e-01,9.0999999999999992e-01,9.9999999999999992e-02,1.9999999999999998e-01,8.5999999999999996e+00,9.8399999999999991e+01,2.7999999999999998e+00,1.3399999999999999e+01,2.2999999999999998e+00,4.8999999999999995e+00,,"02/04/97 00:00:00","OSP"
"DE",11,7,70,100,"670160",4.7000000000000000e+01,2.8500000000000000e+01,8.0999999999999996e+00,0.0000000000000000e+00,9.7999999999999998e-01,5.0000000000000000e+00,1.0399999999999998e+00,8.7000000000000000e-01,1.0999999999999999e-01,1.5999999999999998e-01,6.8999999999999995e+00,9.8699999999999989e+01,2.7999999999999998e+00,1.5500000000000000e+01,2.3999999999999999e+00,5.5000000000000000e+00,,"02/04/97 00:00:00","OSP"
"AU",31,1,0,10,"780101",6.6700000000000003e+01,2.0000000000000000e+01,2.7999999999999998e+00,1.7999999999999999e-01,2.5000000000000000e-01,2.6000000000000001e-01,,2.3199999999999998e+00,1.0000000000000000e-02,2.3000000000000001e-01,8.0999999999999996e+00,1.0080000000000000e+02,5.7000000000000002e+00,6.2200000000000003e+01,5.2000000000000002e+00,1.1000000000000000e+01,,"05/01/03 00:00:00","OSP"
"AU",31,2,10,20,"780102",6.2600000000000001e+01,2.3199999999999999e+01,2.3999999999999999e+00,1.1000000000000000e-01,2.7000000000000002e-01,2.0999999999999999e-01,,2.0499999999999998e+00,0.0000000000000000e+00,1.6000000000000000e-01,9.0000000000000000e+00,1.0000000000000000e+02,4.5999999999999996e+00,7.0799999999999997e+01,4.2999999999999998e+00,1.5400000000000000e+01,,"05/01/03 00:00:00","OSP"
"AU",31,3,20,40,"780103",5.7899999999999999e+01,2.7100000000000001e+01,2.3999999999999999e+00,7.0000000000000007e-02,2.3000000000000001e-01,1.7000000000000001e-01,,1.8999999999999999e+00,0.0000000000000000e+00,1.1000000000000000e-01,1.0100000000000000e+01,1.0000000000000000e+02,3.6000000000000001e+00,6.3600000000000001e+01,3.3999999999999999e+00,1.7500000000000000e+01,,"05/01/03 00:00:00","OSP"
"KE",17,2,10,20,"800023",5.1199999999999996e+01,1.9899999999999999e+01,1.1100000000000000e+01,2.0999999999999999e-01,5.3999999999999992e-01,5.0999999999999990e-01,,8.9999999999999991e-01,1.4999999999999999e-01,1.8999999999999997e-01,1.1100000000000000e+01,1.0009999999999999e+02,4.3999999999999995e+00,1.2299999999999999e+01,3.1999999999999997e+00,2.7999999999999998e+00,,"01/25/96 00:00:00","OSP"
"KE",17,3,60,70,"800024",5.3399999999999999e+01,1.8899999999999999e+01,1.0500000000000000e+01,2.8999999999999998e-01,5.9999999999999998e-01,5.1999999999999991e-01,,8.8999999999999990e-01,1.8999999999999997e-01,1.6999999999999998e-01,1.0399999999999999e+01,1.0039999999999999e+02,4.7999999999999998e+00,1.3500000000000000e+01,3.5000000000000000e+00,2.7999999999999998e+00,,"01/25/96 00:00:00","OSP"
"KE",17,4,110,120,"800025",5.1199999999999996e+01,2.0899999999999999e+01,1.0799999999999999e+01,1.7999999999999999e-01,7.3999999999999999e-01,5.4999999999999993e-01,,7.9999999999999993e-01,2.9999999999999999e-02,1.7999999999999999e-01,1.0299999999999999e+01,1.0080000000000000e+02,4.1999999999999993e+00,1.2600000000000000e+01,3.0999999999999996e+00,3.0000000000000000e+00,,"01/25/96 00:00:00","OSP"
"KE",17,5,140,150,"800026",5.0199999999999996e+01,2.0500000000000000e+01,1.1600000000000000e+01,6.9999999999999993e-02,5.2999999999999992e-01,5.3999999999999992e-01,,9.3999999999999995e-01,1.2000000000000000e-01,1.9999999999999998e-01,1.1199999999999999e+01,1.0019999999999999e+02,4.1999999999999993e+00,1.1500000000000000e+01,3.0999999999999996e+00,2.7999999999999998e+00,,"01/25/96 00:00:00","OSP"
"KE",18,1,0,10,"800037",5.2399999999999999e+01,2.0099999999999998e+01,1.0600000000000000e+01,4.9999999999999996e-02,5.1999999999999991e-01,5.3999999999999992e-01,,1.1399999999999999e+00,1.0999999999999999e-01,2.2999999999999998e-01,1.1000000000000000e+01,1.0119999999999999e+02,4.3999999999999995e+00,1.3199999999999999e+01,3.2999999999999998e+00,3.0000000000000000e+00,,"01/25/96 00:00:00","OSP"
"KE",18,2,10,20,"800038",5.4500000000000000e+01,1.9399999999999999e+01,1.0000000000000000e+01,4.9999999999999996e-02,5.2999999999999992e-01,6.2000000000000000e-01,,1.3199999999999998e+00,1.0999999999999999e-01,2.3999999999999999e-01,1.0500000000000000e+01,1.0130000000000000e+02,4.7999999999999998e+00,1.4500000000000000e+01,3.5999999999999996e+00,3.0000000000000000e+00,,"01/25/96 00:00:00","OSP"
"KE",18,3,20,30,"800039",5.0199999999999996e+01,2.1399999999999999e+01,1.0899999999999999e+01,5.9999999999999998e-02,5.3999999999999992e-01,5.6999999999999995e-01,,1.1899999999999999e+00,2.9999999999999999e-02,1.4999999999999999e-01,1.1000000000000000e+01,1.0050000000000000e+02,4.0000000000000000e+00,1.2199999999999999e+01,3.0000000000000000e+00,3.0999999999999996e+00,,"01/25/96 00:00:00","OSP"
"KE",18,4,30,40,"800040",4.9500000000000000e+01,2.2000000000000000e+01,1.1100000000000000e+01,4.9999999999999996e-02,5.0999999999999990e-01,5.8999999999999997e-01,,1.0699999999999998e+00,1.9999999999999997e-02,1.3999999999999999e-01,1.1399999999999999e+01,1.0089999999999999e+02,3.7999999999999998e+00,1.1799999999999999e+01,2.8999999999999999e+00,3.0999999999999996e+00,,"01/25/96 00:00:00","OSP"
"KE",18,5,50,60,"800041",4.7099999999999994e+01,2.3199999999999999e+01,1.1199999999999999e+01,3.1000000000000000e-01,5.0999999999999990e-01,5.2999999999999992e-01,,9.8999999999999999e-01,1.9999999999999997e-02,9.9999999999999992e-02,1.2699999999999999e+01,1.0000000000000000e+01,3.3999999999999999e+00,1.1199999999999999e+01,2.5999999999999996e+00,3.1999999999999997e+00,,"01/25/96 00:00:00","OSP"
"KE",18,6,60,70,"800042",4.8099999999999994e+01,2.3399999999999999e+01,1.1199999999999999e+01,1.3999999999999999e-01,4.8999999999999999e-01,5.4999999999999993e-01,,1.0000000000000000e+00,1.9999999999999997e-02,1.2000000000000000e-01,1.2199999999999999e+01,1.0130000000000000e+02,3.5000000000000000e+00,1.1399999999999999e+01,2.2999999999999998e+00,3.2999999999999998e+00,,"01/25/96 00:00:00","OSP"
"KE",19,1,10,20,"800076",5.3799999999999997e+01,2.0199999999999999e+01,1.0000000000000000e+01,3.9999999999999994e-02,4.5999999999999996e-01,6.8999999999999995e-01,,1.4600000000000000e+00,3.9999999999999994e-02,2.3999999999999999e-01,1.0500000000000000e+01,1.0119999999999999e+02,4.5000000000000000e+00,1.4299999999999999e+01,3.3999999999999999e+00,3.1999999999999997e+00,,"01/25/96 00:00:00","OSP"
"KE",19,2,30,40,"800077",4.8699999999999996e+01,2.1199999999999999e+01,1.2899999999999999e+01,3.9999999999999994e-02,4.5999999999999996e-01,6.8999999999999995e-01,,1.5399999999999998e+00,1.9999999999999997e-02,2.5999999999999995e-01,1.0899999999999999e+01,1.0080000000000000e+02,3.8999999999999999e+00,1.0100000000000000e+01,2.7999999999999998e+00,2.5999999999999996e+00,,"01/25/96 00:00:00","OSP"
"KE",19,3,60,90,"800078",4.4500000000000000e+01,2.5799999999999997e+01,1.1600000000000000e+01,2.9999999999999999e-02,4.4999999999999996e-01,4.8999999999999999e-01,,9.5999999999999996e-01,9.9999999999999985e-03,1.2000000000000000e-01,1.2600000000000000e+01,1.0039999999999999e+02,2.8999999999999999e+00,1.0299999999999999e+01,2.2999999999999998e+00,3.5000000000000000e+00,,"01/25/96 00:00:00","OSP"
"NG",4,1,0,10,"780021",4.2199999999999996e+01,3.0500000000000000e+01,1.1399999999999999e+01,2.9999999999999999e-02,4.7999999999999998e-01,1.2799999999999998e+00,,1.4500000000000000e+00,1.0999999999999999e-01,2.6999999999999996e-01,1.2399999999999999e+01,1.0000000000000000e+02,2.2999999999999998e+00,9.7999999999999989e+00,1.8999999999999999e+00,4.1999999999999993e+00,,"02/18/96 00:00:00","OSP"
"NG",4,2,10,28,"780022",4.1399999999999999e+01,3.0199999999999999e+01,1.0899999999999999e+01,2.9999999999999999e-02,4.5999999999999996e-01,1.2200000000000000e+00,,1.3899999999999999e+00,1.8999999999999997e-01,2.7999999999999997e-01,1.2199999999999999e+01,9.8299999999999997e+01,2.2999999999999998e+00,1.0100000000000000e+01,1.8999999999999999e+00,4.2999999999999998e+00,,"02/18/96 00:00:00","OSP"
"NG",4,3,28,45,"780023",4.1199999999999996e+01,3.0899999999999999e+01,1.0199999999999999e+01,2.9999999999999999e-02,3.7000000000000000e-01,1.1099999999999999e+00,,1.2899999999999998e+00,1.5999999999999998e-01,1.6999999999999998e-01,1.2399999999999999e+01,9.9399999999999991e+01,2.2999999999999998e+00,1.0699999999999999e+01,1.8999999999999999e+00,4.6999999999999993e+00,,"02/18/96 00:00:00","OSP"
"NG",4,4,45,60,"780024",4.2099999999999994e+01,3.2799999999999997e+01,1.0500000000000000e+01,1.9999999999999997e-02,5.0999999999999990e-01,8.7999999999999989e-01,,1.0399999999999998e+00,7.9999999999999988e-02,1.0999999999999999e-01,1.2799999999999999e+01,1.0080000000000000e+02,2.1999999999999997e+00,1.0699999999999999e+01,1.7999999999999998e+00,4.8999999999999995e+00,,"02/18/96 00:00:00","OSP"
"NG",4,5,60,75,"780025",4.1799999999999997e+01,3.3099999999999994e+01,9.7999999999999989e+00,9.9999999999999985e-03,3.7999999999999995e-01,7.7999999999999992e-01,,9.2999999999999994e-01,4.9999999999999996e-02,9.9999999999999992e-02,1.3000000000000000e+01,1.0000000000000000e+02,2.0999999999999996e+00,1.1299999999999999e+01,1.7999999999999998e+00,5.2999999999999998e+00,,"02/18/96 00:00:00","OSP"
"NG",4,6,75,95,"780026",4.2799999999999997e+01,3.5000000000000000e+01,8.5000000000000000e+00,9.9999999999999985e-03,2.3999999999999999e-01,5.6999999999999995e-01,,6.6999999999999993e-01,2.9999999999999999e-02,9.9999999999999992e-02,1.3699999999999999e+01,1.0150000000000000e+02,2.0999999999999996e+00,1.3399999999999999e+01,1.7999999999999998e+00,6.3999999999999995e+00,,"02/18/96 00:00:00","OSP"
"NG",4,7,95,120,"780027",4.0899999999999999e+01,3.3899999999999999e+01,8.5000000000000000e+00,1.9999999999999997e-02,2.8999999999999998e-01,5.9999999999999998e-01,,6.5999999999999992e-01,3.9999999999999994e-02,1.2000000000000000e-01,1.3600000000000000e+01,9.8599999999999994e+01,2.0999999999999996e+00,1.2899999999999999e+01,1.7999999999999998e+00,6.2999999999999998e+00,,"02/18/96 00:00:00","OSP"
"ZM",10,1,0,6,"770112",3.3799999999999997e+01,3.2899999999999999e+01,1.6599999999999998e+01,2.9999999999999999e-02,4.4999999999999996e-01,1.3999999999999999e+00,,9.8999999999999999e-01,9.9999999999999992e-02,3.9999999999999997e-01,1.1899999999999999e+01,,1.7000000000000000e+00,5.3999999999999995e+00,1.2999999999999998e+00,3.0999999999999996e+00,,"02/20/96 00:00:00","OSP"
"ZM",10,2,6,25,"770113",3.4199999999999996e+01,3.3399999999999999e+01,1.6199999999999999e+01,9.9999999999999985e-03,4.1999999999999998e-01,1.2500000000000000e+00,,9.0999999999999992e-01,6.9999999999999993e-02,2.9999999999999999e-01,1.2100000000000000e+01,,1.7000000000000000e+00,5.5999999999999996e+00,1.2999999999999998e+00,3.1999999999999997e+00,,"02/20/96 00:00:00","OSP"
"ZM",10,3,25,68,"770114",3.4500000000000000e+01,3.3500000000000000e+01,1.6199999999999999e+01,0.0000000000000000e+00,3.8999999999999996e-01,1.1799999999999999e+00,,9.0999999999999992e-01,5.9999999999999998e-02,2.2999999999999998e-01,1.2299999999999999e+01,,1.7999999999999998e+00,5.6999999999999993e+00,1.2999999999999998e+00,3.1999999999999997e+00,,"02/20/96 00:00:00","OSP"
"ZM",10,4,68,100,"770115",3.4099999999999994e+01,3.3299999999999997e+01,1.6299999999999997e+01,0.0000000000000000e+00,3.7000000000000000e-01,1.2500000000000000e+00,,9.1999999999999993e-01,5.9999999999999998e-02,1.4999999999999999e-01,1.2399999999999999e+01,,1.7000000000000000e+00,5.5999999999999996e+00,1.2999999999999998e+00,3.1999999999999997e+00,,"02/20/96 00:00:00","OSP"
"ZM",10,5,100,150,"770116",3.4199999999999996e+01,3.3399999999999999e+01,1.6399999999999999e+01,9.9999999999999985e-03,3.9999999999999997e-01,1.2699999999999998e+00,,9.3999999999999995e-01,4.9999999999999996e-02,1.7999999999999999e-01,1.2299999999999999e+01,,1.7000000000000000e+00,5.5999999999999996e+00,1.2999999999999998e+00,3.1999999999999997e+00,,"02/20/96 00:00:00","OSP"
"ZM",10,6,250,300,"770117",3.3799999999999997e+01,3.3199999999999996e+01,1.6099999999999998e+01,0.0000000000000000e+00,3.9999999999999997e-01,1.2500000000000000e+00,,9.1999999999999993e-01,4.9999999999999996e-02,1.4999999999999999e-01,1.2399999999999999e+01,,1.7000000000000000e+00,5.5999999999999996e+00,1.2999999999999998e+00,3.1999999999999997e+00,,"02/20/96 00:00:00","OSP"
"HU",6,4,100,120,"970155",5.1500000000000000e+01,1.8000000000000000e+01,1.3100000000000000e+01,1.3000000000000000e-01,2.7100000000000000e+00,2.4500000000000002e+00,,5.0000000000000000e-01,1.3000000000000000e-01,2.8999999999999998e-01,8.5000000000000000e+00,9.7299999999999997e+01,4.9000000000000004e+00,1.0500000000000000e+01,3.2999999999999998e+00,2.2000000000000002e+00,,"09/26/03 00:00:00","OSP"
"HU",7,1,0,21,"970156",5.4799999999999997e+01,2.2500000000000000e+01,1.0199999999999999e+01,5.8999999999999997e-01,3.1299999999999999e+00,3.3300000000000001e+00,,7.9000000000000004e-01,2.5000000000000000e-01,5.3000000000000003e-01,9.0999999999999996e+00,1.0520000000000000e+02,4.0999999999999996e+00,1.4300000000000001e+01,3.2000000000000002e+00,3.5000000000000000e+00,,"09/26/03 00:00:00","OSP"
"HU",7,2,21,50,"970157",,,,,,,,,,,,,,,,,,"09/26/03 00:00:00","OSP"
"HU",7,3,50,70,"970158",5.2700000000000003e+01,2.3399999999999999e+01,9.9000000000000004e+00,1.7999999999999999e-01,2.7100000000000000e+00,2.5699999999999998e+00,,6.8999999999999995e-01,1.3000000000000000e-01,1.7000000000000001e-01,7.7999999999999998e+00,1.0030000000000000e+02,3.7999999999999998e+00,1.4199999999999999e+01,3.0000000000000000e+00,3.7000000000000002e+00,,"09/26/03 00:00:00","OSP"
"HU",7,4,70,100,"970159",5.1200000000000003e+01,2.1600000000000001e+01,1.0400000000000000e+01,1.4999999999999999e-01,2.9300000000000002e+00,2.3100000000000001e+00,,6.8000000000000005e-01,1.2000000000000000e-01,1.7999999999999999e-01,8.0000000000000000e+00,9.7599999999999994e+01,4.0000000000000000e+00,1.3100000000000000e+01,3.1000000000000001e+00,3.2999999999999998e+00,,"09/26/03 00:00:00","OSP"
"HU",7,5,100,120,"970160",3.9200000000000003e+01,1.5400000000000000e+01,7.5000000000000000e+00,1.4510000000000000e+01,2.8199999999999998e+00,1.7200000000000000e+00,,5.5000000000000004e-01,1.1000000000000000e-01,2.3999999999999999e-01,1.8100000000000001e+01,1.0020000000000000e+02,4.2999999999999998e+00,1.3900000000000000e+01,3.2999999999999998e+00,3.2000000000000002e+00,,"09/26/03 00:00:00","OSP"
"HU",11,1,0,4,"970179",5.1600000000000001e+01,1.9500000000000000e+01,8.5999999999999996e+00,1.0200000000000000e+00,4.7699999999999996e+00,3.9300000000000002e+00,,8.2999999999999996e-01,7.0000000000000007e-02,2.0000000000000001e-01,7.9000000000000004e+00,9.8400000000000006e+01,4.5000000000000000e+00,1.6000000000000000e+01,3.5000000000000000e+00,3.6000000000000001e+00,,"09/29/03 00:00:00","OSP"
"HU",11,2,4,16,"970180",5.1700000000000003e+01,2.0500000000000000e+01,8.9000000000000004e+00,5.6000000000000005e-01,4.6200000000000001e+00,4.0300000000000002e+00,,7.7000000000000002e-01,5.9999999999999998e-02,2.2000000000000000e-01,7.0999999999999996e+00,9.8500000000000000e+01,4.2999999999999998e+00,1.5500000000000000e+01,3.3999999999999999e+00,3.6000000000000001e+00,,"09/29/03 00:00:00","OSP"
"HU",11,3,16,29,"970181",5.1799999999999997e+01,2.1199999999999999e+01,9.4000000000000004e+00,8.1999999999999995e-01,4.4500000000000002e+00,3.9300000000000002e+00,,7.0999999999999996e-01,5.9999999999999998e-02,1.7000000000000001e-01,7.4000000000000004e+00,9.9900000000000006e+01,4.0999999999999996e+00,1.4699999999999999e+01,3.2000000000000002e+00,3.5000000000000000e+00,,"09/29/03 00:00:00","OSP"
"HU",11,4,29,41,"970182",4.1299999999999997e+01,1.7300000000000001e+01,7.7000000000000002e+00,9.7599999999999998e+00,5.0899999999999999e+00,2.9700000000000002e+00,,5.7999999999999996e-01,5.9999999999999998e-02,2.5000000000000000e-01,1.4699999999999999e+01,9.9700000000000003e+01,4.0999999999999996e+00,1.4300000000000001e+01,3.2000000000000002e+00,3.5000000000000000e+00,,"09/29/03 00:00:00","OSP"
"HU",11,5,41,55,"970183",4.3100000000000001e+01,1.8399999999999999e+01,8.0000000000000000e+00,6.8799999999999999e+00,4.7699999999999996e+00,3.1000000000000001e+00,,5.8999999999999997e-01,5.0000000000000003e-02,2.6000000000000001e-01,1.2699999999999999e+01,9.7900000000000006e+01,4.0000000000000000e+00,1.4300000000000001e+01,3.1000000000000001e+00,3.6000000000000001e+00,,"09/29/03 00:00:00","OSP"
"HU",11,6,55,70,"970184",4.9600000000000001e+01,2.0699999999999999e+01,9.4000000000000004e+00,1.1200000000000001e+00,4.5800000000000001e+00,3.5400000000000000e+00,,6.9999999999999996e-01,5.9999999999999998e-02,6.4000000000000001e-01,8.0999999999999996e+00,9.8400000000000006e+01,4.0999999999999996e+00,1.4000000000000000e+01,3.2000000000000002e+00,3.5000000000000000e+00,,"09/29/03 00:00:00","OSP"
"HU",11,7,70,90,"970185",4.8399999999999999e+01,2.1000000000000000e+01,1.0199999999999999e+01,1.3600000000000001e+00,4.3600000000000003e+00,3.5200000000000000e+00,,7.2999999999999998e-01,8.0000000000000002e-02,7.2999999999999998e-01,8.6999999999999993e+00,9.9099999999999994e+01,3.8999999999999999e+00,1.2600000000000000e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",11,8,90,100,"970186",3.8200000000000003e+01,1.7000000000000000e+01,8.1999999999999993e+00,7.8799999999999999e+00,8.1500000000000004e+00,2.6699999999999999e+00,,5.6999999999999995e-01,8.9999999999999997e-02,3.1000000000000000e-01,1.7899999999999999e+01,1.0100000000000000e+02,3.7999999999999998e+00,1.2400000000000000e+01,2.8999999999999999e+00,3.2999999999999998e+00,,"09/29/03 00:00:00","OSP"
"HU",11,9,100,125,"970187",,,,,,,,,,,,,,,,,,,
"HU",14,1,0,3,"970206",5.3299999999999997e+01,2.1300000000000001e+01,7.9000000000000004e+00,1.0000000000000001e-01,1.6499999999999999e+00,3.9199999999999999e+00,,1.2800000000000000e+00,1.4999999999999999e-01,5.6000000000000005e-01,7.9000000000000004e+00,9.8099999999999994e+01,4.2000000000000002e+00,1.8000000000000000e+01,3.3999999999999999e+00,4.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",14,2,3,15,"970207",5.3600000000000001e+01,2.2100000000000001e+01,1.0400000000000000e+01,8.0000000000000002e-02,2.2200000000000002e+00,3.3599999999999999e+00,,8.7000000000000000e-01,2.3999999999999999e-01,2.0000000000000001e-01,6.9000000000000004e+00,1.0000000000000000e+02,4.0999999999999996e+00,1.3699999999999999e+01,3.2000000000000002e+00,3.2999999999999998e+00,,"09/29/03 00:00:00","OSP"
"HU",14,3,15,25,"970208",5.2600000000000001e+01,2.2300000000000001e+01,1.0400000000000000e+01,8.0000000000000002e-02,2.4800000000000000e+00,3.4700000000000002e+00,,7.7000000000000002e-01,1.4000000000000001e-01,1.4999999999999999e-01,6.9000000000000004e+00,9.9299999999999997e+01,4.0000000000000000e+00,1.3500000000000000e+01,3.1000000000000001e+00,3.3999999999999999e+00,,"09/29/03 00:00:00","OSP"
"HU",14,4,25,38,"970209",5.2500000000000000e+01,2.2300000000000001e+01,1.0500000000000000e+01,8.9999999999999997e-02,2.6800000000000002e+00,3.5000000000000000e+00,,7.6000000000000001e-01,1.3000000000000000e-01,1.7000000000000001e-01,7.0000000000000000e+00,9.9599999999999994e+01,4.0000000000000000e+00,1.3300000000000001e+01,3.1000000000000001e+00,3.2999999999999998e+00,,"09/29/03 00:00:00","OSP"
"HU",14,5,38,55,"970210",5.1399999999999999e+01,2.2199999999999999e+01,1.0800000000000001e+01,1.3000000000000000e-01,2.8399999999999999e+00,3.3900000000000001e+00,,7.7000000000000002e-01,1.3000000000000000e-01,2.6000000000000001e-01,7.2999999999999998e+00,9.9200000000000003e+01,3.8999999999999999e+00,1.2699999999999999e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",14,6,55,66,"970211",5.1500000000000000e+01,2.2100000000000001e+01,1.0800000000000001e+01,1.4999999999999999e-01,2.9300000000000002e+00,3.1400000000000001e+00,,8.1000000000000005e-01,1.0000000000000001e-01,2.9999999999999999e-01,7.4000000000000004e+00,9.9200000000000003e+01,4.0000000000000000e+00,1.2699999999999999e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",14,7,66,79,"970212",5.1700000000000003e+01,2.1899999999999999e+01,1.0900000000000000e+01,2.3000000000000001e-01,2.9800000000000000e+00,3.0200000000000000e+00,,8.7000000000000000e-01,1.3000000000000000e-01,3.4999999999999998e-01,7.5000000000000000e+00,9.9599999999999994e+01,4.0000000000000000e+00,1.2600000000000000e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",14,8,79,100,"970213",5.1399999999999999e+01,2.2000000000000000e+01,1.0900000000000000e+01,1.4000000000000001e-01,2.9600000000000000e+00,2.9500000000000002e+00,,8.5999999999999999e-01,1.4000000000000001e-01,3.3000000000000002e-01,7.7000000000000002e+00,9.9400000000000006e+01,4.0000000000000000e+00,1.2600000000000000e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
"HU",14,9,100,125,"970214",5.1299999999999997e+01,2.2300000000000001e+01,1.0900000000000000e+01,1.7000000000000001e-01,2.9500000000000002e+00,2.9700000000000002e+00,,8.1999999999999995e-01,8.9999999999999997e-02,2.7000000000000002e-01,7.5999999999999996e+00,9.9400000000000006e+01,3.8999999999999999e+00,1.2500000000000000e+01,3.0000000000000000e+00,3.2000000000000002e+00,,"09/29/03 00:00:00","OSP"
