ISO,ID,HORI,TOP,BOT,SAMPLENO,SIO2,AL2O3,FE2O3,CAO,MGO,K2O,NA2O,TIO2,MNO2,P2O5,IGN,TOTAL,RATIOSIAL,RATIOSIFE,RATIOSIR,RATIOALFE,SOELREM,EDITDATE,VERIFIED
"IE",6,1,0,10,"670067",5.9700000000000003e+01,1.3100000000000000e+01,5.0999999999999996e+00,8.9999999999999997e-02,1.0700000000000001e+00,2.1600000000000001e+00,1.9000000000000000e-01,1.1299999999999999e+00,7.0000000000000007e-02,4.2999999999999999e-01,1.2000000000000000e+01,9.5000000000000000e+01,7.7000000000000002e+00,3.1100000000000001e+01,6.2000000000000002e+00,4.0000000000000000e+00,,"10/29/03 00:00:00","OSP"
"IE",6,2,10,25,"670068",5.8200000000000003e+01,1.3100000000000000e+01,5.2999999999999998e+00,8.0000000000000002e-02,1.0800000000000001e+00,2.1899999999999999e+00,1.3000000000000000e-01,1.1399999999999999e+00,8.9999999999999997e-02,3.3000000000000002e-01,1.1400000000000000e+01,9.3000000000000000e+01,7.5000000000000000e+00,2.9199999999999999e+01,6.0000000000000000e+00,3.8999999999999999e+00,,"10/29/03 00:00:00","OSP"
"IE",6,3,25,40,"670069",5.4899999999999999e+01,1.8399999999999999e+01,7.2999999999999998e+00,5.9999999999999998e-02,1.5400000000000000e+00,3.1000000000000001e+00,1.4999999999999999e-01,1.2000000000000000e+00,1.7999999999999999e-01,2.2000000000000000e-01,8.9000000000000004e+00,9.6000000000000000e+01,5.0999999999999996e+00,2.0000000000000000e+01,4.0000000000000000e+00,3.8999999999999999e+00,,"10/29/03 00:00:00","OSP"
"IE",6,4,40,60,"670070",5.1600000000000001e+01,2.0800000000000001e+01,8.1999999999999993e+00,5.9999999999999998e-02,1.7500000000000000e+00,3.7500000000000000e+00,1.2000000000000000e-01,1.1899999999999999e+00,1.4999999999999999e-01,1.7999999999999999e-01,8.1999999999999993e+00,9.6000000000000000e+01,4.2000000000000002e+00,1.6699999999999999e+01,3.3999999999999999e+00,4.0000000000000000e+00,,"10/29/03 00:00:00","OSP"
"IE",6,5,60,80,"670071",5.3100000000000001e+01,2.0300000000000001e+01,7.7000000000000002e+00,1.3000000000000000e-01,1.9299999999999999e+00,3.7700000000000000e+00,1.6000000000000000e-01,1.2700000000000000e+00,1.3000000000000000e-01,1.7000000000000001e-01,7.0000000000000000e+00,9.5799999999999997e+01,4.4000000000000004e+00,1.8300000000000001e+01,3.6000000000000001e+00,4.0999999999999996e+00,,"10/29/03 00:00:00","OSP"
"IE",6,6,80,100,"670072",4.1799999999999997e+01,1.5199999999999999e+01,5.5999999999999996e+00,1.2699999999999999e+01,1.5700000000000001e+00,2.8900000000000001e+00,1.0000000000000001e-01,9.4999999999999996e-01,1.0000000000000001e-01,2.0000000000000001e-01,1.5600000000000000e+01,9.6500000000000000e+01,4.7000000000000002e+00,1.9800000000000001e+01,3.7999999999999998e+00,4.2000000000000002e+00,,"10/29/03 00:00:00","OSP"
"IE",11,1,0,8,"670092",5.0600000000000001e+01,2.5000000000000000e+01,5.5000000000000000e+00,2.0999999999999999e-01,1.6799999999999999e+00,3.4100000000000001e+00,1.7000000000000001e-01,1.4399999999999999e+00,1.0000000000000000e-02,5.6000000000000005e-01,1.0600000000000000e+01,9.9200000000000003e+01,3.3999999999999999e+00,2.4300000000000001e+01,3.0000000000000000e+00,7.0000000000000000e+00,,"10/30/03 00:00:00","OSP"
"IE",11,2,8,23,"670093",4.9500000000000000e+01,2.5399999999999999e+01,5.7999999999999998e+00,8.0000000000000002e-02,1.6000000000000001e+00,3.5000000000000000e+00,2.3999999999999999e-01,1.3899999999999999e+00,0.0000000000000000e+00,3.1000000000000000e-01,9.8000000000000007e+00,9.7599999999999994e+01,3.2999999999999998e+00,2.2899999999999999e+01,2.8999999999999999e+00,6.9000000000000004e+00,,"10/30/03 00:00:00","OSP"
"IE",11,3,23,33,"670094",4.3799999999999997e+01,2.3199999999999999e+01,1.4400000000000000e+01,4.0000000000000001e-02,1.8000000000000000e+00,4.5800000000000001e+00,1.6000000000000000e-01,1.1899999999999999e+00,1.1000000000000000e-01,1.6000000000000000e-01,8.4000000000000004e+00,9.7799999999999997e+01,3.2000000000000002e+00,8.0999999999999996e+00,2.2999999999999998e+00,2.5000000000000000e+00,,"10/30/03 00:00:00","OSP"
"IE",11,4,40,60,"670095",4.7899999999999999e+01,2.4800000000000001e+01,1.0300000000000001e+01,1.2000000000000000e-01,2.4500000000000002e+00,5.4199999999999999e+00,1.6000000000000000e-01,1.1100000000000001e+00,1.3000000000000000e-01,2.3999999999999999e-01,6.7000000000000002e+00,9.9299999999999997e+01,3.2999999999999998e+00,1.2400000000000000e+01,2.6000000000000001e+00,3.7999999999999998e+00,,"10/30/03 00:00:00","OSP"
"IE",11,5,60,80,"670096",4.5100000000000001e+01,2.6699999999999999e+01,1.1600000000000000e+01,0.0000000000000000e+00,7.7000000000000002e-01,3.6200000000000001e+00,8.4999999999999998e-01,9.1000000000000003e-01,5.9999999999999998e-02,5.6999999999999995e-01,8.5000000000000000e+00,9.8700000000000003e+01,2.8999999999999999e+00,1.0300000000000001e+01,2.2000000000000002e+00,3.6000000000000001e+00,,"10/30/03 00:00:00","OSP"
"NL",2,1,0,2,"690029",,,,,,,,,,,,,,,,,"Organic layer, no clay","01/12/04 00:00:00","OSP"
"NL",2,2,2,7,"690030",4.3000000000000000e+01,2.2600000000000001e+01,1.3300000000000001e+01,3.3000000000000002e-01,1.0700000000000001e+00,1.8000000000000000e+00,,1.0700000000000001e+00,1.4000000000000001e-01,1.2600000000000000e+00,1.6300000000000001e+01,1.0090000000000001e+02,3.2000000000000002e+00,8.5999999999999996e+00,2.2999999999999998e+00,2.7000000000000002e+00,,"01/12/04 00:00:00","OSP"
"NL",2,3,8,12,"690031",3.7500000000000000e+01,2.4100000000000001e+01,1.1600000000000000e+01,2.6000000000000001e-01,9.5999999999999996e-01,1.5400000000000000e+00,,9.1000000000000003e-01,2.5000000000000000e-01,1.0800000000000001e+00,2.2100000000000001e+01,1.0030000000000000e+02,2.6000000000000001e+00,8.5999999999999996e+00,2.0000000000000000e+00,3.2999999999999998e+00,,"01/12/04 00:00:00","OSP"
"NL",2,4,12,27,"690032",3.9000000000000000e+01,2.5500000000000000e+01,1.0800000000000001e+01,2.5000000000000000e-01,1.0700000000000001e+00,1.5000000000000000e+00,,9.2000000000000004e-01,2.3999999999999999e-01,8.5999999999999999e-01,1.9600000000000001e+01,9.9700000000000003e+01,2.6000000000000001e+00,9.5999999999999996e+00,2.0000000000000000e+00,3.7000000000000002e+00,,"01/12/04 00:00:00","OSP"
"NL",2,5,37,57,"690033",4.1200000000000003e+01,2.7699999999999999e+01,1.0900000000000000e+01,2.7000000000000002e-01,1.2400000000000000e+00,1.6299999999999999e+00,,1.0000000000000000e+00,1.7999999999999999e-01,1.0100000000000000e+00,1.4900000000000000e+01,1.0000000000000000e+02,2.5000000000000000e+00,1.0100000000000000e+01,2.0000000000000000e+00,4.0000000000000000e+00,,"01/12/04 00:00:00","OSP"
"NL",2,6,72,82,"690034",,,,,,,,,,,,,,,,,"Insufficient clay to obtain sample","01/12/04 00:00:00","OSP"
"NL",6,1,0,8,"710121",5.2700000000000003e+01,2.3399999999999999e+01,8.3000000000000007e+00,3.1000000000000000e-01,2.4500000000000002e+00,3.3799999999999999e+00,,8.4999999999999998e-01,1.3000000000000000e-01,6.9999999999999996e-01,9.3000000000000007e+00,1.0150000000000000e+02,3.7999999999999998e+00,1.7000000000000000e+01,3.1000000000000001e+00,4.4000000000000004e+00,,"01/12/04 00:00:00","OSP"
"NL",6,2,8,30,"710122",5.2799999999999997e+01,2.3399999999999999e+01,8.5000000000000000e+00,1.4999999999999999e-01,2.4700000000000002e+00,3.1600000000000001e+00,,8.8000000000000000e-01,1.0000000000000001e-01,2.7000000000000002e-01,8.0000000000000000e+00,9.9700000000000003e+01,3.7999999999999998e+00,1.6600000000000001e+01,3.1000000000000001e+00,4.2999999999999998e+00,,"01/12/04 00:00:00","OSP"
"NL",18,1,0,13,"800162",5.0899999999999999e+01,1.9500000000000000e+01,5.5999999999999996e+00,0.0000000000000000e+00,1.7000000000000000e+00,2.0000000000000000e+00,2.9999999999999999e-01,1.2000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,1.8199999999999999e+01,9.9500000000000000e+01,4.5000000000000000e+00,2.4300000000000001e+01,3.7999999999999998e+00,5.5000000000000000e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",18,2,13,35,"800163",5.3700000000000003e+01,1.9800000000000001e+01,8.9000000000000004e+00,0.0000000000000000e+00,1.7000000000000000e+00,1.8999999999999999e+00,2.9999999999999999e-01,1.2000000000000000e+00,1.0000000000000001e-01,1.0000000000000001e-01,1.1600000000000000e+01,9.9299999999999997e+01,4.5999999999999996e+00,1.6100000000000001e+01,3.6000000000000001e+00,3.5000000000000000e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",18,3,35,70,"800164",5.0299999999999997e+01,1.8300000000000001e+01,1.5100000000000000e+01,0.0000000000000000e+00,2.2000000000000002e+00,2.2000000000000002e+00,1.0000000000000001e-01,6.9999999999999996e-01,1.0000000000000001e-01,1.0000000000000001e-01,1.0000000000000000e+01,9.9099999999999994e+01,4.7000000000000002e+00,8.8000000000000007e+00,3.1000000000000001e+00,1.8999999999999999e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",18,4,70,105,"800165",5.2200000000000003e+01,1.9600000000000001e+01,1.1100000000000000e+01,1.0000000000000001e-01,2.7000000000000002e+00,2.8999999999999999e+00,1.0000000000000001e-01,6.9999999999999996e-01,1.0000000000000001e-01,1.0000000000000001e-01,9.4000000000000004e+00,9.9000000000000000e+01,4.5000000000000000e+00,1.2500000000000000e+01,3.3999999999999999e+00,2.7999999999999998e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",18,5,105,145,"800166",5.2200000000000003e+01,1.9600000000000001e+01,1.1100000000000000e+01,1.0000000000000001e-01,2.7000000000000002e+00,2.8999999999999999e+00,1.0000000000000001e-01,6.9999999999999996e-01,1.0000000000000001e-01,1.0000000000000001e-01,9.4000000000000004e+00,9.9000000000000000e+01,4.5000000000000000e+00,1.2500000000000000e+01,3.3999999999999999e+00,2.7999999999999998e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",18,6,145,170,"800167",5.3600000000000001e+01,1.9300000000000001e+01,1.0500000000000000e+01,-1.0000000000000001e-01,2.7999999999999998e+00,3.1000000000000001e+00,1.0000000000000001e-01,8.0000000000000004e-01,1.0000000000000001e-01,1.0000000000000001e-01,8.3000000000000007e+00,9.8799999999999997e+01,4.7000000000000002e+00,1.3600000000000000e+01,3.5000000000000000e+00,2.8999999999999999e+00,"Data University of Amsterdam","01/16/04 00:00:00","OSP"
"NL",6,3,30,55,"710123",5.2000000000000000e+01,2.3300000000000001e+01,8.9000000000000004e+00,2.0000000000000001e-01,2.5400000000000000e+00,2.9199999999999999e+00,,8.1999999999999995e-01,7.0000000000000007e-02,1.9000000000000000e-01,8.4000000000000004e+00,9.9299999999999997e+01,3.7999999999999998e+00,1.5500000000000000e+01,3.0000000000000000e+00,4.0999999999999996e+00,,"01/12/04 00:00:00","OSP"
"NL",6,4,55,90,"710124",5.2299999999999997e+01,2.3000000000000000e+01,9.9000000000000004e+00,2.0000000000000001e-01,2.7300000000000000e+00,3.1299999999999999e+00,,8.0000000000000004e-01,1.1000000000000000e-01,2.2000000000000000e-01,8.0000000000000000e+00,1.0040000000000001e+02,3.8999999999999999e+00,1.4000000000000000e+01,3.0000000000000000e+00,3.6000000000000001e+00,,"01/12/04 00:00:00","OSP"
"NL",6,5,90,105,"710125",5.3899999999999999e+01,2.3600000000000001e+01,8.4000000000000004e+00,2.6000000000000001e-01,2.8399999999999999e+00,3.1699999999999999e+00,,8.1000000000000005e-01,8.0000000000000002e-02,1.9000000000000000e-01,7.5999999999999996e+00,1.0100000000000000e+02,3.8999999999999999e+00,1.7000000000000000e+01,3.2000000000000002e+00,4.4000000000000004e+00,,"01/12/04 00:00:00","OSP"
"NL",6,6,105,125,"710126",5.3000000000000000e+01,2.4500000000000000e+01,8.9000000000000004e+00,2.3000000000000001e-01,2.8300000000000001e+00,3.0299999999999998e+00,,7.8000000000000003e-01,5.9999999999999998e-02,2.3999999999999999e-01,8.0999999999999996e+00,1.0140000000000001e+02,3.7000000000000002e+00,1.6199999999999999e+01,3.0000000000000000e+00,4.4000000000000004e+00,,"01/12/04 00:00:00","OSP"
"NL",6,7,125,135,"710127",5.2899999999999999e+01,2.3800000000000001e+01,9.0999999999999996e+00,2.3999999999999999e-01,2.8999999999999999e+00,3.0899999999999999e+00,,7.8000000000000003e-01,7.0000000000000007e-02,3.3000000000000002e-01,7.9000000000000004e+00,1.0109999999999999e+02,3.7999999999999998e+00,1.5500000000000000e+01,3.0000000000000000e+00,4.0999999999999996e+00,,"01/12/04 00:00:00","OSP"
"US",9,5,65,90,"810381",3.4799999999999997e+01,3.0099999999999998e+01,1.7099999999999998e+01,3.9999999999999994e-02,1.3999999999999999e-01,9.3999999999999995e-01,,2.5199999999999996e+00,1.6999999999999998e-01,9.9999999999999992e-02,1.1699999999999999e+01,,2.0000000000000000e+00,5.3999999999999995e+00,1.3999999999999999e+00,2.7999999999999998e+00,,"02/25/96 00:00:00","OSP"
"US",9,7,120,150,"810383",3.4099999999999994e+01,2.9799999999999997e+01,1.9099999999999998e+01,3.9999999999999994e-02,8.9999999999999997e-02,5.0000000000000000e-01,,2.6599999999999997e+00,6.9999999999999993e-02,7.1999999999999997e-01,1.2100000000000000e+01,,1.8999999999999999e+00,4.6999999999999993e+00,1.3999999999999999e+00,2.3999999999999999e+00,,"02/25/96 00:00:00","OSP"
"ZA",16,1,0,20,"750093",4.3799999999999997e+01,2.6599999999999998e+01,1.4799999999999999e+01,5.9999999999999998e-02,6.0999999999999999e-01,1.1299999999999999e+00,,8.3999999999999997e-01,4.4999999999999996e-01,3.2999999999999996e-01,1.1199999999999999e+01,9.9699999999999989e+01,2.7999999999999998e+00,7.8999999999999995e+00,2.0999999999999996e+00,2.7999999999999998e+00,,"02/25/96 00:00:00","OSP"
"ZA",16,2,20,45,"750094",4.4399999999999999e+01,2.8000000000000000e+01,1.3000000000000000e+01,1.7999999999999999e-01,6.5999999999999992e-01,1.1299999999999999e+00,,6.3999999999999990e-01,2.8999999999999998e-01,2.1999999999999997e-01,1.0799999999999999e+01,9.9299999999999997e+01,2.6999999999999997e+00,9.0000000000000000e+00,2.0999999999999996e+00,3.3999999999999999e+00,,"02/25/96 00:00:00","OSP"
"ZA",16,3,45,70,"750095",4.6699999999999996e+01,2.6899999999999999e+01,1.1899999999999999e+01,1.7999999999999999e-01,9.1999999999999993e-01,1.1799999999999999e+00,,5.6999999999999995e-01,2.7999999999999997e-01,1.8999999999999997e-01,1.0699999999999999e+01,9.9500000000000000e+01,2.8999999999999999e+00,1.0399999999999999e+01,2.2999999999999998e+00,3.5000000000000000e+00,,"02/25/96 00:00:00","OSP"
"ZA",16,4,70,80,"750096",4.8099999999999994e+01,2.6399999999999999e+01,1.2699999999999999e+01,2.2999999999999998e-01,1.1899999999999999e+00,8.2999999999999996e-01,,5.3999999999999992e-01,2.1999999999999997e-01,2.0999999999999999e-01,1.1100000000000000e+01,1.0150000000000000e+02,3.0999999999999996e+00,1.0100000000000000e+01,2.3999999999999999e+00,3.1999999999999997e+00,,"02/25/96 00:00:00","OSP"
"ZA",14,3,35,70,"750084",7.0799999999999997e+01,1.4799999999999999e+01,5.5000000000000000e+00,9.9999999999999985e-03,3.8999999999999996e-01,1.3399999999999999e+00,,2.5199999999999996e+00,9.9999999999999992e-02,2.9999999999999999e-01,5.6999999999999993e+00,1.0139999999999999e+02,8.1999999999999993e+00,3.4399999999999999e+01,6.5999999999999996e+00,4.1999999999999993e+00,,"03/26/04 00:00:00","OSP"
"ZA",14,4,70,100,"750085",7.5000000000000000e+01,1.1799999999999999e+01,4.7999999999999998e+00,0.0000000000000000e+00,3.1000000000000000e-01,1.1399999999999999e+00,,3.1199999999999997e+00,3.9999999999999994e-02,2.7999999999999997e-01,5.0999999999999996e+00,1.0150000000000000e+02,1.0799999999999999e+01,4.1799999999999997e+01,8.5999999999999996e+00,3.8999999999999999e+00,,"03/26/04 00:00:00","OSP"
"WS",3,1,0,15,"780090",3.5199999999999996e+01,3.0799999999999997e+01,1.5299999999999999e+01,3.9999999999999994e-02,3.7000000000000000e-01,2.9999999999999999e-02,,2.9899999999999998e+00,7.9999999999999988e-02,5.0999999999999990e-01,1.4600000000000000e+01,9.9899999999999991e+01,1.8999999999999999e+00,6.0999999999999996e+00,1.5000000000000000e+00,3.1999999999999997e+00,,"02/28/96 00:00:00","OSP"
"WS",3,2,15,30,"780091",3.8500000000000000e+01,3.2799999999999997e+01,1.3699999999999999e+01,1.9999999999999997e-02,3.4999999999999998e-01,1.9999999999999997e-02,,2.6399999999999997e+00,6.9999999999999993e-02,4.2999999999999999e-01,1.3899999999999999e+01,1.0250000000000000e+02,2.0000000000000000e+00,7.5000000000000000e+00,1.5999999999999999e+00,3.7999999999999998e+00,,"02/28/96 00:00:00","OSP"
"WS",3,3,30,65,"780092",3.3699999999999996e+01,2.7500000000000000e+01,1.9500000000000000e+01,1.3999999999999999e-01,9.1999999999999993e-01,1.3999999999999999e-01,,3.5999999999999996e+00,2.9999999999999999e-01,8.9999999999999991e-01,1.3500000000000000e+01,1.0019999999999999e+02,2.0999999999999996e+00,4.5999999999999996e+00,1.3999999999999999e+00,2.1999999999999997e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,1,0,15,"750062",6.1500000000000000e+01,1.7399999999999999e+01,9.0000000000000000e+00,3.4999999999999998e-01,4.3999999999999995e-01,5.9999999999999998e-01,,2.0399999999999996e+00,1.0999999999999999e-01,4.5999999999999996e-01,8.6999999999999993e+00,1.0050000000000000e+02,6.0000000000000000e+00,1.8099999999999998e+01,4.5000000000000000e+00,3.0000000000000000e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,2,15,23,"750063",6.6099999999999994e+01,1.5100000000000000e+01,8.1999999999999993e+00,7.9999999999999988e-02,5.3999999999999992e-01,4.6999999999999997e-01,,2.3299999999999996e+00,3.9999999999999994e-02,2.7999999999999997e-01,6.8999999999999995e+00,1.0000000000000000e+02,7.5000000000000000e+00,2.1500000000000000e+01,5.5000000000000000e+00,2.8999999999999999e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,3,23,45,"750064",5.2199999999999996e+01,2.4000000000000000e+01,1.1199999999999999e+01,7.9999999999999988e-02,1.0199999999999998e+00,3.8999999999999996e-01,,1.2300000000000000e+00,1.9999999999999997e-02,1.2999999999999998e-01,1.0299999999999999e+01,1.0059999999999999e+02,3.6999999999999997e+00,1.2399999999999999e+01,2.7999999999999998e+00,3.2999999999999998e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,4,45,60,"750065",5.3899999999999999e+01,2.5099999999999998e+01,1.0100000000000000e+01,8.9999999999999997e-02,1.0699999999999998e+00,4.0999999999999998e-01,,1.2599999999999998e+00,1.9999999999999997e-02,1.2000000000000000e-01,1.0199999999999999e+01,1.0219999999999999e+02,3.6999999999999997e+00,1.4199999999999999e+01,2.8999999999999999e+00,3.8999999999999999e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,5,60,70,"750066",5.0500000000000000e+01,2.8000000000000000e+01,8.7999999999999989e+00,8.9999999999999997e-02,9.6999999999999997e-01,3.8999999999999996e-01,,1.1899999999999999e+00,9.9999999999999985e-03,9.9999999999999992e-02,1.1199999999999999e+01,1.0119999999999999e+02,3.0999999999999996e+00,1.5299999999999999e+01,2.5000000000000000e+00,5.0000000000000000e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,6,70,100,"750067",4.9699999999999996e+01,2.7399999999999999e+01,8.7999999999999989e+00,8.9999999999999997e-02,8.4999999999999998e-01,3.9999999999999997e-01,,1.1799999999999999e+00,9.9999999999999985e-03,9.9999999999999992e-02,1.1199999999999999e+01,9.9699999999999989e+01,3.0999999999999996e+00,1.5100000000000000e+01,2.5999999999999996e+00,4.8999999999999995e+00,,"02/28/96 00:00:00","OSP"
"ZA",11,7,100,110,"750068",4.9000000000000000e+01,2.7500000000000000e+01,8.8999999999999986e+00,4.9999999999999996e-02,6.3999999999999990e-01,4.0999999999999998e-01,,1.1399999999999999e+00,9.9999999999999985e-03,1.2000000000000000e-01,1.1399999999999999e+01,9.9099999999999994e+01,3.0000000000000000e+00,1.4699999999999999e+01,2.5000000000000000e+00,4.8999999999999995e+00,,"02/28/96 00:00:00","OSP"
"IT",14,1,0,5,"800100",4.2799999999999997e+01,2.9099999999999998e+01,1.0399999999999999e+01,0.0000000000000000e+00,7.9999999999999993e-01,1.3999999999999999e+00,9.9999999999999992e-02,1.0999999999999999e+00,9.9999999999999992e-02,3.9999999999999997e-01,1.3500000000000000e+01,9.9699999999999989e+01,2.5000000000000000e+00,1.1000000000000000e+01,2.0000000000000000e+00,4.3999999999999995e+00,,"06/14/96 00:00:00","OSP"
"IT",14,2,5,15,"800101",4.2699999999999996e+01,2.9399999999999999e+01,1.0500000000000000e+01,9.9999999999999992e-02,7.9999999999999993e-01,1.3999999999999999e+00,9.9999999999999992e-02,1.2000000000000000e+00,9.9999999999999992e-02,5.0000000000000000e-01,1.3000000000000000e+01,9.9799999999999997e+01,2.5000000000000000e+00,1.0799999999999999e+01,2.0000000000000000e+00,4.3999999999999995e+00,,"06/14/96 00:00:00","OSP"
"AU",33,5,53,70,"780116",2.6100000000000001e+01,3.3299999999999997e+01,1.9199999999999999e+01,2.9999999999999999e-02,5.0000000000000000e-01,1.7999999999999999e-01,,1.5800000000000001e+00,1.9000000000000000e-01,2.1699999999999999e+00,1.7600000000000001e+01,1.0070000000000000e+02,1.3000000000000000e+00,3.6000000000000001e+00,1.0000000000000000e+00,2.7000000000000002e+00,,"05/02/03 00:00:00","OSP"
"AU",33,6,70,85,"780117",2.4800000000000001e+01,3.3399999999999999e+01,1.9199999999999999e+01,5.0000000000000003e-02,5.2000000000000002e-01,1.7999999999999999e-01,,1.5600000000000001e+00,1.6000000000000000e-01,2.0699999999999998e+00,1.7800000000000001e+01,9.9900000000000006e+01,1.3000000000000000e+00,3.3999999999999999e+00,9.0000000000000002e-01,2.7000000000000002e+00,,"05/02/03 00:00:00","OSP"
"FI",1,12,0,15,"680135",5.1299999999999997e+01,2.1000000000000000e+01,1.0900000000000000e+01,8.0000000000000004e-01,3.5200000000000000e+00,3.7100000000000000e+00,,1.2300000000000000e+00,7.0000000000000007e-02,3.9000000000000001e-01,6.5000000000000000e+00,9.9400000000000006e+01,4.2000000000000002e+00,1.2500000000000000e+01,3.1000000000000001e+00,3.0000000000000000e+00,,"06/18/03 00:00:00","OSP"
"NO",2,3,31,37,"680123",5.2000000000000000e+01,2.2099999999999998e+01,6.0000000000000000e+00,2.9999999999999999e-01,1.3299999999999998e+00,4.2799999999999994e+00,,4.3399999999999999e+00,1.9999999999999997e-02,6.3999999999999990e-01,9.3999999999999986e+00,1.0039999999999999e+02,4.0000000000000000e+00,2.3000000000000000e+01,3.3999999999999999e+00,9.3999999999999986e+00,,"01/28/97 00:00:00","OSP"
"NO",2,4,37,48,"680122",4.5699999999999996e+01,2.1299999999999997e+01,9.2999999999999989e+00,4.1999999999999998e-01,2.3399999999999999e+00,3.3499999999999996e+00,,6.6699999999999999e+00,2.9999999999999999e-02,3.8999999999999996e-01,1.0199999999999999e+01,9.9699999999999989e+01,3.5999999999999996e+00,1.3000000000000000e+01,2.7999999999999998e+00,3.5999999999999996e+00,,"01/28/97 00:00:00","OSP"
"NO",2,5,48,56,"680121",4.6599999999999994e+01,2.0399999999999999e+01,1.0399999999999999e+01,7.8999999999999992e-01,3.4899999999999998e+00,3.6899999999999999e+00,,2.7500000000000000e+00,4.9999999999999996e-02,3.5999999999999999e-01,1.0500000000000000e+01,9.9199999999999989e+01,3.8999999999999999e+00,8.7999999999999989e+00,2.6999999999999997e+00,2.2999999999999998e+00,,"01/28/97 00:00:00","OSP"
"NO",2,6,56,58,"680120",4.5799999999999997e+01,1.9699999999999999e+01,1.4000000000000000e+01,8.0999999999999994e-01,3.7500000000000000e+00,4.2899999999999991e+00,,1.7100000000000000e+00,7.9999999999999988e-02,5.2999999999999992e-01,7.3999999999999995e+00,9.8000000000000000e+01,4.0000000000000000e+00,8.6999999999999993e+00,2.6999999999999997e+00,2.1999999999999997e+00,,"01/28/97 00:00:00","OSP"
"NO",2,7,58,70,,,,,,,,,,,,,,,,,,"Not sampled","01/28/97 00:00:00","OSP"
"AU",31,3,40,50,"780104",6.6000000000000000e+01,2.0000000000000000e+01,1.8999999999999999e+00,4.0000000000000001e-02,2.0000000000000001e-01,1.6000000000000000e-01,,2.6000000000000001e+00,0.0000000000000000e+00,5.0000000000000003e-02,7.2000000000000002e+00,9.8000000000000000e+01,5.5999999999999996e+00,9.3700000000000003e+01,5.2999999999999998e+00,1.6699999999999999e+01,,"05/01/03 00:00:00","OSP"
"AU",31,4,50,55,"780105",6.4400000000000006e+01,2.2800000000000001e+01,2.2999999999999998e+00,2.9999999999999999e-02,1.9000000000000000e-01,1.4000000000000001e-01,,2.5200000000000000e+00,0.0000000000000000e+00,5.0000000000000003e-02,8.0000000000000000e+00,1.0040000000000001e+02,4.7999999999999998e+00,7.3099999999999994e+01,4.5000000000000000e+00,1.5199999999999999e+01,,"05/01/03 00:00:00","OSP"
"AU",31,5,55,70,"780106",5.5100000000000001e+01,2.7000000000000000e+01,6.5000000000000000e+00,4.0000000000000001e-02,2.3000000000000001e-01,1.6000000000000000e-01,,1.8700000000000001e+00,0.0000000000000000e+00,7.0000000000000007e-02,1.0100000000000000e+01,1.0109999999999999e+02,3.5000000000000000e+00,2.2600000000000001e+01,3.0000000000000000e+00,6.5000000000000000e+00,,"05/02/03 00:00:00","OSP"
"AU",31,6,70,90,"780107",4.6600000000000001e+01,2.9600000000000001e+01,7.5000000000000000e+00,4.0000000000000001e-02,2.6000000000000001e-01,1.6000000000000000e-01,,1.3799999999999999e+00,0.0000000000000000e+00,2.9999999999999999e-02,1.1600000000000000e+01,9.7200000000000003e+01,2.7000000000000002e+00,1.6500000000000000e+01,2.2999999999999998e+00,6.2000000000000002e+00,,"05/02/03 00:00:00","OSP"
"AU",31,6,90,110,"780108",4.7200000000000003e+01,3.2000000000000000e+01,7.2999999999999998e+00,1.0000000000000000e-02,2.3000000000000001e-01,1.6000000000000000e-01,,1.2800000000000000e+00,0.0000000000000000e+00,2.9999999999999999e-02,1.2000000000000000e+01,1.0020000000000000e+02,2.5000000000000000e+00,1.7199999999999999e+01,2.2000000000000002e+00,6.9000000000000004e+00,,"05/02/03 00:00:00","OSP"
"AU",31,7,110,125,"780109",4.6200000000000003e+01,3.3000000000000000e+01,7.2999999999999998e+00,2.0000000000000000e-02,2.8999999999999998e-01,1.7000000000000001e-01,,1.1599999999999999e+00,0.0000000000000000e+00,4.0000000000000001e-02,1.2000000000000000e+01,1.0020000000000000e+02,2.3999999999999999e+00,1.6800000000000001e+01,2.1000000000000001e+00,7.0000000000000000e+00,,"05/02/03 00:00:00","OSP"
"AU",31,8,125,150,"780110",4.6299999999999997e+01,3.3700000000000003e+01,6.7999999999999998e+00,2.0000000000000000e-02,3.4999999999999998e-01,2.5000000000000000e-01,,1.0300000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-02,1.2100000000000000e+01,1.0059999999999999e+02,2.2999999999999998e+00,1.8100000000000001e+01,2.1000000000000001e+00,7.7999999999999998e+00,,"05/02/03 00:00:00","OSP"
