ISO,ID,WRB_RG,WRB_Q1,WRB_Q2,WRB_Q3,WRB_Q4,FAO_88,FSUB_88,PHA_88,FAOSTAT_88,FAO_74,PHA_74,FAOSTAT,USGG_99,USSG_99,USTX_92,USMIN_92,STR_92,OTH_92,SMR_92,USGG_75,USSG_75,USTX,USMIN,STR,OTH,SMR,LOCAL,REMARKS,EDITDATE,VER,,,,,
KE,16,,,,,,NTR,,,0,Nh,,0,jcd,rh,,,,,,aub,OX,,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,17,,,,,,CME,vm,,0,Be,,1,,,,,,,,iou,FL06,126,34,IH,,US,,,10/21/99 12:00 AM,,,,,,
KE,18,,,,,,PLE,lu,SO,0,We,SO,1,jah,ty,,,,,,aqt,AB,126,34,IH,,AQ,,,10/21/99 12:00 AM,,,,,,
KE,19,,,,,,PLD,al,SO,0,Ws,,1,jah,ty,,,,,,aqt,AB,134,34,IH,,AQ,,,10/21/99 12:00 AM,,,,,,
KE,20,,,,,,,,,0,Wd,,0,,,,,,,,aqt,,,,,,,,,,,,,,,
KE,21,,,,,,SCN,ty,,0,Zt,,0,,,,,,,,dos,AA,,,,,AR,,,10/21/99 12:00 AM,,,,,,
KE,22,,,,,,SNH,,,0,So,,0,feb,hp,,,,,,drn,AA,,,,,AR,,,10/21/99 12:00 AM,,,,,,
KE,23,,,,,,LVH,,,0,Xl,,0,fef,ty,,,,,,dra,AA,,,,,AR,,,10/21/99 12:00 AM,,,,,,
KE,24,,,,,,RGE,,,0,Re,,0,leb,ty,,,,,,eop,AA,,,IH,,AR,,,10/21/99 12:00 AM,,,,,,
KE,25,,,,,,PLE,,,0,We,,0,jah,ty,,,,,,aqw,AA,,,,,UD,,,10/21/99 12:00 AM,,,,,,
KE,26,,,,,,NTU,,,0,Nh,,0,,,,,,,,uhb,,,28,,,UD,Magombo series,,10/21/99 12:00 AM,,,,,,
KE,27,,,,,,CME,,,0,Be,,0,,,,,,,,ite,AN,,,,,UD,,,10/21/99 12:00 AM,,,,,,
KE,28,,,,,,LXH,,,0,Lc,,0,jch,ul,,,,,,uub,RH,,,,,US,,,10/21/99 12:00 AM,,,,,,
KE,29,,,,,,FRR,,,0,Fr,,0,ece,rh,,,,,,oua,AA,,,IH,,US,,,10/21/99 12:00 AM,,,,,,
KE,30,,,,,,LXH,,,0,Lf,,0,jcf,ox,,,,,,aub,RH,,,IH,,US,,,10/21/99 12:00 AM,,,,,,
KE,31,,,,,,LVH,,,0,Lf,,0,jcd,rh,,,,,,aub,OX,,,,,US,,,10/21/99 12:00 AM,,,,,,
KE,32,,,,,,VRK,,SO,0,Vc,,0,vee,ud,,,,,,vur,UD02,,,,,US,,,10/21/99 12:00 AM,,,,,,
KE,33,,,,,,SNJ,,,0,Ws,,0,jcc,ty,,,,,,aun,AA,,,,,US,,,10/21/99 12:00 AM,,,,,,
KE,34,,,,,,ANU,,,0,Th,,0,dge,au,,,,,,iny,AA,114,34,IM,,UD,,,10/21/99 12:00 AM,,,,,,
KE,35,,,,,,ANH,,,0,To,,0,dfb,ty,,,,,,ine,EN,80,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,36,AN,vi,mo,du,ca,ANz,mo,,1,Tm,,1,dea,mo,,,,,,inv,MO,96,35,IH,,US,,,01/08/04 12:00 AM,OSP,,,,,
KE,37,,,,,,ANM,,,0,Tm,,0,dgc,ty,,,,,,ine,UD02,,,,,UD,,,10/21/99 12:00 AM,,,,,,
KE,38,,,,,,ANU,,,0,Th,,1,dge,ty,,,,,,iny,OX,22,,IM,,UD,,,10/21/99 12:00 AM,,,,,,
KE,39,,,,,,,,,0,Bh,,0,,,,,,,,ity,AA,,,IT,,UD,,,10/21/99 12:00 AM,,,,,,
KE,40,,,,,,FRU,,,0,Fh,,0,eee,hm,,,,,,oha,AA,114,,IT,,UD,,,10/21/99 12:00 AM,,,,,,
KE,41,,,,,,ACH,,PH,0,Ah,,0,hbe,ty,,,,,,uhb,OR02,134,,IT,,UD,,,05/23/00 12:00 AM,,,,,,
KE,42,,,,,,ACH,,,0,,,1,hbf,ty,,,,,,,,115,,IT,,UD,,,03/02/95 12:00 AM,,,,,,
KE,43,,,,,,,,,0,Bg,,0,,,,,,,,ith,0X,134,,IT,,US,,,,,,,,,
KE,44,,,,,,PHL,,,0,Hl,,0,igd,pa,,,,,,mdr,OX,134,,IT,,UD,,,10/21/99 12:00 AM,,,,,,
KE,45,,,,,,FRR,,,0,Fr,,0,ecc,rh,,,,,,ooe,HA02,134,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,46,,,,,,CMO,,PH,0,Fh,,0,,,,,,,,ith,US04,134,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,47,,,,,,LXH,,,0,Ah,,1,jcd,ud,,,,,,,,134,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,48,,,,,,FRH,,,0,Fo,,0,ece,in,,,,,,oua,TR02,,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,49,,,,,,CMG,,,0,Bg,,0,,,,,,,,itu,AQ06,134,,IT,,US,,,10/21/99 12:00 AM,,,,,,
KE,50,,,,,,CMX,,,0,Bc,,0,,,,,,,,itu,AA,114,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,51,,,,,,LXH,,,0,,,1,jcg,kh,,,,,,,,,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,52,,,,,,CMC,,,0,Lk,,0,,,,,,,,aua,AR34,102,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,53,,,,,,LXH,,,0,Lc,,0,jej,ud,,,,,,aur,UD02,114,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,54,,,,,,,,,0,Lc,,0,,,,,,,,aur,UD02,114,,IH,,US,,,,,,,,,
KE,55,,,,,,LVX,,,0,Bc,,0,jch,ty,,,,,,itu,AA,114,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,56,,,,,,CMV,,,0,Vc,,0,,,,,,,,vur,AA,114,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,57,,,,,,,,,0,Lc,MK,0,,,,,,,,aur,AA,114,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,58,,,,,,ALH,,,0,Fr,,0,jcg,ud,,,,,,oua,TR02,102,,IH,,US,,,10/22/99 12:00 AM,,,,,,
KE,59,,,,,,LXH,,,0,Ao,,0,fef,ty,,,,,,dra,AA,96,,IH,,AR,,,10/22/99 12:00 AM,,,,,,
KE,60,,,,,,CMC,,,0,So,,0,f,,,,,,,drn,AA,114,,IH,,AR,,,10/22/99 12:00 AM,,,,,,
KE,61,,,,,,ARL,,,0,Ao,,0,,,,,,,,dra,AA,,,IH,,AR,Chromic Acrisol,,10/22/99 12:00 AM,,,,,,
KE,62,,,,,,FLE,,,0,Jc,,0,lcb,ty,,,,,,evp,AA,62,,IH,,AR,,,10/22/99 12:00 AM,,,,,,
KE,63,,,,,,SCN,,,0,So,,0,f,,,,,,,drn,HA02,,,IH,,AR,,,10/22/99 12:00 AM,,,,,,
KE,64,,,,,,SNK,,,0,Ws,,0,feb,ty,,,,,,drn,AQ06,,,IH,,AR,,,10/22/99 12:00 AM,,,,,,
KE,65,,,,,,PLE,,,0,We,,0,jah,um,,,,,,mwr,,68,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,66,,,,,,VRe,,RU,0,Vp,,0,vee,le,,,,,,vul,AA,114,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,67,,,,,,PHL,,SO,0,Hl,,0,ife,vr,,,,,,mur,VE02,114,,IT,,US,Verti-luvic phaeozem,,10/22/99 12:00 AM,,,,,,
KE,68,,,,,,LVX,,,0,Lp,,0,jcg,ty,,,,,,aul,,114,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,69,,,,,,LPK,,,0,E,LI,0,ifg,li,,,,,,mr,,,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,70,,,,,,VRe,,,0,Vc,,0,vee,ty,,,,,,vur,,134,,IT,,US,,,10/22/99 12:00 AM,,,,,,
KE,71,,,,,,,,,0,Lc,,0,,,,,,,,aur,UD02,114,,IH,,US,,,,,,,,,
LK,1,,,,,,,,,0,Gd,,0,,,,,,,,iqt,VE02,,,IH,,AQ,,,,,,,,,
LK,2,,,,,,,,,0,Lc,,0,,,,,,,,,,114,34,IH,,US,Reddish Brown Earths,,,,,,,,
LK,3,,,,,,,,,0,Gd,,0,,,,,,,,iqt,AE,68,34,IH,,AQ,,,,,,,,,
LK,4,,,,,,,,,0,,,0,,,,,,,,,,114,46,IT,,UD,,,,,,,,,
ML,1,,,,,,,,,0,Af,,0,,,,,,,,uua,OX,114,,IH,,US,Sol ferrugineux *,,,,,,,,
ML,2,,,,,,,,,0,Vc,,0,,,,,,,,vur,EN,114,,TH,,AR,Moursi,,,,,,,,
ML,3,,,,,,,,,0,Xl,,0,,,,,,,,dra,US,68,,HT,,AR,Sols brun-rouges *,,,,,,,,
ML,4,,,,,,,,,0,Xh,,0,,,,,,,,drn,AA,114,,HT,,AR,Sols sodiques,,,,,,,,
ML,5,,,,,,RGC,or,SO,0,Rc,SO,1,ldd,ty,,,,,,evp,AA,106,35,HT,,AR,Lacs desseches *,,07/26/96 12:00 AM,,,,,,
ML,6,,,,,,ARH,fa,YR,0,Qc,,1,lcb,us,,,,,,esp,US04,62,34,HT,,AR,Sols mineraux bruts*,,07/24/96 12:00 AM,,,,,,
ML,7,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
ML,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
MY,1,,,,,,,,,0,Fo,,0,,,,,,,,ooa,AA,114,28,IH,,UD,Prang series,,,,,,,,
MY,2,,,,,,ACF,,,0,Af,,0,,,,,,,,udb,AA,115,28,IH,,UD,Bungor (2),A fine clayey, well drained soil, derived from slightly ì,,,,,
MY,3,,,,,,ACH,hu,,0,Fh,,1,edb,hm,,,,,,ook,HA02,114,40,IH,,PU,Kuantan Series,,01/10/97 12:00 AM,,,,,,
MY,4,,,,,,ACF,,,0,Af,,0,,,,,,,,udb,AA,96,46,IH,,UD,Rengam (2) (now Beserah),,05/31/95 12:00 AM,,,,,,
MY,5,,,,,,,,,0,Fr,,0,,,,,,,,ooa,AA,114,28,IH,,UD,Segamat series,,,,,,,,
MY,6,,,,,,,,,0,Af,,0,,,,,,,,udb,AA,114,46,IH,,UD,Serdang series,,,,,,,,
MY,7,,,,,,,,,0,Fa,,0,,,,,,,,ook,HA02,114,40,IH,,UD,Sungai mas series,,,,,,,,
MY,51,,,,,,,,,0,Ph,,0,,,,,,,,sqt,AA,62,46,HT,,PU,Miri series,,,,,,,,
MY,52,,,,,,,,,0,Ph,,0,,,,,,,,sqt,AA,62,46,HT,,PE,Kilong series,,,,,,,,
MY,53,,,,,,,,,0,Ph,,0,,,,,,,,sqt,AA,62,46,HT,,PE,Pueh series,,,,,,,,
MY,54,,,,,,,,,0,Jd,,0,,,,,,,,est,AA,62,46,HT,,PE,Sematan series,,,,,,,,
MY,55,,,,,,,,,0,J,,0,,,,,,,,est,AA,62,46,HT,,PE,Siru series,,,,,,,,
MY,56,,,,,,,,,0,Fo,,0,,,,,,,,ooa,TR02,114,40,IH,,PE,Tarat series,,,,,,,,
MY,57,,,,,,,,,0,Fx,,0,,,,,,,,ooa,AA,,28,IH,,PE,Gading series,,,,,,,,
MY,58,,,,,,,,,0,Bd,,0,,,,,,,,ity,AA,,28,IH,,PE,Stass series,,,,,,,,
MY,59,,,,,,,,,0,Bg,,0,,,,,,,,ity,AQ06,126,34,IH,,PE,Semongok series,,,,,,,,
MY,60,,,,,,,,,0,Bf,,0,,,,,,,,ity,OX,,,IH,,PE,Kerait series,,,,,,,,
MY,61,,,,,,,,,0,Qc,,0,,,,,,,,est,AQ06,62,34,IH,,PE,Rambungan series,,,,,,,,
MZ,1,,,,,,,,,0,Af,,1,,,,,,,,aub,OX,115,28,TH,,US,,,,,,,,,
MZ,2,,,,,,,,,0,Fr,,0,,,,,,,,oua,TR02,114,28,TH,,US,Chicunja,,,,,,,,
MZ,3,,,,,,,,,0,Nd,,1,,,,,,,,uub,AA,114,28,TH,,US,Chicunja,,,,,,,,
MZ,4,,,,,,,,,0,Af,,1,,,,,,,,aub,OX,115,28,IH,,US,Ithaya Yoquilla,,,,,,,,
MZ,5,,,,,,,,,0,Hl,,1,,,,,,,,mur,UD02,115,28,TH,,US,,,,,,,,,
MZ,6,,,,,,,,,0,Af,,1,,,,,,,,aub,OX,64,28,HT,,US,,,,,,,,,
MZ,7,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
MZ,8,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
MZ,9,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
NA,1,AR,ad,ru,eu,,ARb,eu,,1,Qc,,1,lcb,rh,,,,,,esp,AA,,46,TH,,TO,Tiefgrundiger rotbrauner Halbwüsteboden aus rotbraunen aeolischem Sand (Scholz, 1968),,01/08/04 12:00 AM,OSP,,,,
NA,2,LV,cr,ohh,,,,,,0,Yl,,0,,,,,,,,dra,AA,82,34,TH,,,Red brown soil of dry savanna,Rotbraune Boden der Troekmin Savanne (Scholz, 1968).,,,,,,
NA,3,AR,lvw,ad,ru,eu,ARl,ad,,1,Qc,,1,fgd,ar,,46,IH,,AR,dom,AR,,46,IH,,,Brauner tiefgrundiger, steinfreier Talboden der Kurzgras Savane,,05/17/04 12:00 AM,OSP,,,,
NA,4,PH,ph,,,,PHh,,,1,Hh,,1,ifg,pa,,,,,,mua,PA,96,34,TH,,US,Dunkelbrauner Talboden der Dornbuschsavanne auf kalklosem Substrat (Scholz, 1962),,01/08/04 12:00 AM,OSP,,,,
NA,5,LV,pf,ro,,,LVx,,,1,Lc,,1,jcf,ty,,,,,,aub,AA,80,46,TH,,US,Rotbrauner, kalkfreir, tiefgründiger Boden der Feuchtsavanne (Scholz, 1962),,01/09/04 12:00 AM,OSP,,
NA,6,CM,fv,ca,,,CMc,fl,,1,Bk,,1,kdd,cd,,,,,,iou,CA06,68,35,TH,,US,Dunkelbrauner, tiefgründiger, kalkhaltiger Talboden (Scholz, 1962),,01/09/04 12:00 AM,OSP,,
NA,7,PH,ph,,,,PHh,,,1,Hh,,1,ifg,ty,,,,,,mua,AA,96,34,TH,,US,Dunkelbraune bis schwarzer tiefgründiger Talboden,,01/09/04 12:00 AM,OSP,,,,,
NA,8,LX,pf,ro,,,LXh,,,1,Lf,,1,jcf,ty,,,,,,aub,AA,126,34,TH,,US,Roter tonreicher Reliktboden in Tallager aus Dolomit (Scholz, 1968),,01/09/04 12:00 AM,OSP,,,,
NA,9,VR,pe,,,,VRe,ca,,0,Vp,,1,vee,az,,,,,,vul,EN,126,34,HT,,US,,,07/26/96 12:00 AM,,,,,,
NA,10,AR,eu,,,,,,,0,Qc,,0,,,,,,,,,,,,,,,Kalahari sands,,,,,,,,
NA,11,CL,pt,,,,LPE,pk,,0,Xk,MK,0,,,,,,,,dob,US08,80,5,HT,,AR,Flachgründiger Kalkkrustboden der Kurzgrassavanna,,07/26/96 12:00 AM,,,,,,
NE,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
NE,2,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
NE,3,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
NE,4,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
NG,1,,,,,,,,,0,Lf,,0,,,,,,,,aub,OX,114,28,IH,,,Iwo Series,,,,,,,,
NG,2,,,,,,,,,0,Re,,0,,,,,,,,eou,AQ06,62,34,IH,,,Apumo Series,,,,,,,,
NG,3,,,,,,,,,0,Lf,,0,,,,,,,,aua,OX,50,28,IH,,,Gambari Series,,,,,,,,
NG,4,,,,,,LXH,or,RU,0,Lf,ST,1,jch,kh,,,,,,aua,UL,96,34,IH,,UD,Balogun Series,,02/19/96 12:00 AM,,,,,,
NG,5,,,,,,,,,0,Lc,ST,0,,,,,,,,aub,UD02,114,34,IH,,UD,Araromi Series,,,,,,,,
NG,6,,,,,,,,,0,Ne,,0,,,,,,,,aub,OX,114,28,IH,,UD,Alagba Series,,,,,,,,
NG,7,,,,,,,,,0,Lf,PH,0,,,,,,,,aua,OX,68,34,IH,,UD,Owode Series,,,,,,,,
NG,8,,,,,,,,,0,Ap,,0,,,,,,,,uub,,68,34,IH,,UD,Atan Series,,,,,,,,
NG,9,,,,,,,,,0,Af,MS,0,,,,,,,,aub,RH,54,34,IH,,US,Sepeteri Series,,,,,,,,
NG,11,,,,,,,,,0,Lg,,0,,,,,,,,aqt,VE02,68,34,IH,,US,Lake Kainji Series,,,,,,,,
NG,12,,,,,,,,,0,Ap,,0,,,,,,,,uul,,114,28,IH,,US,Upper series Borgu Game Res.,,,,,,,,
NG,13,,,,,,,,,0,Ap,,0,,,,,,,,uul,OX,68,34,IH,,US,Lower series Borgu Game Res.,,,,,,,,
NG,14,,,,,,,,,0,Lg,,0,,,,,,,,aqt,AE,114,37,IH,,AQ,Adio Series,,,,,,,,
NG,15,,,,,,,,,0,Ag,,0,,,,,,,,,,86,28,IH,,UD,Obigwe Series,,,,,,,,
NG,16,,,,,,,,,0,Ao,,0,,,,,,,,udb,AA,86,28,IH,,UD,Elieta Series,,,,,,,,
NG,17,,,,,,,,,0,Qf,,0,,,,,,,,esu,AA,80,28,IH,,US,Apomu Series,,,,,,,,
NG,18,,,,,,,,,0,Lf,,1,,,,,,,,aua,OX,66,28,IH,,US,Egbeda Series,,,,,,,,
NG,19,,,,,,,,,0,Lf,,1,,,,,,,,adt,OX,66,28,IH,,UD,Alagba Series,,,,,,,,
NG,20,,,,,,,,,0,Lf,,1,,,,,,,,adt,OX,66,28,IH,,UD,Owode Series,,,,,,,,
NG,21,,,,,,,,,0,Lf,,1,,,,,,,,aua,OX,64,,IH,,US,Iwo Series,,,,,,,,
NG,22,,,,,,,,,0,Af,,1,,,,,,,,uua,OX,64,28,IH,,US,Etionni Series,,,,,,,,
NG,23,,,,,,,,,0,Af,,1,,,,,,,,uua,OX,64,28,IH,,US,Erinoke Series,,,,,,,,
NG,24,,,,,,,,,0,Lf,,1,,,,,,,,aua,OX,66,28,IH,,US,Itagunmodi Series,,,,,,,,
NG,25,,,,,,,,,0,Lf,,1,,,,,,,,adt,OX,64,28,IH,,UD,Balogun Series,,,,,,,,
NG,26,,,,,,,,,0,Lf,,1,,,,,,,,adt,OX,66,28,IH,,UD,Fagbo Series,,,,,,,,
NG,27,,,,,,,,,0,Lf,,1,,,,,,,,aur,OX,66,,IH,,US,Shepeteri Series,,,,,,,,
NG,28,,,,,,,,,0,Qf,,1,,,,,,,,esu,AQ06,62,,IH,,US,Oyo Series,,,,,,,,
NG,29,,,,,,,,,0,Qf,,1,,,,,,,,esu,AA,62,,IH,,US,Shante Series,,,,,,,,
NI,1,,,,,,,,,0,Je,,0,,,,,,,,evu,MO,68,,IH,,US,,,,,,,,,
NI,2,,,,,,,,,0,Bv,,0,,,,,,,,itu,VE02,114,,IH,,US,chocolito,,,,,,,,
NI,3,,,,,,,,,0,Lv,,0,,,,,,,,aua,VE02,114,,US,,IH,,,,,,,,,
NI,4,,,,,,,,,0,Lf,,0,,,,,,,,,,68,,US,,IH,San Rafael Rivas series,,,,,,,,
NI,5,,,,,,ANZ,,,0,Tv,,1,dea,mo,,,,,,inv,MO,5,24,IH,,US,,,05/26/94 12:00 AM,,,,,,
NI,6,,,,,,ANM,,,0,Tm,,1,dfb,ty,,,,,,ine,AA,68,24,IH,,US,Series Nindiri,,05/26/94 12:00 AM,,,,,,
NI,7,,,,,,PHH,,DU,0,Hh,MQ,1,ifa,en,,,,,,mud,,106,34,IH,,US,Series Zambrano,,05/26/94 12:00 AM,,,,,,
NI,8,,,,,,LVX,or,,0,Lc,,1,jcg,ty,,,,,,aur,AA,126,34,IH,,US,,,05/26/94 12:00 AM,,,,,,
NI,9,,,,,,VRe,pe,,0,Vp,,1,vee,ty,,,,,,vul,AA,134,38,IH,,US,Series San Nicolas,,05/26/94 12:00 AM,,,,,,
NI,10,,,,,,PHH,,DU,0,Hh,MQ,1,ifa,en,,,,,,mud,,106,24,IH,,US,Series Santo Domingo,,05/26/94 12:00 AM,,,,,,
NI,11,,,,,,PHH,,DU,0,Hh,MQ,1,ifa,en,,,,,,mud,,96,24,IH,,US,,,05/26/94 12:00 AM,,,,,,
NL,1,LV,dy,,,,,,,0,,,0,,,,,,,,ada,MO,88,34,ME,,UD,Rooibrikgrond,,01/09/04 12:00 AM,OSP,,,,,
NL,2,PZ,et,,,,PZb,,,1,Pl,,1,cde,en,,,,,,soa,EN,62,46,ME,,UD,Holtpodzolgrond,,01/12/04 12:00 AM,OSP,,,,,
NL,5,LV,sl,ct,,,LVh,si,,1,Lo,,1,jej,ty,,,,,,ada,AA,106,34,ME,,UD,Brikgrond,,01/12/04 12:00 AM,OSP,,,,,
NL,6,FL,gl,eu,,,FLe,,,1,Je,,1,lae,mo,,,,,,eqv,MO,114,34,ME,,AQ,Komkleigrond, Poldervaaggrond,,01/12/04 12:00 AM,OSP,,,,
NL,7,CM,fv,gl,eu,,CMg,fl,,1,Bg,,1,kfd,fl,,,,,,eod,FL06,88,35,ME,,UD,Stroomruggrond,,01/12/04 12:00 AM,OSP,,,,,
NL,10,FL,gl,hu,eu,,FLe,gl,,1,Je,,1,lae,ty,,,,,,eqv,AA,114,26,ME,nonacid,AQ,Poldervaaggrond,REFERENCE: Soil excursion in the vicinity of Wageningen, soil B-NL10,01/13/04 12:00 AM,OSP,,,,
NL,11,LV,le,vr,,,LVh,,LI,1,Lo,LI,1,,,,,,,,,,,,,,,Bergbrikgrond or kleefaarde,,01/06/03 12:00 AM,OSP,,,,,
NL,12,AT,pa,ar,,,ATf,,,1,Bh,,1,kba,,,,,,,ig,,62,46,ME,,UD,Enkeerdgrond (black),,01/13/04 12:00 AM,,,,,,
NL,14,AR,gl,eu,,,ARg,eu,,1,Qc,,1,lcf,aq,,,,,,esd,AQ06,,34,ME,,UD,Vlakvaaggrond,,01/13/04 12:00 AM,OSP,,,,,
NL,16,PZ,am,,,,PZh,,,1,Po,,1,cde,ty,,,,,,soa,AA,62,46,ME,,UD,Veldpodzolgrond,,01/14/04 12:00 AM,OSP,,,,,
NL,18,PL,gl,lv,ab,au,PLd,al,,1,Wd,,1,jah,ae04,,,,,,aqw,AE10,64,34,ME,,AQ,Beemdbrikgrond,,01/16/04 12:00 AM,OSP,,,,,
NL,19,FL,ca,,,,FLc,,,1,Jc,,1,lde,ty,,,,,,evd,AA,62,27,ME,,UD,Poldervaaggrond,,,,,,,,
NL,20,PZ,et,am,,,PZb,,,1,Pl,,1,cde,en,,,,,,soa,EN,62,46,ME,,UD,Haarpodzolgrond,,01/20/04 12:00 AM,OSP,,,,,
NL,21,AT,pa,sd,,,ATf,,,1,Ph,,1,kba,ty,,,,,,ig,,62,46,ME,,UD,Enkeerdgrond,,01/21/04 12:00 AM,OSP,,,,,
NL,23,AR,dy,sd,,,ARh,dy,,1,Qc,,1,lcf,ty,,,,,,esd,AA,,46,ME,,UD,Duinvaaggrond,WRB: Thaptospodi-Dystric Arenosol,02/02/04 12:00 AM,OSP,,,,,
NL,28,PZ,ha,,,,PZc,,,1,Ph,,1,ccd,ar,,,,,,sha,AR10,62,,ME,,UD,Haarpodzol,,02/23/04 12:00 AM,OSP,,,,,
NL,29,PZ,ha,,,,PZc,,,1,Ph,,1,ccd,ar,,,,,,sha,UL,62,,ME,,UD,Haarpodzol,,02/23/04 12:00 AM,OSP,,,,,
NL,30,CM,fv,gl,sow,ca,CMc,fl,,1,Bk,,1,kfd,ty,,,,,,ioe,AA,88,35,ME,,UD,Ooivaaggrond,,02/24/04 12:00 AM,OSP,,,,,
NL,32,PZ,cb,,,,PZc,,,1,Ph,,1,ccd,ty,,,,,,sha,AA,62,46,ME,,UD,Haarpodzolgrond,,02/25/04 12:00 AM,OSP,,,,,
NL,33,PZ,et,,,,PZb,,,1,Pl,,1,cde,en,,,,,,soa,EN,62,46,ME,,UD,Holtpodzolgrond,,02/25/04 12:00 AM,OSP,,,,,
NL,34,PZ,gl,cb,,,PZg,,,1,Pg,,1,cab,ar,,,,,,sqa,AR,62,46,ME,,UD,Veldpodzolgrond,,02/26/04 12:00 AM,OSP,,,,,
NL,35,RG,ga,,,,ATu,,,1,Qc,,1,,,,,,,,,,,,,,,,,02/27/04 12:00 AM,OSP,,,,,
NL,36,AT,pa,rg,,,ATf,,,1,Qc,,1,kba,ty,,,,,,ig,,62,46,ME,,UD,Enkeerdgrond,,02/27/04 12:00 AM,OSP,,,,,
NO,1,,,,,,,,,0,Rc,,1,,,,,,,,eod,AA,44,34,FR,,,Para rendzina,A black, sandy A horizon overlies a very gravelly sand of marine ì,,,,,,
NO,2,,,,,,,,,0,Po,,1,,,,,,,,sqa,PK,50,34,FR,,,Peaty Podzol,A shallow, very poorly drained profile. A surface horizon of ì,,,,,,
NO,3,CM,fv,dy,,,CMd,fl,,1,Bd,,1,kfe,ty,,,,,,ioy,AA,80,46,FR,,UD,,,03/03/04 12:00 AM,OSP,,,,,
NZ,1,CM,dy,,,,CMd,si,,1,Bd,,1,kfe,ty,,,,,,ioy,AA,106,34,ME,,UD,Moderately leached southern yellow-grey earth, Timaru silt loam,,02/27/04 12:00 AM,OSP,,,,
NZ,2,CM,dyh,,,,CMd,si,,1,Bd,,1,kfe,ty,,,,,,ioy,AA,106,34,ME,,UD,Strongly leached southern yellow-brown earth; Waikiwi silt loam,,03/01/04 12:00 AM,OSP,,,,,
NZ,3,AN,si,dy,,,ANh,,,1,To,,1,dgf,ty,,,,,,iny,AA,10,34,ME,,UD,Moderately leached central yellow-bron soil; Egmont black loam,,03/03/04 12:00 AM,OSP,,,,,
NZ,4,CM,st,dyh,,,CMd,st,,1,Bd,,1,kfe,oy,,,,,,ioy,AQ06,114,34,ME,,UD,Moderately to strongly leached northern yellow-brown earth; Whangaripo clay,,03/02/04 12:00 AM,OSP,,,,,
NZ,5,AN,vi,dye,eun,,ANz,dy,,1,Tv,,1,deb,ty,,,,,,iny,AA,10,34,ME,,UD,Moderately leached yellow-brown pumice soil; Taupo sandy silt,,03/03/04 12:00 AM,OSP,,,,,
OM,1,,,,,,,,,0,Yh,,0,,,,,,,,,,,,,,,,,06/29/94 12:00 AM,,,,,,
OM,2,,,,,,,,,0,Yk,,0,,,,,,,,dok,AA,,,,,AR,,,,,,,,,
OM,3,,,,,,GYK,,PH,1,Yy,PH,1,,,,,,,,dog,AA,80,34,HT,,AR,,,07/24/96 12:00 AM,,,,,,
OM,4,,,,,,,,,0,Yl,,0,,,,,,,,,,,,,,,,,06/29/94 12:00 AM,,,,,,
PE,1,,,,,,PZH,,,0,Po,,1,cde,en,,,,,,sot,EN,62,46,IH,,PU,,,03/23/95 12:00 AM,,,,,,
PE,2,,,,,,CMO,,,0,Bd,,1,ede,ty,,,,,,ity,AA,80,,IH,,PU,,,03/20/95 12:00 AM,,,,,,
PE,3,,,,,,ARH,,,0,Qa,,1,lcc,ty,,,,,,esz,AA,,46,IH,,PU,,,03/20/95 12:00 AM,,,,,,
PE,4,,,,,,PZH,,,0,Pp,,0,,,,,,,,sop,,,,IH,,PU,,,12/04/94 12:00 AM,,,,,,
PE,5,,,,,,FLE,,,0,Je,,0,,,,,,,,evt,AA,80,34,IH,,PU,Restinga alta.,,03/20/95 12:00 AM,,,,,,
PE,6,,,,,,ALH,au,,0,Ao,,1,hce,ty,,,,,,udb,AA,96,46,IH,,UD,Suelo Yurimaguas,,08/08/95 12:00 AM,,,,,,
