ISO,ID,WRB_RG,WRB_Q1,WRB_Q2,WRB_Q3,WRB_Q4,FAO_88,FSUB_88,PHA_88,FAOSTAT_88,FAO_74,PHA_74,FAOSTAT,USGG_99,USSG_99,USTX_92,USMIN_92,STR_92,OTH_92,SMR_92,USGG_75,USSG_75,USTX,USMIN,STR,OTH,SMR,LOCAL,REMARKS,EDITDATE,VER,,,,,
CN,21,AC,pf,au,dyh,cr,ACH,au,,1,Ao,,1,hdb,ud,,,,,,uub,OX,114,28,TH,,US,Haplic red soil;Hapli-Udic Ferrosol,FAO (1988): Alumi-Haplic Acrisol (Pachic and Chromic). Silt/clay ratio too high for a ferralic B horizon. ST (1992): < 10% weatherable minerals in the 20-200 micron fraction is assumed based on the lack of bases on the exchange complex and the,02/15/96 12:00 AM,,,,,,
CN,22,AL,gln,pf,dyh,cr,ALF,au,,0,Af,,1,hdd,ty,,,,,,uub,AA,114,34,TH,,US,Ferri-Udic Cambosol,FAO (1988): Alumi-Ferric Alisol (Pachic and Chromic),10/07/94 12:00 AM,,,,,,
CN,23,CM,dyh,,,,CMD,au,,0,Bd,,1,,,,,,,,iou,DY02,96,34,TH,,US,Ali-Udic Cambosol,FAO (1988): Alumi-Dystric Cambisol (Xanthic),10/07/94 12:00 AM,,,,,,
CN,24,AT,hg,gl,lv,,ALF,or,AN,0,Af,PH,1,jej,aw,,,,,,ada,AA,126,34,TH,,UD,Hydragric paddy soil; Gleyi-Stagnic Anthrosol,,09/29/94 12:00 AM,,,,,,
CN,25,LX,pf,ro,,,ACH,ni,,0,Af,,1,hce,ty,,,,,,uda,AA,114,34,TH,,UD,Haplic red soil; Argi-Udic Ferrosol,FAO (1988): Niti-Haplic Acrisol (Pachic and Chromic),10/07/94 12:00 AM,,,,,,
CN,26,CM,len,fl,dyh,,CMD,hu,,0,Bd,,1,,,,,,,,ioy,UM02,80,34,ME,,UD,Para-yellow soil; Acidi-Udic Cambosol,FAO (1988): Humi-dystric Cambisol (Alumic),10/07/94 12:00 AM,,,,,,
CN,27,CM,lep,fl,dyh,,CMD,au,LI,0,Bd,LI,1,,,,,,,,ioy,UM02,126,34,TH,,UD,Haplic para-yellow soil; Acidi-Udic Cambosol,FAO (1988): Alumi-Dystric Cambisol (Xanthic), lithic phase,10/07/94 12:00 AM,,,,,
CN,28,AC,dyh,cr,,,ALH,au,,0,Af,,1,hcg,ty,,,,,,uda,AA,114,28,ME,,UD,Argillic red soil; Argi-Udic Ferrosol,FAO (1988): Alumi-Haplic Alisol ((Chromic),10/07/94 12:00 AM,,,,,,
CN,29,AC,dyh,cr,,,CMO,au,,0,Bf,,1,,,,,,,,ioy,AA,126,34,TH,,UD,Haplic para-red soil; Acidi-Udic Cambosol,FAO (1988): Alumi-Ferralic Cambisol (Chromic),10/07/94 12:00 AM,,,,,,
CN,30,FR,dyh,,,,CMO,au,,0,Bf,,1,,,,,,,,ioy,AA,126,34,TH,,UD,Yellowic para-red soil; Hiweatheri-Udic Ferrosol,FAO (1988): Alumi-Ferralic Cambisol (Chromic),10/07/94 12:00 AM,,,,,,
CN,31,NT,eu,,,,NTH,eu,,0,Lc,,1,jej,ty,,,,,,ada,MO,126,34,TH,,UD,Luvic brown limestone soil; Ferri-Udic Argosol,FAO (1988): Eutri-Haplic Nitisol (Chromic),10/10/94 12:00 AM,,,,,,
CN,32,FR,dyh,,,,CMO,au,,0,Fo,,1,eee,ty,,,,,,ooa,TR02,114,28,TH,,UD,Haplic latored soil; Hapli-Udic Ferralosol,FAO (1988): Alumi-Ferralic Cambisol (Chromic),10/10/94 12:00 AM,,,,,,
CN,33,FL,gl,dy,eu,,FLT,pr,AN,0,Jt,,1,laa,ty,,,,,,eqi,AA,96,34,TH,,AQ,Acid-sulphatic paddy soil; Aqui-Alluvic Primosol,,09/29/94 12:00 AM,,,,,,
CN,34,CM,ca,cr,,,CMX,si,,0,Bc,,1,,,,,,,,iou,AA,106,34,ME,,US,Haplic cinnamon soil; Hapli-Ustic Cambosol,FAO (1988): Silti-Chromic Cambisol (Eutric),10/10/94 12:00 AM,,,,,,
CN,35,PH,ph,sl,,,PHH,si,PH,0,Hh,PH,1,igf,cu,,,,,,mda,CU,126,34,ME,,UD,Haplic thermo-black soil; Hapli-Udic Isohumosol,USDA/SCS (1975, 1992): soil moisture regime is considered to be ì,,,,,,
CN,36,LV,cr,ct,ha,,LVX,si,,0,Lc,,1,jch,ud,,,,,,aua,UD02,106,34,ME,,US,Argillic brown soil; Hapli-Ustic Argosol,,09/29/94 12:00 AM,,,,,,
CN,37,LV,ab,ct,,,LVA,hg,,0,La,,1,,,,,,,,abg,AA,126,34,FR,,US,Haplic dark brown soil; Albi-Boric Argosol,FAO (1988): Hypoglossi-Albic Luvisol (Siltic) / USDA/SCS (1992): ì,,,,,,,
CN,38,SN,st,hu,,,SNJ,si,,0,So,,1,,,,,,,,abn,,126,37,FR,,US,Haplic solonetz; Hapli-Alkalic Halosol,,09/29/94 12:00 AM,,,,,,
CN,39,CH,sl,,,,CHH,,,0,Ch,,1,,,,,,,,mba,CU,126,37,FR,,US,Haplic chernozem; Pachi-Ustic Isohumosol,,09/29/94 12:00 AM,,,,,,
CN,40,PH,lv,ab,gz,sl,GRH,si,,0,Mo,,1,,,,,,,,mbr,BO,126,34,FR,,US,Luvic chernozem; Hapli-Ustic Isohumosol,FAO (1988): Silti-Haplic Greyzem (Chromic). If not Haplic Greyzem ì,,,,,,,
CN,41,PH,ph,sl,vm,,PHH,fl,,0,Hh,,1,,,,,,,,mba,PA02,126,37,FR,,US,Luvic chernozem; Pachi-Ustic Isohumosol,FAO (1988): Fluvi-Haplic Phaeozem (Siltic).,10/11/94 12:00 AM,,,,,,
CN,42,AN,vi,sow,sk,,LPD,ea,SK,0,Re,PE,1,,,,,,,,eou,AA,9,34,FR,,US,Cinderic andisol; Usti-Vitric Andosol,FAO (1988): gravel content, although not measured, is assumed to ì,,,,,
CN,43,LX,pf,cr,,,ACH,pa,,0,Af,,1,hcc,ty,,,,,,uda,AA,114,34,ME,,UD,Argillic red soil;,FAO (1988): Pachi-Haolic Acrisol (Chromic). It is assumed that ì,,,,,,,
CN,44,CM,flh,cr,dyh,,CMO,au,,0,Bf,,1,,,,,,,,ioy,FL12,126,28,HT,,UD,Haplic latosol; Hapli-Udic Ferrosol,FAO (1988): Alumi-Ferralic Cambisol (Chromic).,10/11/94 12:00 AM,,,,,,
CN,45,CM,len,fl,sk,ro,CMO,rp,RU,0,Bf,ST,1,,,,,,,,ioe,AA,56,28,HT,,US,Haplic dry red soil; Hapli-Ustic Ferrosol,FAO (1988): Rupti-Ferralic Cambisol (Rhodic), rudic phase. The Ap ì,,,,,,
CN,46,LV,st,sow,cr,ct,LVJ,ch,,0,Lc,,1,jch,aq,,,,,,aua,AQ06,126,37,TH,,US,Haplic red cinnamon soil; Ferri-Ustic Argosol,,09/29/94 12:00 AM,,,,,,
CN,47,LV,ct,dy,,,ACH,au,,0,Af,,1,hcg,ty,,,,,,uda,AA,114,34,ME,,PU,Argillic yellow soil; Hapli-Perudic Argosol,,09/29/94 12:00 AM,,,,,,
CN,48,FR,dyh,,,,CMO,au,,0,Bf,,1,,,,,,,,ioy,FL06,134,34,ME,,PU,Haplic yellow soil; Hapli-Perudic Ferrosol,FAO (1988): Alumi-Ferralic Cambisol (Chromic). The Bw2 horizon ì,,,,,,,
CN,49,PH,lv,cr,,,PHL,ch,RU,0,Hl,ST,1,igd,ty,,,,,,mdr,AA,134,34,ME,,PU,Haplic brown limestone soil; Isohumisol,,09/29/94 12:00 AM,,,,,,
CN,50,CM,lep,ca,cr,,CMC,si,LI,0,Bk,LI,1,,,,,,,,ioe,LI02,106,34,TH,,UD,Calcic purple soil; Purpli-Udic Cambosol,FAO (1988): Silti-Calcaric Cambisol (Chromic), lithic phase.,10/11/94 12:00 AM,,,,,
CN,51,CM,ca,cr,,,CMC,si,IN,0,Bk,,1,,,,,,,,ioe,AA,106,34,TH,,UD,Calcic purple soil; Hapli-Udic Cambosol,FAO (1988): Silti-Calcaric Cambisol (Chromic), inundic phase.,10/11/94 12:00 AM,,,,,
CO,1,,,,,,NTU,,,0,Ah,,1,hbe,us,,,,,,uhb,US04,115,28,IH,,US,,Very deep, well drained, brown friable clay, with clear signs of ì,,,,
CO,2,,,,,,CMO,,,0,Fo,,1,,,,,,,,ity,US12,114,28,IH,,US,,'USDA''92 : assuming a bulkdensity over horizon 1-4', higher than ì,,,,,,
CO,3,,,,,,ACP,,,0,Ap,,1,hda,,,,,,,uul,OX,80,28,IH,,US,,Deep, moderately well drained, strongly mottled yellowish red, ì,,,,
CO,4,,,,,,RGD,,,0,Bd,,1,,,,,,,,ity,AA,96,28,IH,,PU,,'USDA''92: assuming a bulkdensity over the top 100 cm of 162 g/cc ì',,,,,,,
CO,5,,,,,,ALP,,,0,Ap,,1,hca,,,,,,,udl,AA,96,28,IH,,PU,,Deep, moderately well drained, strong brown, friable clay, with ì,,,
CO,6,,,,,,ALH,,,0,Nd,,1,hcg,ty,,,,,,,,114,,IH,,PU,,Very deep, well drained, brownish yellow to yellowish red clay; ì,,,,,
CO,7,,,,,,ACP,,,0,Ap,,1,hca,,,,,,,,,,,IH,,UD,,Deep, moderately well drained, firm, brown, mottled clay with ì,,,
CO,8,,,,,,ACH,,,0,Af,,1,hbd,us,,,,,,udb,AA,114,28,IH,,UD,,Very deep, well drained, reddish brown to yellowish red, friable ì,,,,
CO,9,,,,,,ACU,,,0,Ah,,1,,,,,,,,uht,HU06,115,,IH,,UD,,Very deep, well drained, brown clay loam to strong brown friable ì,,,,,
CO,10,,,,,,ARH,,,0,Qb,,1,lcc,ty,,,,,,esz,AA,62,,IH,,UD,,Shallow to moderately deep, somewhat excessively drained, dark ì,,,,,
CO,11,,,,,,ANU,,,0,Th,,1,deb,hm,,,,,,iny,HY,26,,IM,,UD,,Very deep, well drained, very dark loam. A very thick, black, ì,,,
CO,12,,,,,,ANZ,,,0,Th,,1,deb,hm,,,,,,,,,,IM,,UD,,Very deep, well drained, very dark grey to black sandy loam. ì,,,,,
CO,13,,,,,,ANU,pl,,0,Th,,1,dga,ty,,,,,,,,,,IM,,UD,,Moderately deep, moderately well drained, very dark grey loam; A ì,,,,,
CO,14,,,,,,ANU,,,0,Th,,1,dgf,vi,,,,,,,,,,CR,,UD,,Very deep, well drained, dark brown to grey loam. A thick ì,,,,,
CO,15,,,,,,ACF,,,0,Af,,1,hcg,ty,,,,,,,,114,28,IH,,UD,,Deep, moderately well drained, (yellowish) red clay loam ì,,,,,
CO,16,,,,,,CMO,,,0,Bf,,1,,,,,,,,ity,US12,68,28,IH,,UD,,Deep, well drained, yellowish red loam to clay loam. The soil has ì,,,,,
CO,17,,,,,,FLE,,,0,Je,,1,lae,ae,,,,,,eqv,TR04,80,34,IH,,UD,,Very deep, moderately well drained, brown, fine loamy soil with ì,,,,
CO,18,,,,,,RGD,,,0,Fx,,1,ece,in,,,,,,ooa,AA,68,28,HT,,UD,,Very deep, well drained, soil; a brown topsoil of sandy loam ì,,,,,
CR,1,,,,,,,,,0,Be,,1,,,,,,,,ite,AN,68,24,IT,,UD,Serie Instituto,,,,,,,,
CR,2,,,,,,,,,0,Be,,1,,,,,,,,ite,AN,68,34,IH,,UD,Serie Instituto,,,,,,,,
CR,3,,,,,,,,,0,Bg,,1,,,,,,,,itu,AQ06,124,28,IH,,US,,,,,,,,,
CR,4,,,,,,,,,0,Th,,0,,,,,,,,iny,OX,114,34,IT,,UD,Serie Birrisito,,,,,,,,
CR,5,,,,,,,,,0,Gd,,1,,,,,,,,iqt,AE,106,34,IH,,AQ,,,,,,,,,
CR,6,,,,,,,,,0,T,,0,,,,,,,,iny,AA,84,,IH,,PU,Suelo Los Diamantes,,,,,,,,
CR,7,,,,,,,,,0,T,,0,,,,,,,,iny,AA,84,,IH,,PU,Suelo Los Diamantes,,,,,,,,
CR,8,,,,,,,,,0,,,0,,,,,,,,ooa,AA,114,28,IH,,PU,Suelo Neguev,,,,,,,,
CR,9,,,,,,,,,0,,,0,,,,,,,,ooa,TR02,114,18,IH,,PU,Suelo Neguev,,,,,,,,
CR,10,,,,,,,,,0,Q,,0,,,,,,,,est,AQ06,62,-1,IH,,UD,,,,,,,,,
CR,11,,,,,,,,,0,,,0,,,,,,,,iny,EN,72,,IH,,PU,Suelo Montelimar,,,,,,,,
CR,12,,,,,,,,,0,Th,,1,,,,,,,,inw,AA,68,,IT,,PU,,,,,,,,,
CU,1,,,,,,GLE,fl,,0,Ge,,1,vag,us,,,,,,iqt,AA,114,37,IH,,AQ,Gley Ferralitico,,06/11/94 12:00 AM,,,,,,
CU,2,,,,,,CME,or,,0,Be,,1,,,,,,,,itu,AA,114,34,IH,,US,Ferralitico cuarcitico,,06/11/94 12:00 AM,,,,,,
CU,3,,,,,,CMO,ch,,0,Bf,,1,,,,,,,,itu,OX,114,28,IT,,US,Ferralitico amarillento,,06/11/94 12:00 AM,,,,,,
CU,4,,,,,,GLE,ve,,0,Ge,,1,,,,,,,,iqt,AA,114,37,IT,,AQ,Gley ferralitico,,06/11/94 12:00 AM,,,,,,
CU,5,,,,,,FRR,eu,,0,Fr,,1,ecc,rh,,,,,,oue,TR02,114,28,IH,,US,Ferralitico rojo típico,,06/11/94 12:00 AM,,,,,,
CU,6,,,,,,VR,ca,,0,Vc,,1,vee,le,,,,,,vur,AA,134,37,IH,,US,Pardo con carbonato plast.,,06/11/94 12:00 AM,,,,,,
CU,7,,,,,,FRH,eu,,0,Fo,,1,ecc,ty,,,,,,oue,TR02,114,28,IH,,US,Ferralitico rojo tipico,,06/11/94 12:00 AM,,,,,,
CU,8,,,,,,CMC,or,,0,Be,,1,,,,,,,,itu,AA,124,38,IH,,US,Fersialitico pardo rojizo,,06/11/94 12:00 AM,,,,,,
CU,9,,,,,,VR,pe,,0,Vp,,1,vee,ud,,,,,,vul,UD02,126,37,IH,,US,Pardo sin carbonato plast.,,06/11/94 12:00 AM,,,,,,
CU,10,,,,,,PHC,,,0,E,,1,ifg,en,,,,,,mua,EN,122,38,IH,,US,Humico carbonatico,,06/11/94 12:00 AM,,,,,,
CU,11,,,,,,CME,or,,0,Be,,1,,,,,,,,itu,AA,,37,IH,,US,Pardo sin carbonato,,06/11/94 12:00 AM,,,,,,
CU,12,,,,,,CMO,,,0,Bf,,1,,,,,,,,ity,OX,114,34,IH,,UD,Ferralitico rojo amarillo lix.,,06/11/94 12:00 AM,,,,,,
CU,13,,,,,,GLE,ve,,0,Ge,,1,kah,us,,,,,,mqa,AA,114,37,IH,,US,Gley humico,,06/11/94 12:00 AM,,,,,,
CU,14,,,,,,CMC,or,,0,Bk,,1,,,,,,,,ite,AA,,38,IH,,US,Pardo con carbonato,,06/11/94 12:00 AM,,,,,,
CU,15,,,,,,SCK,so,,0,Zo,SO,1,kac,ae,,,,,,iqx,AE,114,38,IH,,US,Solonchak tipico,,06/11/94 12:00 AM,,,,,,
CU,16,,,,,,KSK,or,,0,Hc,,1,ifc,ty,,,,,,muk,AA,114,35,IH,,US,Pardo con carbonato secundario,,06/11/94 12:00 AM,,,,,,
CU,17,,,,,,CMC,or,,0,Bk,,1,,,,,,,,ite,AA,114,38,IH,,US,Pardo con carbonato tipico,,06/11/94 12:00 AM,,,,,,
CU,18,,,,,,PHH,ve,,0,Hh,,1,,,,,,,,mua,VE02,126,37,IH,,US,Aluvial diferenciado,,06/11/94 12:00 AM,,,,,,
CU,19,,,,,,VRK,or,,0,Vc,,1,ved,ty,,,,,,vur,AA,114,37,IH,,US,Oscuro plastico gleysoso,,06/11/94 12:00 AM,,,,,,
CU,20,,,,,,VRK,pe,SO,0,Vp,SO,1,ved,ty,,,,,,vul,AA,126,37,IH,,US,Oscuro plastico gleysoso negro,,10/11/95 12:00 AM,,,,,,
CU,21,,,,,,VRe,or,SO,0,Vc,SO,1,vee,so,,,,,,vur,AA,114,37,IH,,US,Oscuro plastico gleysoso gris,,06/11/94 12:00 AM,,,,,,
CU,22,,,,,,FRG,fe,,0,Fa,,1,eeb,ai,,,,,,ook,PL04,114,18,IH,,UD,Ferritico purpura,,06/11/94 12:00 AM,,,,,,
DE,1,LV,ct,ha,,,LVh,,,1,Lo,,1,,,,,,,,ada,MO,106,34,ME,,UD,Parabraunerde,,07/02/03 12:00 AM,OSP,,,,,
DE,2,,,,,,,,,0,Ag,,0,,,,,,,,uqo,,,,,,,Primaerer Pseudogley,,,,,,,,
DE,3,,,,,,,,,0,Lg,,0,,,,,,,,ada,,,,,,AQ,Parabraunerde-Pseudogley,,,,,,,,
DE,4,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Gley-Podsol,,,,,,,,
DE,5,,,,,,,,,0,G,,0,,,,,,,,mq,,,,,,,Nassgley,,,,,,,,
DE,6,,,,,,,,,0,Ge,,0,,,,,,,,iqa,AA,68,34,ME,,,Typischer Gley,,,,,,,,
DE,7,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Parabraunerde,,,,,,,,
DE,8,,,,,,,,,0,Hc,,1,,,,,,,,mda,AQ06,68,35,ME,,UD,Schwarzerdeaehnlicher Boden,,,,,,,,
DE,9,,,,,,,,,0,,,0,,,,,,,,,,,,,,,Rosterde,,,,,,,,
DE,10,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
DE,11,,,,,,CM,,,0,Bd,,1,,,,,,,,ioy,AA,96,,,,,Braunerde geringem Basengehalt,,08/25/94 12:00 AM,,,,,,
DE,12,,,,,,,,,0,,,0,,,,,,,,ada,MO,,,,,,Parabraunerde,,,,,,,,
DE,13,,,,,,,,,0,Ch,,0,,,,,,,,mda,AA,,,,,,Schwarzerde,,,,,,,,
DE,14,,,,,,,,,0,Cl,,0,,,,,,,,mdr,AA,106,34,ME,,,Parabraunerde-Tschernosem,,,,,,,,
DE,15,,,,,,,,,0,Hl,,0,,,,,,,,mdr,AA,,,,,,Acker-Chernozem-Parabraunerde,,,,,,,,
DE,16,,,,,,LVh,,,1,Lo,,0,,,,,,,,ada,AA,,,,,,Acker-Parabraunerde,,07/04/03 12:00 AM,,,,,,
DE,17,,,,,,CHh,vt,,1,Ch,,0,,,,,,,,mdv,EN,,,,,,,,07/04/03 12:00 AM,OSP,,,,,
DE,19,AB,,,,,PDg,,,1,Dg,,1,,,,,,,,,,,,,,,Haftnässepseudogley,,07/04/03 12:00 AM,OSP,,,,,
DK,1,UM,ar,hu,,,ARb,hu,,1,Qc,,1,,,,,,,,ima,PS02,,34,ME,acid,UD,,,06/17/03 12:00 AM,OSP,,,,,
DK,2,PZ,fg,ha,,,PZh,fr,,1,Po,X,1,,,,,,,,sha,AA,62,46,ME,,UD,,,06/17/03 12:00 AM,OSP,,,,,
DK,3,PZ,ha,,,,PZh,,,1,Po,,1,,,,,,,,soa,AA,62,46,ME,non-cemented,UD,,,06/17/03 12:00 AM,OSP,,,,,
EC,1,,,,,,,,,0,Tm,,0,,,,,,,,ind,AA,,,IT,,UD,Suelo negro andino,,,,,,,,
EC,2,,,,,,,,,0,Bh,,0,,,,,,,,ith,AN,96,34,IM,,UD,Suelo negro andino,,,,,,,,
EC,3,,,,,,,,,0,Th,,0,,,,,,,,iny,AN,68,34,IM,,UD,Suelo Negro Andino,,,,,,,,
EC,4,,,,,,,,,0,Ah,,0,,,,,,,,uht,OR02,114,,IH,,US,,,,,,,,,
EC,5,,,,,,,,,0,Lv,,0,,,,,,,,aur,UD02,114,,IH,,US,,,,,,,,,
EC,6,,,,,,,,,0,Nd,,0,,,,,,,,udb,AA,114,,IH,,PU,Suelo Rojo,,,,,,,,
EC,7,,,,,,,,,0,Af,,0,,,,,,,,uqt,AA,114,,IH,,PU,Suelo aluvial,,,,,,,,
EC,8,,,,,,,,,0,Bh,,0,,,,,,,,ith,AN,84,34,IH,,PU,Suelo Negro Andino,,,,,,,,
EC,9,,,,,,,,,0,To,,0,,,,,,,,iny,EN,10,,IH,,UD,Suelo Mojado,,,,,,,,
EC,10,,,,,,,,,0,Kl,,0,,,,,,,,mdr,AA,96,34,IH,,US,,,,,,,,,
EC,11,,,,,,,,,0,Cl,,0,,,,,,,,mub,PA,14,34,IH,,US,Suelos de chocolate,,,,,,,,
EC,12,,,,,,,,,0,To,DU,0,,,,,,,,ind,EN,86,,IM,,US,Cangahua,,,,,,,,
EC,13,,,,,,,,,0,Tv,,0,,,,,,,,esu,AA,8,34,IT,,US,Suelo Arenoso,,,,,,,,
EC,14,,,,,,,,,0,Vc,,1,,,,,,,,vur,EN,114,,IH,,US,Suelos pesados *,,,,,,,,
EC,15,,,,,,,,,0,Bk,,0,,,,,,,,itu,AA,102,,IH,,US,Suelos de cafetal,,,,,,,,
EC,16,,,,,,,,,0,Jc,,0,,,,,,,,evu,MO,102,,IH,,US,Suelos de banco,,,,,,,,
EC,17,,,,,,,,,0,Gc,,0,,,,,,,,,VE02,114,,IH,,AQ,Suelo de Arrozal,,,,,,,,
EC,18,,,,,,,,,0,Tm,,0,,,,,,,,ine,AA,65,,IM,,US,Suelo negro andino,,,,,,,,
EC,19,,,,,,,,,0,To,,0,,,,,,,,inv,AA,70,,IM,,US,Suelo de duna,,,,,,,,
EC,20,,,,,,,,,0,Tv,,0,,,,,,,,inv,AA,46,,IM,,UD,Suelos cascajozos,,,,,,,,
ES,1,,,,,,LVX,,,0,Lc,,0,ld,ty,,,,,,axa,AA,68,34,TH,,XE,Tierra parda illimerizada,,03/29/95 12:00 AM,,,,,,
ES,2,,,,,,LVX,st,IN,0,Lc,,0,jdf,ty,,,,,,axb,AA,86,34,TH,,XE,Ranja,,03/29/95 12:00 AM,,,,,,
ES,3,,,,,,VRK,st,IN,0,Vc,,0,vcc,ch,,,,,,vxr,AA,114,37,TH,,XE,Vertisuelo topomorfo,,03/13/95 12:00 AM,,,,,,
ES,4,,,,,,LVV,or,,0,Lv,,1,jdg,vr,,,,,,axa,VE02,126,37,TH,,XE,,,10/04/96 12:00 AM,,,,,,
ES,5,,,,,,CLP,,,0,E,MK,0,,,,,,,,iox,PE04,116,38,TH,,XE,,,03/13/95 12:00 AM,,,,,,
ES,6,,,,,,LPE,cc,,0,Be,LI,0,,,,,,,,eox,LI02,68,34,TH,,XE,xeroranker,,05/02/95 12:00 AM,,,,,,
ES,7,,,,,,ARB,,,0,Bk,,0,,,,,,,,iox,RU09,50,34,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,8,,,,,,LVX,,,0,Lc,,0,jde,ty,,,,,,axa,,68,26,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,9,,,,,,CMX,,,0,Be,,0,,,,,,,,,,50,34,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,10,,,,,,,,,0,Ap,,0,,,,,,,,uxb,PL04,64,,TH,,XE,,,,,,,,,
ES,11,,,,,,CLP,,,0,Bk,,0,,,,,,,,iox,CA,114,4,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,12,,,,,,VRe,mo,,0,Vc,,0,vc,ty,,,,,,vxr,AA,114,38,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,13,,,,,,CLP,,,0,Bk,,0,,,,,,,,iox,CA,68,34,TH,,XE,suelo pardo,,05/02/95 12:00 AM,,,,,,
ES,14,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
ES,15,,,,,,LVV,,,0,Lc,,0,jdg,vr,,,,,,axa,,54,34,TH,,XE,,,05/02/95 12:00 AM,,,,,,
ES,16,,,,,,,,,0,E,,0,,,,,,,,mxa,CU,68,35,TH,,XE,,,,,,,,,
ES,17,,,,,,,,,0,Lc,,0,,,,,,,,axa,AA,68,34,TH,,XE,,,,,,,,,
ES,18,,,,,,,,,0,Vc,,0,,,,,,,,vxr,AA,114,37,TH,,XE,,,,,,,,,
ES,19,,,,,,,,,0,Bk,,1,,,,,,,,iox,CA10,80,34,ME,,XE,,,,,,,,,
ES,20,,,,,,CLP,or,,0,Bk,MK,1,,,,,,,,iox,CA10,96,5,ME,,XE,,,08/22/96 12:00 AM,,,,,,
FI,1,GL,so,ha,,,GLe,so,,1,Ge,,1,,,,,,,,eqv,MO,126,34,FR,,AQ,Heavy clay soil,,06/18/03 12:00 AM,OSP,,,,,
FI,2,PZ,et,ha,,,PZb,,,1,Pl,,1,,,,,,,,soa,EN,62,34,FR,,UD,Podzolized soil,,06/18/03 12:00 AM,OSP,,,,,
FI,3,CM,gl,so,sl,,CMg,si,,1,Bg,,1,,,,,,,,ioe,DY02,106,34,FR,,UD,Cultivated soil,,06/18/03 12:00 AM,OSP,,,,,
FI,4,PZ,ha,,,,PZh,,,1,Po,,1,,,,,,,,soc,AA,62,34,FR,non-cemented,UD,Iron Podzol,,06/18/03 12:00 AM,OSP,,,,,
FI,5,FL,tio,,,,FLt,,SA,1,Jt,Z,1,,,,,,,,eqv,SU,106,34,FR,,AQ,Recently reclaimed soil in silty marine deposits,,06/18/03 12:00 AM,OSP,,,,,
FI,6,,,,,,GLD,si,,0,Gd,,1,lag,,,,,,,eqa,MO,106,34,FR,,AQ,,,11/20/96 12:00 AM,,,,,,
FR,2,,,,,,,,,0,,,0,,,,,,,,ioc,AA,,,,,,Sol ocre podzolique,,,,,,,,
FR,3,,,,,,,,,0,Bd,,0,,,,,,,,ioy,UM02,,,,,,Sol Brun acide,,,,,,,,
FR,4,,,,,,,,,0,,,0,,,,,,,,vdl,EN,,,,,,Sol brun vertique,,,,,,,,
FR,5,,,,,,,,,0,Ao,,0,,,,,,,,ada,UL,,,,,,Sol lessivé,,,,,,,,
FR,6,,,,,,,,,0,Lo,,0,,,,,,,,ada,AA,,,,,,Sol brun calcique,,,,,,,,
FR,7,,,,,,,,,0,,,0,,,,,,,,aqo,GL04,,,,,,Sol lessivé à pseudogley,,,,,,,,
FR,8,,,,,,,,,0,Lk,,0,,,,,,,,ada,AA,,,,,,Sol brun lessivé,,,,,,,,
FR,9,,,,,,,,,0,Wd,,0,,,,,,,,uqw,AA,,,,,,Sol podzolique à pseudogley,,,,,,,,
FR,10,,,,,,,,,0,Po,,0,,,,,,,,sha,AA,,,,,,Podzol humo-ferrique,,,,,,,,
FR,11,,,,,,PDG,fr,,0,Dg,X,1,jae,ae04,,,,,,aqf,AE,106,34,ME,,AQ,Sol lessive glossique a fragip,Soil Taxonomy (1975 & 1994): Aeric Umbric Fragiaqualf,10/09/96 12:00 AM,,,,,,
FR,12,LV,sk,ro,,,LVx,rh,,1,Lc,ST,1,jde,cc,,,,,,axr,CA,50,34,TH,,XE,Sol fersialitique lessivé,,12/17/03 12:00 AM,OSP,,,,,
FR,13,CL,len,,,,CLh,,,1,Bk,,1,,,,,,,,iox,CA,126,35,TH,,XE,Sol brun calcaire,,06/20/03 12:00 AM,OSP,,,,,
FR,14,AN,si,um,,,ANu,,,1,Th,,1,,,,,,,,iny,AA,80,24,ME,,UD,,Classification based on data from excursion guide COST Action 622 in Auvergne, 30 May - 3 June 2001,06/24/03 12:00 AM,OSP,,,,
FR,15,AN,si,fu,,,ANh,,,1,To,,1,,,,,,,,iny,AA,114,34,ME,,UD,,,06/24/03 12:00 AM,OSP,,,,,
GA,1,,,,,,,,,0,Fx,,0,,,,,,,,ooa,,114,,IH,,UD,,,,,,,,,
GA,2,,,,,,,,,0,Qf,,0,,,,,,,,esz,,,,IH,,UD,,,,,,,,,
GA,3,,,,,,,,,0,Fh,PE,0,,,,,,,,oom,,,28,IH,,UD,,,,,,,,,
GA,4,,,,,,,,,0,Fx,,0,,,,,,,,ooa,,68,28,IH,,UD,,,,,,,,,
GA,5,,,,,,,,,0,Fx,PE,0,,,,,,,,ooa,,56,28,IH,,UD,,,,,,,,,
GA,6,,,,,,,,,0,Ag,,0,,,,,,,,udt,,,,IH,,UD,,,,,,,,,
