Wavelength	scorpipo.mn	std-	std+	scorpipo.st
1295	0.471835613	4.39E-01	5.04E-01	3.24E-02
1296	0.471843034	4.39E-01	5.04E-01	3.24E-02
1297	0.471833587	4.39E-01	5.04E-01	3.24E-02
1298	0.471961528	4.40E-01	5.04E-01	3.24E-02
1299	0.472046345	4.40E-01	5.04E-01	3.24E-02
1300	0.472003847	4.40E-01	5.04E-01	3.24E-02
1301	0.471993923	4.40E-01	5.04E-01	3.24E-02
1302	0.471925229	4.40E-01	5.04E-01	3.24E-02
1303	0.471892774	4.39E-01	5.04E-01	3.24E-02
1304	0.471807718	4.39E-01	5.04E-01	3.23E-02
1305	0.471729845	4.39E-01	5.04E-01	3.23E-02
1306	0.471439868	4.39E-01	5.04E-01	3.23E-02
1307	0.47120887	4.39E-01	5.03E-01	3.22E-02
1308	0.470907867	4.39E-01	5.03E-01	3.21E-02
1309	0.470599532	4.39E-01	5.03E-01	3.21E-02
1310	0.470330596	4.38E-01	5.02E-01	3.20E-02
1311	0.470072418	4.38E-01	5.02E-01	0.031967718
1312	0.469662726	4.38E-01	5.02E-01	3.19E-02
1313	0.469269186	4.37E-01	5.01E-01	3.18E-02
1314	0.468889415	4.37E-01	5.01E-01	3.17E-02
1315	0.468488693	4.37E-01	5.00E-01	3.15E-02
1316	0.468181163	4.37E-01	5.00E-01	3.15E-02
1317	0.46781382	4.36E-01	4.99E-01	3.14E-02
1318	0.467183769	4.36E-01	4.99E-01	3.13E-02
1319	0.466400146	4.35E-01	4.98E-01	3.12E-02
1320	0.465726942	4.35E-01	4.97E-01	3.11E-02
1321	0.465173751	4.34E-01	4.96E-01	0.031011026
1322	0.464369088	4.33E-01	4.95E-01	3.09E-02
1323	0.463264108	4.33E-01	4.94E-01	3.08E-02
1324	0.462185442	4.32E-01	4.93E-01	3.06E-02
1325	0.461073339	4.31E-01	4.92E-01	3.05E-02
1326	0.459855437	4.30E-01	4.90E-01	3.03E-02
1327	0.458573759	4.28E-01	4.89E-01	3.02E-02
1328	0.45730719	4.27E-01	4.87E-01	3.01E-02
1329	0.455932647	4.26E-01	4.86E-01	2.99E-02
1330	0.454504699	4.25E-01	4.84E-01	2.98E-02
1331	0.453046888	4.23E-01	4.83E-01	2.96E-02
1332	0.451575965	4.22E-01	4.81E-01	2.94E-02
1333	0.450336128	4.21E-01	4.80E-01	2.93E-02
1334	0.449079037	4.20E-01	4.78E-01	0.029128011
1335	0.447612375	4.19E-01	4.77E-01	2.90E-02
1336	0.446066618	4.17E-01	4.75E-01	2.88E-02
1337	0.444581836	4.16E-01	4.73E-01	2.87E-02
1338	0.442994088	4.14E-01	4.72E-01	2.86E-02
1339	0.441256225	4.13E-01	4.70E-01	2.85E-02
1340	0.439460784	4.11E-01	4.68E-01	2.84E-02
1341	0.437633932	4.09E-01	4.66E-01	2.84E-02
1342	0.435526848	4.07E-01	4.64E-01	2.83E-02
1343	0.433558762	4.05E-01	4.62E-01	2.83E-02
1344	0.431409657	4.03E-01	4.60E-01	2.83E-02
1345	0.429011852	4.01E-01	4.57E-01	2.82E-02
1346	0.426071078	3.98E-01	4.54E-01	2.81E-02
1347	0.422878653	3.95E-01	4.51E-01	2.79E-02
1348	0.419361383	3.92E-01	4.47E-01	2.78E-02
1349	0.416210622	3.89E-01	4.44E-01	2.76E-02
1350	0.412978828	3.86E-01	4.40E-01	2.74E-02
1351	0.408941627	3.82E-01	4.36E-01	2.73E-02
1352	0.404528946	3.78E-01	4.31E-01	0.026755204
1353	0.39980194	3.74E-01	4.26E-01	2.63E-02
1354	0.396386921	3.70E-01	4.22E-01	2.59E-02
1355	0.392900079	3.67E-01	4.19E-01	2.58E-02
1356	0.391565055	3.65E-01	4.18E-01	2.61E-02
1357	0.387372524	3.61E-01	4.14E-01	2.66E-02
1358	0.379597574	3.53E-01	4.06E-01	2.65E-02
1359	0.36868909	3.40E-01	3.97E-01	2.83E-02
1360	0.366615653	3.38E-01	3.95E-01	2.82E-02
1361	0.36498937	3.18E-01	4.12E-01	4.68E-02
1362	0.36305204	3.08E-01	4.18E-01	5.53E-02
1363	0.366273195	2.85E-01	4.48E-01	8.14E-02
1364	0.432385653	3.58E-01	5.07E-01	7.45E-02
1365	0.541077018	4.43E-01	6.39E-01	9.79E-02
1366	0.46897763	3.64E-01	5.74E-01	0.105175346
1367	0.388555616	2.46E-01	5.32E-01	0.143047288
1368	0.335517526	2.21E-01	4.50E-01	0.114369504
1369	0.292746961	1.79E-01	4.06E-01	0.113530718
1370	0.331868947	2.25E-01	4.39E-01	0.106803872
1371	0.377722442	2.51E-01	5.05E-01	0.126812398
1372	0.334068924	2.55E-01	4.14E-01	7.95E-02
1373	0.284402043	2.11E-01	3.58E-01	0.073412687
1374	0.288777828	2.28E-01	3.49E-01	6.03E-02
1375	0.306120098	2.24E-01	3.88E-01	0.082226887
1376	0.299270272	2.15E-01	3.84E-01	8.47E-02
1377	0.281026483	1.93E-01	3.69E-01	8.83E-02
1378	0.275117397	2.01E-01	3.49E-01	7.42E-02
1379	0.288275868	2.09E-01	3.68E-01	0.079618402
1380	0.310720533	2.27E-01	3.94E-01	8.34E-02
1381	0.327332675	2.37E-01	4.18E-01	9.02E-02
1382	0.315577298	2.36E-01	3.95E-01	7.95E-02
1383	0.292764783	2.31E-01	3.55E-01	6.20E-02
1384	0.289346039	2.49E-01	3.29E-01	3.99E-02
1385	0.302744448	2.62E-01	3.44E-01	0.041228149
1386	0.315424621	2.62E-01	3.69E-01	0.053677786
1387	0.318167418	2.65E-01	3.71E-01	5.32E-02
1388	0.307775408	2.43E-01	3.73E-01	6.48E-02
1389	0.277059853	2.19E-01	3.36E-01	0.058520071
1390	0.266591519	2.16E-01	3.17E-01	0.050519485
1391	0.287431657	2.50E-01	3.25E-01	3.76E-02
1392	0.30001986	2.66E-01	3.34E-01	3.41E-02
1393	0.301751405	2.72E-01	3.32E-01	3.01E-02
1394	0.303390324	2.69E-01	3.38E-01	3.46E-02
1395	0.296256334	2.63E-01	3.30E-01	3.35E-02
1396	0.292236656	2.56E-01	3.29E-01	3.64E-02
1397	0.293994129	2.62E-01	3.26E-01	3.20E-02
1398	0.293175578	2.63E-01	3.23E-01	3.00E-02
1399	0.28770867	2.64E-01	3.12E-01	2.42E-02
1400	0.284884661	2.62E-01	3.08E-01	0.023290679
1401	0.286200702	2.65E-01	3.08E-01	2.17E-02
1402	0.285456508	2.63E-01	3.08E-01	2.28E-02
1403	0.281521887	2.61E-01	3.02E-01	2.00E-02
1404	0.280294299	2.61E-01	3.00E-01	1.93E-02
1405	0.283277988	2.64E-01	3.02E-01	1.91E-02
1406	0.284162283	2.64E-01	3.05E-01	2.05E-02
1407	0.280688256	2.61E-01	3.00E-01	1.95E-02
1408	0.278432459	2.59E-01	2.98E-01	1.97E-02
1409	0.274203837	2.56E-01	2.93E-01	1.85E-02
1410	0.270488888	2.52E-01	2.89E-01	1.90E-02
1411	0.269406676	2.51E-01	2.88E-01	0.018401776
1412	0.268461496	2.50E-01	2.87E-01	1.80E-02
1413	0.267493457	2.50E-01	2.85E-01	1.77E-02
1414	0.267022818	2.49E-01	2.85E-01	1.78E-02
1415	0.264856845	2.47E-01	2.82E-01	1.74E-02
1416	0.262390524	2.46E-01	2.79E-01	0.016691905
1417	0.259165734	2.43E-01	2.76E-01	1.64E-02
1418	0.255867809	2.39E-01	2.73E-01	1.67E-02
1419	0.254095227	2.38E-01	2.71E-01	1.65E-02
1420	0.252963901	2.37E-01	2.69E-01	1.60E-02
1421	0.251508981	2.36E-01	2.67E-01	1.59E-02
1422	0.249860898	2.34E-01	2.66E-01	1.62E-02
1423	0.248474106	2.32E-01	2.65E-01	0.016225005
1424	0.247361511	2.31E-01	2.64E-01	1.61E-02
1425	0.246108934	2.30E-01	2.62E-01	1.63E-02
1426	0.244790152	2.28E-01	2.61E-01	1.63E-02
1427	0.243788958	2.27E-01	2.60E-01	1.63E-02
1428	0.243090197	2.27E-01	2.59E-01	1.61E-02
1429	0.242169395	2.26E-01	2.58E-01	1.60E-02
1430	0.240733966	2.25E-01	2.57E-01	1.60E-02
1431	0.239424899	2.24E-01	2.55E-01	1.58E-02
1432	0.238302171	2.23E-01	2.54E-01	1.57E-02
1433	0.237105563	2.21E-01	2.53E-01	1.58E-02
1434	0.235472515	2.20E-01	2.51E-01	1.56E-02
1435	0.23383829	2.18E-01	2.49E-01	1.55E-02
1436	0.232686117	2.17E-01	2.48E-01	1.54E-02
1437	0.231698141	2.16E-01	2.47E-01	1.55E-02
1438	0.230814561	2.15E-01	2.46E-01	1.54E-02
1439	0.230003163	2.15E-01	2.45E-01	1.53E-02
1440	0.229085505	2.14E-01	2.44E-01	0.015412476
1441	0.228344306	2.13E-01	2.44E-01	1.56E-02
1442	0.22823827	2.13E-01	2.44E-01	1.54E-02
1443	0.228044063	2.13E-01	2.43E-01	1.53E-02
1444	0.227667168	2.12E-01	2.43E-01	1.54E-02
1445	0.227432325	2.12E-01	2.43E-01	1.55E-02
1446	0.227813721	2.12E-01	2.43E-01	1.55E-02
1447	0.228194639	2.13E-01	2.44E-01	1.56E-02
1448	0.228525832	2.13E-01	2.44E-01	1.55E-02
1449	0.22881262	2.13E-01	2.44E-01	1.55E-02
1450	0.22913374	2.14E-01	2.45E-01	0.015575667
1451	0.229398116	2.14E-01	2.45E-01	0.015666738
1452	0.229468346	2.14E-01	2.45E-01	1.57E-02
1453	0.229547873	2.14E-01	2.45E-01	1.57E-02
1454	0.229591459	2.14E-01	2.45E-01	1.57E-02
1455	0.229604721	2.14E-01	2.45E-01	1.58E-02
1456	0.229564533	2.14E-01	2.45E-01	1.59E-02
1457	0.229496792	2.14E-01	2.45E-01	1.60E-02
1458	0.229389444	2.13E-01	2.45E-01	1.60E-02
1459	0.229320437	2.13E-01	2.45E-01	1.59E-02
1460	0.229128584	2.13E-01	2.45E-01	1.60E-02
1461	0.228872404	2.13E-01	2.45E-01	1.61E-02
1462	0.228592485	2.13E-01	2.45E-01	1.61E-02
1463	0.228247359	2.12E-01	2.44E-01	1.60E-02
1464	0.22806479	2.12E-01	2.44E-01	1.61E-02
1465	0.228004918	2.12E-01	2.44E-01	1.63E-02
1466	0.227689892	2.11E-01	2.44E-01	1.62E-02
1467	0.227247596	2.11E-01	2.43E-01	1.61E-02
1468	0.227351293	2.11E-01	2.43E-01	1.60E-02
1469	0.227809608	2.12E-01	2.44E-01	0.015963189
1470	0.228122249	2.12E-01	2.44E-01	1.60E-02
1471	0.22847043	2.12E-01	2.45E-01	1.60E-02
1472	0.229019895	2.13E-01	2.45E-01	1.59E-02
1473	0.229563668	2.14E-01	2.45E-01	1.58E-02
1474	0.229955256	2.14E-01	2.46E-01	1.58E-02
1475	0.230354816	2.14E-01	2.46E-01	1.59E-02
1476	0.230800748	2.15E-01	2.47E-01	1.60E-02
1477	0.231262982	2.15E-01	2.47E-01	1.62E-02
1478	0.231756568	2.16E-01	2.48E-01	1.62E-02
1479	0.232347146	2.16E-01	2.49E-01	0.016216954
1480	0.232890308	2.17E-01	2.49E-01	1.63E-02
1481	0.233264402	2.17E-01	2.50E-01	1.63E-02
1482	0.233689114	2.17E-01	2.50E-01	1.64E-02
1483	0.2342484	2.18E-01	2.51E-01	1.64E-02
1484	0.234901786	2.18E-01	2.51E-01	1.65E-02
1485	0.235662267	2.19E-01	2.52E-01	1.66E-02
1486	0.236391976	2.20E-01	2.53E-01	1.67E-02
1487	0.237149462	2.20E-01	2.54E-01	1.68E-02
1488	0.23789008	2.21E-01	2.55E-01	1.69E-02
1489	0.238781944	2.22E-01	2.56E-01	1.70E-02
1490	0.239529341	2.22E-01	2.57E-01	1.71E-02
1491	0.240137741	2.23E-01	2.57E-01	1.71E-02
1492	0.240690485	2.23E-01	2.58E-01	0.017202403
1493	0.241353974	2.24E-01	2.59E-01	1.72E-02
1494	0.241972476	2.25E-01	2.59E-01	1.72E-02
1495	0.242489919	2.25E-01	2.60E-01	1.73E-02
1496	0.242986962	2.26E-01	2.60E-01	1.74E-02
1497	0.243559375	2.26E-01	2.61E-01	1.74E-02
1498	0.244098455	2.27E-01	2.62E-01	1.74E-02
1499	0.244628772	2.27E-01	2.62E-01	1.74E-02
1500	0.245163694	2.28E-01	2.63E-01	1.75E-02
1501	0.245668545	2.28E-01	2.63E-01	1.75E-02
1502	0.246177837	2.29E-01	2.64E-01	1.76E-02
1503	0.246770129	2.29E-01	2.64E-01	1.77E-02
1504	0.247330174	2.30E-01	2.65E-01	1.77E-02
1505	0.247937247	2.30E-01	2.66E-01	1.77E-02
1506	0.248555392	2.31E-01	2.66E-01	1.77E-02
1507	0.249120429	2.31E-01	2.67E-01	0.017802982
1508	0.249666631	2.32E-01	2.68E-01	1.79E-02
1509	0.250203222	2.32E-01	2.68E-01	1.79E-02
1510	0.250702918	2.33E-01	2.69E-01	1.80E-02
1511	0.251173913	2.33E-01	2.69E-01	1.80E-02
1512	0.251597673	2.33E-01	2.70E-01	1.81E-02
1513	0.252050936	2.34E-01	2.70E-01	1.81E-02
1514	0.252535462	2.34E-01	2.71E-01	1.82E-02
1515	0.252957761	2.35E-01	2.71E-01	1.82E-02
1516	0.253390878	2.35E-01	2.72E-01	1.83E-02
1517	0.253830403	2.36E-01	2.72E-01	1.83E-02
1518	0.25426504	2.36E-01	2.73E-01	0.018321868
1519	0.254747003	2.36E-01	2.73E-01	1.84E-02
1520	0.255264103	2.37E-01	2.74E-01	1.84E-02
1521	0.255736262	2.37E-01	2.74E-01	0.018447308
1522	0.256185502	2.38E-01	2.75E-01	1.85E-02
1523	0.256571233	2.38E-01	2.75E-01	1.85E-02
1524	0.256950408	2.38E-01	2.76E-01	1.86E-02
1525	0.257355064	2.39E-01	2.76E-01	1.86E-02
1526	0.257739067	2.39E-01	2.76E-01	1.86E-02
1527	0.258132607	2.40E-01	2.77E-01	1.86E-02
1528	0.258507907	2.40E-01	2.77E-01	0.018679729
1529	0.258809328	2.40E-01	2.77E-01	1.87E-02
1530	0.259077132	2.40E-01	2.78E-01	1.87E-02
1531	0.259387046	2.41E-01	2.78E-01	1.87E-02
1532	0.259692073	2.41E-01	2.78E-01	1.88E-02
1533	0.259976983	2.41E-01	2.79E-01	1.88E-02
1534	0.260288268	2.41E-01	2.79E-01	1.89E-02
1535	0.2605111	2.42E-01	2.79E-01	0.018878574
1536	0.260692835	2.42E-01	2.80E-01	0.018897645
1537	0.260989547	2.42E-01	2.80E-01	1.89E-02
1538	0.261298299	2.42E-01	2.80E-01	1.90E-02
1539	0.261504471	2.43E-01	2.80E-01	1.89E-02
1540	0.261717528	2.43E-01	2.81E-01	1.89E-02
1541	0.262031436	2.43E-01	2.81E-01	1.90E-02
1542	0.262368739	2.43E-01	2.81E-01	0.019069966
1543	0.262647688	2.44E-01	2.82E-01	1.91E-02
1544	0.26287815	2.44E-01	2.82E-01	1.91E-02
1545	0.263099968	2.44E-01	2.82E-01	1.91E-02
1546	0.263314277	2.44E-01	2.82E-01	1.91E-02
1547	0.263554543	2.44E-01	2.83E-01	0.019172553
1548	0.263816923	2.45E-01	2.83E-01	1.92E-02
1549	0.264045298	2.45E-01	2.83E-01	1.92E-02
1550	0.264266163	2.45E-01	2.84E-01	1.92E-02
1551	0.264487833	2.45E-01	2.84E-01	1.93E-02
1552	0.264704704	2.45E-01	2.84E-01	1.93E-02
1553	0.264897764	2.46E-01	2.84E-01	0.019340331
1554	0.265083849	2.46E-01	2.84E-01	1.93E-02
1555	0.265279919	2.46E-01	2.85E-01	1.94E-02
1556	0.26547569	2.46E-01	2.85E-01	1.94E-02
1557	0.265690058	2.46E-01	2.85E-01	1.94E-02
1558	0.265918761	2.46E-01	2.85E-01	1.95E-02
1559	0.266108572	2.47E-01	2.86E-01	1.95E-02
1560	0.266320676	2.47E-01	2.86E-01	1.96E-02
1561	0.266517311	2.47E-01	2.86E-01	1.96E-02
1562	0.26667577	2.47E-01	2.86E-01	1.96E-02
1563	0.26684615	2.47E-01	2.86E-01	1.96E-02
1564	0.266994655	2.47E-01	2.87E-01	1.96E-02
1565	0.267169327	2.48E-01	2.87E-01	1.97E-02
1566	0.267307073	2.48E-01	2.87E-01	1.97E-02
1567	0.26747489	2.48E-01	2.87E-01	1.97E-02
1568	0.267612815	2.48E-01	2.87E-01	1.97E-02
1569	0.267819196	2.48E-01	2.88E-01	1.97E-02
1570	0.268027246	2.48E-01	2.88E-01	1.98E-02
1571	0.268263459	2.48E-01	2.88E-01	1.98E-02
1572	0.268554509	2.49E-01	2.88E-01	1.98E-02
1573	0.26879847	2.49E-01	2.89E-01	1.98E-02
1574	0.269007534	2.49E-01	2.89E-01	1.98E-02
1575	0.269264191	2.49E-01	2.89E-01	1.99E-02
1576	0.269563556	2.50E-01	2.89E-01	1.99E-02
1577	0.269811749	2.50E-01	2.90E-01	0.019881671
1578	0.269989252	2.50E-01	2.90E-01	1.99E-02
1579	0.270218492	2.50E-01	2.90E-01	1.99E-02
1580	0.27041477	2.50E-01	2.90E-01	1.99E-02
1581	0.270712852	2.51E-01	2.91E-01	1.99E-02
1582	0.271037459	2.51E-01	2.91E-01	1.99E-02
1583	0.27130878	2.51E-01	2.91E-01	1.99E-02
1584	0.271544188	2.52E-01	2.92E-01	2.00E-02
1585	0.271821231	2.52E-01	2.92E-01	2.00E-02
1586	0.272079557	2.52E-01	2.92E-01	2.00E-02
1587	0.272440374	2.52E-01	2.92E-01	2.00E-02
1588	0.272875994	2.53E-01	2.93E-01	2.01E-02
1589	0.27333352	2.53E-01	2.93E-01	2.01E-02
1590	0.273799568	2.54E-01	2.94E-01	2.02E-02
1591	0.274233609	2.54E-01	2.94E-01	2.02E-02
1592	0.274620801	2.54E-01	2.95E-01	2.02E-02
1593	0.275108963	2.55E-01	2.95E-01	2.03E-02
1594	0.275621176	2.55E-01	2.96E-01	2.03E-02
1595	0.276141316	2.56E-01	2.96E-01	2.03E-02
1596	0.276646256	2.56E-01	2.97E-01	2.03E-02
1597	0.277223796	2.57E-01	2.98E-01	0.020377629
1598	0.27780959	2.57E-01	2.98E-01	2.04E-02
1599	0.278372347	2.58E-01	2.99E-01	2.05E-02
1600	0.278891057	2.58E-01	2.99E-01	0.020487305
1601	0.27945599	2.59E-01	3.00E-01	2.05E-02
1602	0.280004978	2.59E-01	3.01E-01	2.05E-02
1603	0.280602902	2.60E-01	3.01E-01	2.06E-02
1604	0.281216919	2.61E-01	3.02E-01	2.06E-02
1605	0.28183198	2.61E-01	3.02E-01	2.07E-02
1606	0.282418817	2.62E-01	3.03E-01	2.07E-02
1607	0.283012182	2.62E-01	3.04E-01	2.07E-02
1608	0.283563137	2.63E-01	3.04E-01	2.08E-02
1609	0.284179181	2.63E-01	3.05E-01	2.08E-02
1610	0.28478235	2.64E-01	3.06E-01	2.09E-02
1611	0.285395771	2.64E-01	3.06E-01	2.09E-02
1612	0.285971612	2.65E-01	3.07E-01	2.10E-02
1613	0.286555231	2.66E-01	3.08E-01	2.10E-02
1614	0.287097573	2.66E-01	3.08E-01	2.10E-02
1615	0.287582129	2.67E-01	3.09E-01	2.11E-02
1616	0.288021028	2.67E-01	3.09E-01	2.11E-02
1617	0.288427204	2.67E-01	3.10E-01	2.11E-02
1618	0.288861871	2.68E-01	3.10E-01	2.11E-02
1619	0.289336413	2.68E-01	3.10E-01	2.11E-02
1620	0.289827585	2.69E-01	3.11E-01	2.11E-02
1621	0.290169924	2.69E-01	3.11E-01	2.11E-02
1622	0.290489554	2.69E-01	3.12E-01	2.11E-02
1623	0.290770948	2.70E-01	3.12E-01	2.11E-02
1624	0.291036725	2.70E-01	3.12E-01	0.021185664
1625	0.2913118	2.70E-01	3.12E-01	2.12E-02
1626	0.291632086	2.70E-01	3.13E-01	2.12E-02
1627	0.291849703	2.71E-01	3.13E-01	2.12E-02
1628	0.292071044	2.71E-01	3.13E-01	2.12E-02
1629	0.292205393	2.71E-01	3.13E-01	2.12E-02
1630	0.292350918	2.71E-01	3.14E-01	2.12E-02
1631	0.292576224	2.71E-01	3.14E-01	2.12E-02
1632	0.292799145	2.72E-01	3.14E-01	2.12E-02
1633	0.292988986	2.72E-01	3.14E-01	2.13E-02
1634	0.293160945	2.72E-01	3.14E-01	2.13E-02
1635	0.293337286	2.72E-01	3.15E-01	2.13E-02
1636	0.293486685	2.72E-01	3.15E-01	2.13E-02
1637	0.293712258	2.72E-01	3.15E-01	2.13E-02
1638	0.293920189	2.73E-01	3.15E-01	2.13E-02
1639	0.294122845	2.73E-01	3.15E-01	2.13E-02
1640	0.29428941	2.73E-01	3.16E-01	0.021357162
1641	0.294551045	2.73E-01	3.16E-01	2.14E-02
1642	0.294833839	2.73E-01	3.16E-01	2.14E-02
1643	0.29497382	2.74E-01	3.16E-01	2.14E-02
1644	0.295053959	2.74E-01	3.16E-01	2.14E-02
1645	0.295090318	2.74E-01	3.16E-01	2.14E-02
1646	0.295084655	2.74E-01	3.16E-01	2.13E-02
1647	0.29507643	2.74E-01	3.16E-01	2.13E-02
1648	0.295069754	2.74E-01	3.16E-01	2.14E-02
1649	0.294910848	2.74E-01	3.16E-01	2.14E-02
1650	0.2947025	2.73E-01	3.16E-01	2.14E-02
1651	0.294434935	2.73E-01	3.16E-01	2.14E-02
1652	0.294165045	2.73E-01	3.16E-01	2.14E-02
1653	0.293755144	2.72E-01	3.15E-01	2.14E-02
1654	0.293366373	2.72E-01	3.15E-01	2.14E-02
1655	0.292886078	2.72E-01	3.14E-01	2.14E-02
1656	0.292376488	2.71E-01	3.14E-01	2.13E-02
1657	0.291798651	2.71E-01	3.13E-01	0.021291634
1658	0.291214168	2.70E-01	3.12E-01	2.12E-02
1659	0.290571332	2.69E-01	3.12E-01	2.12E-02
1660	0.289892673	2.69E-01	3.11E-01	2.12E-02
1661	0.289225519	2.68E-01	3.10E-01	2.11E-02
1662	0.288587958	2.68E-01	3.10E-01	2.10E-02
1663	0.287990242	2.67E-01	3.09E-01	2.10E-02
1664	0.287417173	2.66E-01	3.08E-01	2.10E-02
1665	0.286775291	2.66E-01	3.08E-01	2.10E-02
1666	0.286162019	2.65E-01	3.07E-01	2.09E-02
1667	0.285598427	2.65E-01	3.06E-01	2.08E-02
1668	0.285028726	2.64E-01	3.06E-01	2.08E-02
1669	0.2844598	2.64E-01	3.05E-01	2.08E-02
1670	0.283913165	2.63E-01	3.05E-01	2.07E-02
1671	0.283478945	2.63E-01	3.04E-01	2.08E-02
1672	0.283035666	2.62E-01	3.04E-01	2.08E-02
1673	0.282571912	2.62E-01	3.03E-01	0.020712299
1674	0.282046556	2.61E-01	3.03E-01	2.06E-02
1675	0.281413674	2.61E-01	3.02E-01	2.06E-02
1676	0.280819505	2.60E-01	3.01E-01	2.06E-02
1677	0.280319452	2.60E-01	3.01E-01	0.020554056
1678	0.27984181	2.59E-01	3.00E-01	2.05E-02
1679	0.279466391	2.59E-01	3.00E-01	0.020482499
1680	0.279035449	2.59E-01	2.99E-01	0.020436144
1681	0.278529733	2.58E-01	2.99E-01	2.04E-02
1682	0.277973861	2.58E-01	2.98E-01	2.03E-02
1683	0.277360916	2.57E-01	2.98E-01	2.03E-02
1684	0.276729316	2.56E-01	2.97E-01	2.03E-02
1685	0.276126534	2.56E-01	2.96E-01	2.02E-02
1686	0.275523424	2.55E-01	2.96E-01	2.02E-02
1687	0.274918646	2.55E-01	2.95E-01	2.01E-02
1688	0.27419731	2.54E-01	2.94E-01	2.00E-02
1689	0.273369551	2.53E-01	2.93E-01	2.00E-02
1690	0.272570074	2.53E-01	2.92E-01	1.99E-02
1691	0.271840692	2.52E-01	2.92E-01	1.99E-02
1692	0.271097183	2.51E-01	2.91E-01	1.98E-02
1693	0.270373374	2.51E-01	2.90E-01	1.98E-02
1694	0.269616991	2.50E-01	2.89E-01	1.98E-02
1695	0.268853724	2.49E-01	2.88E-01	1.96E-02
1696	0.268142194	2.49E-01	2.88E-01	0.019570529
1697	0.267443895	2.48E-01	2.87E-01	1.95E-02
1698	0.266683966	2.47E-01	2.86E-01	1.95E-02
1699	0.265905321	2.46E-01	2.85E-01	1.95E-02
1700	0.26510042	2.46E-01	2.85E-01	1.94E-02
1701	0.264325291	2.45E-01	2.84E-01	1.94E-02
1702	0.26351282	2.44E-01	2.83E-01	0.019328361
1703	0.2627092	2.43E-01	2.82E-01	1.93E-02
1704	0.262023062	2.43E-01	2.81E-01	0.019200724
1705	0.261344254	2.42E-01	2.80E-01	1.91E-02
1706	0.260595918	2.42E-01	2.80E-01	0.019093657
1707	0.259775072	2.41E-01	2.79E-01	0.019033445
1708	0.259052694	2.40E-01	2.78E-01	1.90E-02
1709	0.258303225	2.39E-01	2.77E-01	1.89E-02
1710	0.257569879	2.39E-01	2.76E-01	1.89E-02
1711	0.256819874	2.38E-01	2.76E-01	1.89E-02
1712	0.25626421	2.37E-01	2.75E-01	1.89E-02
1713	0.255724639	2.37E-01	2.75E-01	1.88E-02
1714	0.255096525	2.36E-01	2.74E-01	0.018757701
1715	0.254425675	2.36E-01	2.73E-01	1.87E-02
1716	0.253840446	2.35E-01	2.73E-01	1.87E-02
1717	0.253231734	2.35E-01	2.72E-01	1.86E-02
1718	0.25247106	2.34E-01	2.71E-01	1.85E-02
1719	0.251732886	2.33E-01	2.70E-01	1.85E-02
1720	0.251263618	2.33E-01	2.70E-01	1.84E-02
1721	0.250764936	2.32E-01	2.69E-01	1.84E-02
1722	0.250196606	2.32E-01	2.69E-01	1.84E-02
1723	0.249629319	2.31E-01	2.68E-01	1.84E-02
1724	0.249187246	2.31E-01	2.68E-01	1.84E-02
1725	0.24878718	2.30E-01	2.67E-01	1.83E-02
1726	0.248399988	2.30E-01	2.67E-01	1.83E-02
1727	0.248076141	2.30E-01	2.66E-01	1.82E-02
1728	0.247961164	2.30E-01	2.66E-01	1.83E-02
1729	0.247874662	2.30E-01	2.66E-01	0.018298453
1730	0.24791494	2.30E-01	2.66E-01	1.83E-02
1731	0.24805218	2.30E-01	2.66E-01	1.82E-02
1732	0.248381153	2.30E-01	2.67E-01	1.83E-02
1733	0.248733222	2.30E-01	2.67E-01	1.83E-02
1734	0.249083355	2.31E-01	2.67E-01	1.83E-02
1735	0.249530673	2.31E-01	2.68E-01	1.83E-02
1736	0.250028163	2.32E-01	2.68E-01	1.84E-02
1737	0.250452578	2.32E-01	2.69E-01	1.84E-02
1738	0.250803441	2.32E-01	2.69E-01	1.84E-02
1739	0.251171887	2.33E-01	2.70E-01	1.84E-02
1740	0.251525372	2.33E-01	2.70E-01	1.85E-02
1741	0.251865864	2.33E-01	2.70E-01	1.85E-02
1742	0.252217382	2.34E-01	2.71E-01	1.84E-02
1743	0.252393275	2.34E-01	2.71E-01	1.84E-02
1744	0.252468467	2.34E-01	2.71E-01	1.85E-02
1745	0.252577126	2.34E-01	2.71E-01	1.85E-02
1746	0.252691835	2.34E-01	2.71E-01	1.85E-02
1747	0.252684742	2.34E-01	2.71E-01	1.85E-02
1748	0.252662867	2.34E-01	2.71E-01	0.018451877
1749	0.252585679	2.34E-01	2.71E-01	1.84E-02
1750	0.252503514	2.34E-01	2.71E-01	1.84E-02
1751	0.252504677	2.34E-01	2.71E-01	1.84E-02
1752	0.252515405	2.34E-01	2.71E-01	1.84E-02
1753	0.252495438	2.34E-01	2.71E-01	1.84E-02
1754	0.252507329	2.34E-01	2.71E-01	1.84E-02
1755	0.252553821	2.34E-01	2.71E-01	1.83E-02
1756	0.252628922	2.34E-01	2.71E-01	1.83E-02
1757	0.252581269	2.34E-01	2.71E-01	1.83E-02
1758	0.252537817	2.34E-01	2.71E-01	1.84E-02
1759	0.252475858	2.34E-01	2.71E-01	1.84E-02
1760	0.25240007	2.34E-01	2.71E-01	1.84E-02
1761	0.252319872	2.34E-01	2.71E-01	1.83E-02
