Wavelength	scorpipo.mn	std-	std+	scorpipo.st
822	0.353272319	3.35E-01	3.72E-01	0.018591745
823	0.354730815	3.36E-01	3.73E-01	1.87E-02
824	0.355700433	3.37E-01	3.75E-01	1.89E-02
825	0.356415749	3.37E-01	3.75E-01	1.89E-02
826	0.357057691	3.38E-01	3.76E-01	1.90E-02
827	0.35777539	3.39E-01	3.77E-01	0.018996537
828	0.358701497	3.40E-01	3.78E-01	1.91E-02
829	0.35962832	3.40E-01	3.79E-01	1.91E-02
830	0.36042738	3.41E-01	3.80E-01	1.92E-02
831	0.361404032	3.42E-01	3.81E-01	1.93E-02
832	0.362363875	3.43E-01	3.82E-01	1.94E-02
833	0.363357484	3.44E-01	3.83E-01	1.94E-02
834	0.364357919	3.45E-01	3.84E-01	1.95E-02
835	0.365338445	3.46E-01	3.85E-01	1.96E-02
836	0.366262197	3.47E-01	3.86E-01	1.97E-02
837	0.367180854	3.47E-01	3.87E-01	0.019756967
838	0.368031234	3.48E-01	3.88E-01	1.98E-02
839	0.368895829	3.49E-01	3.89E-01	0.01990027
840	0.369824708	3.50E-01	3.90E-01	2.00E-02
841	0.370700628	3.51E-01	3.91E-01	2.00E-02
842	0.371562034	3.51E-01	3.92E-01	2.01E-02
843	0.372409046	3.52E-01	3.93E-01	2.02E-02
844	0.37319839	3.53E-01	3.93E-01	2.02E-02
845	0.373958439	3.54E-01	3.94E-01	2.03E-02
846	0.374682903	3.54E-01	3.95E-01	2.04E-02
847	0.375327498	3.55E-01	3.96E-01	2.05E-02
848	0.376101255	3.56E-01	3.97E-01	2.05E-02
849	0.376889437	3.56E-01	3.97E-01	2.05E-02
850	0.377589405	3.57E-01	3.98E-01	2.06E-02
851	0.378107995	3.57E-01	3.99E-01	2.07E-02
852	0.378847122	3.58E-01	4.00E-01	2.08E-02
853	0.379926682	3.59E-01	4.01E-01	2.07E-02
854	0.380877793	3.60E-01	4.02E-01	0.020751566
855	0.381667793	3.61E-01	4.03E-01	2.09E-02
856	0.382315636	3.61E-01	4.03E-01	2.10E-02
857	0.382930756	3.62E-01	4.04E-01	2.10E-02
858	0.383581281	3.62E-01	4.05E-01	2.11E-02
859	0.384297967	3.63E-01	4.05E-01	2.12E-02
860	0.38502416	3.64E-01	4.06E-01	2.12E-02
861	0.385793507	3.65E-01	4.07E-01	2.13E-02
862	0.386473864	3.65E-01	4.08E-01	2.13E-02
863	0.386958629	3.66E-01	4.08E-01	2.15E-02
864	0.387728304	3.66E-01	4.09E-01	2.15E-02
865	0.388566703	3.67E-01	4.10E-01	2.15E-02
866	0.389458269	3.68E-01	4.11E-01	2.15E-02
867	0.390102088	3.69E-01	4.12E-01	2.16E-02
868	0.390710235	3.69E-01	4.12E-01	2.17E-02
869	0.391314119	3.70E-01	4.13E-01	2.18E-02
870	0.391962528	3.70E-01	4.14E-01	2.18E-02
871	0.392576694	3.71E-01	4.14E-01	2.19E-02
872	0.39324221	3.71E-01	4.15E-01	2.19E-02
873	0.393881083	3.72E-01	4.16E-01	0.021957915
874	0.394565463	3.73E-01	4.17E-01	2.20E-02
875	0.395157278	3.73E-01	4.17E-01	2.21E-02
876	0.395716578	3.74E-01	4.18E-01	0.02212145
877	0.396328181	3.74E-01	4.19E-01	0.022178715
878	0.39696312	3.75E-01	4.19E-01	2.22E-02
879	0.397647083	3.75E-01	4.20E-01	2.23E-02
880	0.398124188	3.76E-01	4.20E-01	0.022294033
881	0.398732066	3.76E-01	4.21E-01	2.24E-02
882	0.399297833	3.77E-01	4.22E-01	2.24E-02
883	0.399775743	3.77E-01	4.22E-01	2.25E-02
884	0.400349885	3.78E-01	4.23E-01	2.26E-02
885	0.400970668	3.78E-01	4.24E-01	2.26E-02
886	0.401587218	3.79E-01	4.24E-01	2.26E-02
887	0.40214169	3.79E-01	4.25E-01	2.27E-02
888	0.402636826	3.80E-01	4.25E-01	2.28E-02
889	0.403114468	3.80E-01	4.26E-01	2.28E-02
890	0.403416127	3.81E-01	4.26E-01	2.29E-02
891	0.403650671	3.81E-01	4.27E-01	2.29E-02
892	0.40381968	3.81E-01	4.27E-01	0.022969713
893	0.403877854	3.81E-01	4.27E-01	2.30E-02
894	0.4038091	3.81E-01	4.27E-01	2.30E-02
895	0.403744519	3.81E-01	4.27E-01	2.30E-02
896	0.403760076	3.81E-01	4.27E-01	2.30E-02
897	0.404037982	3.81E-01	4.27E-01	0.022911936
898	0.404410511	3.82E-01	4.27E-01	2.29E-02
899	0.404988497	3.82E-01	4.28E-01	2.28E-02
900	0.405878663	3.83E-01	4.29E-01	2.28E-02
901	0.406659096	3.84E-01	4.29E-01	2.28E-02
902	0.407455295	3.85E-01	4.30E-01	0.022947758
903	0.408203542	3.85E-01	4.31E-01	2.32E-02
904	0.408654571	3.85E-01	4.32E-01	2.34E-02
905	0.408968598	3.85E-01	4.32E-01	2.35E-02
906	0.409264356	3.86E-01	4.33E-01	2.35E-02
907	0.409571975	3.86E-01	4.33E-01	2.34E-02
908	0.409810334	3.87E-01	4.33E-01	2.33E-02
909	0.410006583	3.87E-01	4.33E-01	0.023252273
910	0.41043213	3.87E-01	4.34E-01	2.34E-02
911	0.410646975	3.87E-01	4.34E-01	2.34E-02
912	0.410929263	3.87E-01	4.34E-01	2.35E-02
913	0.411439717	3.88E-01	4.35E-01	2.35E-02
914	0.411947727	3.88E-01	4.35E-01	0.023460753
915	0.412539244	3.89E-01	4.36E-01	2.35E-02
916	0.413228393	3.90E-01	4.37E-01	0.023481784
917	0.414139837	3.91E-01	4.38E-01	0.023478752
918	0.415021449	3.91E-01	4.39E-01	0.023609571
919	0.415858716	3.92E-01	4.40E-01	2.38E-02
920	0.416610926	3.93E-01	4.41E-01	2.40E-02
921	0.417442203	3.93E-01	4.42E-01	2.41E-02
922	0.418115586	3.94E-01	4.42E-01	2.41E-02
923	0.41854459	3.94E-01	4.43E-01	2.41E-02
924	0.418670774	3.94E-01	4.43E-01	2.42E-02
925	0.418560356	3.94E-01	4.43E-01	2.43E-02
926	0.418290973	3.94E-01	4.43E-01	2.43E-02
927	0.417882293	3.93E-01	4.42E-01	2.44E-02
928	0.417399347	3.93E-01	4.42E-01	2.45E-02
929	0.416748226	3.92E-01	4.41E-01	2.44E-02
930	0.415839493	3.92E-01	4.40E-01	2.43E-02
931	0.414957494	3.91E-01	4.39E-01	2.40E-02
932	0.41400975	3.90E-01	4.38E-01	2.36E-02
933	0.413220078	3.90E-01	4.36E-01	2.32E-02
934	0.413310081	3.90E-01	4.36E-01	2.29E-02
935	0.413741469	3.91E-01	4.36E-01	0.022536363
936	0.41448307	3.92E-01	4.37E-01	2.23E-02
937	0.41567564	3.93E-01	4.38E-01	2.25E-02
938	0.416605294	3.94E-01	4.39E-01	2.28E-02
939	0.41736421	3.94E-01	4.41E-01	2.33E-02
940	0.418254167	3.95E-01	4.42E-01	2.36E-02
941	0.418963403	3.95E-01	4.43E-01	2.40E-02
942	0.419561177	3.95E-01	4.44E-01	2.41E-02
943	0.420193821	3.96E-01	4.44E-01	2.39E-02
944	0.420840085	3.97E-01	4.45E-01	2.37E-02
945	0.421301991	3.98E-01	4.45E-01	2.36E-02
946	0.421454072	3.98E-01	4.45E-01	2.36E-02
947	0.421771526	3.98E-01	4.45E-01	2.36E-02
948	0.422352672	3.99E-01	4.46E-01	2.36E-02
949	0.423076302	3.99E-01	4.47E-01	2.37E-02
950	0.423526376	4.00E-01	4.47E-01	2.38E-02
951	0.423904151	4.00E-01	4.48E-01	2.39E-02
952	0.424409062	4.00E-01	4.48E-01	2.41E-02
953	0.42514208	4.01E-01	4.49E-01	2.41E-02
954	0.425777614	4.02E-01	4.50E-01	0.024113642
955	0.426316619	4.02E-01	4.50E-01	0.024129681
956	0.426850349	4.03E-01	4.51E-01	2.41E-02
957	0.42757982	4.03E-01	4.52E-01	2.42E-02
958	0.428196907	4.04E-01	4.52E-01	2.42E-02
959	0.428800017	4.04E-01	4.53E-01	2.43E-02
960	0.429667264	4.05E-01	4.54E-01	2.44E-02
961	0.430378199	4.06E-01	4.55E-01	2.44E-02
962	0.431102097	4.07E-01	4.56E-01	2.45E-02
963	0.432085007	4.08E-01	4.57E-01	2.46E-02
964	0.433277965	4.09E-01	4.58E-01	2.46E-02
965	0.434359968	4.10E-01	4.59E-01	2.46E-02
966	0.435185105	4.11E-01	4.60E-01	2.47E-02
967	0.4356094	4.11E-01	4.60E-01	2.48E-02
968	0.435986757	4.11E-01	4.61E-01	2.50E-02
969	0.4363105	4.11E-01	4.61E-01	0.025182107
970	0.436815441	4.11E-01	4.62E-01	2.54E-02
971	0.437396526	4.12E-01	4.63E-01	2.55E-02
972	0.43791303	4.12E-01	4.64E-01	0.025600241
973	0.437939525	4.12E-01	4.64E-01	2.56E-02
974	0.43829757	4.13E-01	4.64E-01	2.56E-02
975	0.43866393	4.13E-01	4.64E-01	2.56E-02
976	0.43892464	4.13E-01	4.64E-01	2.55E-02
977	0.439240307	4.14E-01	4.65E-01	2.55E-02
978	0.439289898	4.14E-01	4.65E-01	2.55E-02
979	0.439319253	4.14E-01	4.65E-01	2.55E-02
980	0.439780653	4.14E-01	4.65E-01	2.56E-02
981	0.440470427	4.15E-01	4.66E-01	2.57E-02
982	0.441097766	4.15E-01	4.67E-01	2.58E-02
983	0.441127509	4.15E-01	4.67E-01	2.58E-02
984	0.44163841	4.16E-01	4.68E-01	2.59E-02
985	0.442301035	4.16E-01	4.68E-01	2.60E-02
986	0.442955673	4.17E-01	4.69E-01	2.61E-02
987	0.443193406	4.17E-01	4.69E-01	2.61E-02
988	0.443596035	4.17E-01	4.70E-01	2.62E-02
989	0.444213748	4.18E-01	4.70E-01	2.62E-02
990	0.444623768	4.18E-01	4.71E-01	2.63E-02
991	0.444985509	4.19E-01	4.71E-01	2.64E-02
992	0.445431292	4.19E-01	4.72E-01	2.65E-02
993	0.446408361	4.20E-01	4.73E-01	2.64E-02
994	0.446695596	4.20E-01	4.73E-01	2.65E-02
995	0.446902335	4.20E-01	4.73E-01	2.66E-02
996	0.447043568	4.21E-01	4.74E-01	2.65E-02
997	0.447962403	4.21E-01	4.75E-01	2.66E-02
998	0.448591083	4.22E-01	4.75E-01	2.67E-02
999	0.448928893	4.22E-01	4.76E-01	2.69E-02
1000	0.449576437	4.23E-01	4.76E-01	2.68E-02
1001	0.436776459	4.05E-01	4.68E-01	3.15E-02
1002	0.437440634	4.06E-01	4.69E-01	3.16E-02
1003	0.438038141	4.06E-01	4.70E-01	0.031550407
1004	0.438556165	4.07E-01	4.70E-01	0.031508807
1005	0.438837379	4.07E-01	4.70E-01	0.031575933
1006	0.439019769	4.07E-01	4.71E-01	3.17E-02
1007	0.43935281	4.08E-01	4.71E-01	3.17E-02
1008	0.439742923	4.08E-01	4.71E-01	3.16E-02
1009	0.440031797	4.08E-01	4.72E-01	0.031620231
1010	0.440265685	4.09E-01	4.72E-01	3.16E-02
1011	0.440494001	4.09E-01	4.72E-01	0.031671368
1012	0.440814972	4.09E-01	4.73E-01	3.17E-02
1013	0.441282123	4.10E-01	4.73E-01	3.17E-02
1014	0.441759735	4.10E-01	4.73E-01	3.17E-02
1015	0.442136168	4.10E-01	4.74E-01	3.17E-02
1016	0.442448527	4.11E-01	4.74E-01	0.031661645
1017	0.442788213	4.11E-01	4.74E-01	3.17E-02
1018	0.443177462	4.12E-01	4.75E-01	3.17E-02
1019	0.443597138	4.12E-01	4.75E-01	3.17E-02
1020	0.443942577	4.12E-01	4.76E-01	3.17E-02
1021	0.444343746	4.13E-01	4.76E-01	3.17E-02
1022	0.444852322	4.13E-01	4.77E-01	3.17E-02
1023	0.445270419	4.14E-01	4.77E-01	3.17E-02
1024	0.445585519	4.14E-01	4.77E-01	3.17E-02
1025	0.4458583	4.14E-01	4.78E-01	0.031806257
1026	0.446227163	4.14E-01	4.78E-01	3.18E-02
1027	0.446721226	4.15E-01	4.79E-01	0.031823069
1028	0.447276443	4.15E-01	4.79E-01	3.18E-02
1029	0.447786272	4.16E-01	4.80E-01	3.19E-02
1030	0.448107988	4.16E-01	4.80E-01	0.031935453
1031	0.448555261	4.17E-01	4.81E-01	3.20E-02
1032	0.449104965	4.17E-01	4.81E-01	3.20E-02
1033	0.449553281	4.18E-01	4.82E-01	3.20E-02
1034	0.450034291	4.18E-01	4.82E-01	3.21E-02
1035	0.450517416	4.18E-01	4.83E-01	3.21E-02
1036	0.451064497	4.19E-01	4.83E-01	0.03217756
1037	0.451605439	4.19E-01	4.84E-01	3.22E-02
1038	0.45207423	4.20E-01	4.84E-01	3.22E-02
1039	0.452474743	4.20E-01	4.85E-01	3.22E-02
1040	0.452956378	4.21E-01	4.85E-01	3.22E-02
1041	0.45335272	4.21E-01	4.85E-01	3.21E-02
1042	0.453615278	4.21E-01	4.86E-01	0.032153558
1043	0.454033941	4.22E-01	4.86E-01	3.22E-02
1044	0.454468995	4.22E-01	4.87E-01	3.23E-02
1045	0.454779238	4.22E-01	4.87E-01	3.23E-02
1046	0.455065429	4.23E-01	4.87E-01	0.032319363
1047	0.455539167	4.23E-01	4.88E-01	3.24E-02
1048	0.456104964	4.24E-01	4.89E-01	3.25E-02
1049	0.456492364	4.24E-01	4.89E-01	3.25E-02
1050	0.456816971	4.24E-01	4.89E-01	3.26E-02
1051	0.457270205	4.25E-01	4.90E-01	3.25E-02
1052	0.457705498	4.25E-01	4.90E-01	3.25E-02
1053	0.45805037	4.26E-01	4.91E-01	3.25E-02
1054	0.458399296	4.26E-01	4.91E-01	3.26E-02
1055	0.458772421	4.26E-01	4.91E-01	3.27E-02
1056	0.459148616	4.26E-01	4.92E-01	3.28E-02
1057	0.459624827	4.27E-01	4.92E-01	3.28E-02
1058	0.460115463	4.27E-01	4.93E-01	3.28E-02
1059	0.460683435	4.28E-01	4.94E-01	3.29E-02
1060	0.461122304	4.28E-01	4.94E-01	3.29E-02
1061	0.461563617	4.29E-01	4.94E-01	3.29E-02
1062	0.461956471	4.29E-01	4.95E-01	3.29E-02
1063	0.462120354	4.29E-01	4.95E-01	3.29E-02
1064	0.462341398	4.29E-01	4.95E-01	3.29E-02
1065	0.462732643	4.30E-01	4.96E-01	3.29E-02
1066	0.463209331	4.30E-01	4.96E-01	3.30E-02
1067	0.463558018	4.31E-01	4.97E-01	0.033015676
1068	0.463823229	4.31E-01	4.97E-01	3.30E-02
1069	0.464125037	4.31E-01	4.97E-01	0.033021867
1070	0.464447796	4.31E-01	4.98E-01	3.31E-02
1071	0.464822829	4.32E-01	4.98E-01	3.32E-02
1072	0.465184718	4.32E-01	4.98E-01	3.31E-02
1073	0.465543061	4.32E-01	4.99E-01	3.31E-02
1074	0.465662599	4.33E-01	4.99E-01	3.31E-02
1075	0.465707034	4.33E-01	4.99E-01	3.31E-02
1076	0.465917289	4.33E-01	4.99E-01	3.31E-02
1077	0.466139436	4.33E-01	4.99E-01	3.31E-02
1078	0.466322273	4.33E-01	4.99E-01	3.31E-02
1079	0.466433674	4.33E-01	4.99E-01	3.31E-02
1080	0.46666953	4.34E-01	5.00E-01	0.033067375
1081	0.466931611	4.34E-01	5.00E-01	3.31E-02
1082	0.467199773	4.34E-01	5.00E-01	3.31E-02
1083	0.46744597	4.34E-01	5.01E-01	0.03306051
1084	0.467773944	4.35E-01	5.01E-01	3.30E-02
1085	0.468004584	4.35E-01	5.01E-01	3.31E-02
1086	0.46818766	4.35E-01	5.01E-01	3.31E-02
1087	0.468271464	4.35E-01	5.01E-01	3.31E-02
1088	0.468442529	4.35E-01	5.02E-01	3.31E-02
1089	0.468690366	4.36E-01	5.02E-01	3.30E-02
1090	0.468865633	4.36E-01	5.02E-01	0.032905538
1091	0.468826532	4.36E-01	5.02E-01	3.29E-02
1092	0.468681216	4.36E-01	5.01E-01	3.28E-02
1093	0.468682528	4.36E-01	5.02E-01	3.28E-02
1094	0.468782365	4.36E-01	5.02E-01	3.28E-02
1095	0.468820184	4.36E-01	5.02E-01	3.28E-02
1096	0.468771785	4.36E-01	5.02E-01	3.28E-02
1097	0.468739986	4.36E-01	5.01E-01	3.27E-02
1098	0.468861043	4.36E-01	5.02E-01	3.27E-02
1099	0.468904227	4.36E-01	5.02E-01	3.26E-02
1100	0.468662322	4.36E-01	5.01E-01	3.26E-02
1101	0.468361974	4.36E-01	5.01E-01	3.25E-02
1102	0.468144745	4.36E-01	5.01E-01	3.26E-02
1103	0.467927545	4.35E-01	5.01E-01	3.26E-02
1104	0.467631429	4.35E-01	5.00E-01	3.26E-02
1105	0.467271984	4.35E-01	5.00E-01	3.25E-02
1106	0.466856837	4.34E-01	4.99E-01	3.25E-02
1107	0.466360807	4.34E-01	4.99E-01	3.25E-02
1108	0.465597957	4.33E-01	4.98E-01	3.24E-02
1109	0.464828819	4.32E-01	4.97E-01	3.24E-02
1110	0.464098036	4.32E-01	4.96E-01	3.24E-02
1111	0.463358998	4.31E-01	4.96E-01	3.23E-02
1112	0.462452322	4.30E-01	4.95E-01	3.23E-02
1113	0.461251169	4.29E-01	4.93E-01	3.22E-02
1114	0.459981978	4.28E-01	4.92E-01	3.22E-02
1115	0.458689004	4.27E-01	4.91E-01	3.22E-02
1116	0.457405657	4.25E-01	4.90E-01	3.21E-02
1117	0.456477612	4.25E-01	4.88E-01	3.20E-02
1118	0.455414981	4.24E-01	4.87E-01	3.19E-02
1119	0.454523772	4.23E-01	4.86E-01	3.16E-02
1120	0.453536868	4.22E-01	4.85E-01	3.14E-02
1121	0.452329159	4.21E-01	4.83E-01	3.11E-02
1122	0.451016963	4.20E-01	4.82E-01	0.030919861
1123	0.450662643	4.20E-01	4.81E-01	3.08E-02
1124	0.450560689	4.20E-01	4.81E-01	3.06E-02
1125	0.450541139	4.20E-01	4.81E-01	3.05E-02
1126	0.450506866	4.20E-01	4.81E-01	3.03E-02
1127	0.450981349	4.21E-01	4.81E-01	3.02E-02
1128	0.451589942	4.21E-01	4.82E-01	0.030151155
1129	0.451840013	4.22E-01	4.82E-01	3.02E-02
1130	0.451850027	4.22E-01	4.82E-01	0.030319246
1131	0.452000052	4.22E-01	4.82E-01	3.04E-02
1132	0.4524104	4.22E-01	4.83E-01	3.05E-02
1133	0.452701211	4.22E-01	4.83E-01	3.06E-02
1134	0.452670723	4.22E-01	4.83E-01	3.07E-02
1135	0.452589691	4.22E-01	4.83E-01	3.08E-02
1136	0.452004671	4.21E-01	4.83E-01	3.09E-02
1137	0.45144242	4.20E-01	4.82E-01	0.030965082
1138	0.45072338	4.20E-01	4.82E-01	3.09E-02
1139	0.450085998	4.19E-01	4.81E-01	3.09E-02
1140	0.44968456	4.19E-01	4.81E-01	3.08E-02
1141	0.449325532	4.19E-01	4.80E-01	3.08E-02
1142	0.44877401	4.18E-01	4.79E-01	3.07E-02
1143	0.4481408	4.17E-01	4.79E-01	0.030642606
1144	0.447669476	4.17E-01	4.78E-01	3.06E-02
1145	0.44729346	4.17E-01	4.78E-01	3.07E-02
1146	0.447070807	4.16E-01	4.78E-01	3.06E-02
1147	0.446979642	4.16E-01	4.77E-01	3.05E-02
1148	0.44685021	4.16E-01	4.77E-01	3.04E-02
1149	0.446762562	4.16E-01	4.77E-01	3.04E-02
1150	0.446677446	4.16E-01	4.77E-01	3.03E-02
1151	0.446662873	4.16E-01	4.77E-01	3.03E-02
1152	0.446700126	4.17E-01	4.77E-01	3.02E-02
1153	0.44683376	4.17E-01	4.77E-01	3.02E-02
1154	0.44693327	4.17E-01	4.77E-01	3.03E-02
1155	0.446886867	4.17E-01	4.77E-01	3.03E-02
1156	0.446845263	4.17E-01	4.77E-01	3.03E-02
1157	0.446658731	4.16E-01	4.77E-01	3.03E-02
1158	0.44639352	4.16E-01	4.77E-01	3.03E-02
1159	0.446166903	4.16E-01	4.76E-01	3.03E-02
1160	0.445908666	4.16E-01	4.76E-01	3.03E-02
1161	0.445557058	4.15E-01	4.76E-01	3.03E-02
1162	0.44518435	4.15E-01	4.76E-01	3.04E-02
1163	0.444798291	4.14E-01	4.75E-01	3.04E-02
1164	0.444345593	4.14E-01	4.75E-01	3.04E-02
1165	0.443904281	4.13E-01	4.74E-01	3.04E-02
1166	0.443514973	4.13E-01	4.74E-01	3.05E-02
1167	0.44299072	4.13E-01	4.73E-01	3.05E-02
1168	0.442362428	4.12E-01	4.73E-01	3.05E-02
1169	0.441768736	4.11E-01	4.72E-01	3.04E-02
1170	0.441223145	4.11E-01	4.72E-01	3.04E-02
1171	0.440622658	4.10E-01	4.71E-01	3.04E-02
1172	0.439913213	4.10E-01	4.70E-01	3.04E-02
1173	0.439260185	4.09E-01	4.70E-01	3.04E-02
1174	0.438638896	4.08E-01	4.69E-01	3.04E-02
1175	0.438023388	4.08E-01	4.68E-01	0.030383825
1176	0.437273085	4.07E-01	4.68E-01	3.04E-02
1177	0.436566144	4.06E-01	4.67E-01	3.04E-02
1178	0.435788453	4.05E-01	4.66E-01	3.03E-02
1179	0.434998393	4.05E-01	4.65E-01	3.02E-02
1180	0.434312969	4.04E-01	4.64E-01	3.02E-02
1181	0.433666319	4.04E-01	4.64E-01	3.01E-02
1182	0.432959646	4.03E-01	4.63E-01	3.01E-02
1183	0.432292014	4.02E-01	4.62E-01	3.01E-02
1184	0.431609452	4.02E-01	4.62E-01	0.030033603
1185	0.430915594	4.01E-01	4.61E-01	3.00E-02
1186	0.430318654	4.00E-01	4.60E-01	3.00E-02
1187	0.429757237	4.00E-01	4.60E-01	3.00E-02
1188	0.429268897	3.99E-01	4.59E-01	0.029957416
1189	0.428934485	3.99E-01	4.59E-01	0.029948877
1190	0.428599566	3.99E-01	4.59E-01	2.99E-02
1191	0.428262383	3.98E-01	4.58E-01	2.99E-02
1192	0.427964419	3.98E-01	4.58E-01	2.99E-02
1193	0.427555203	3.98E-01	4.57E-01	2.99E-02
1194	0.427106619	3.97E-01	4.57E-01	2.99E-02
1195	0.426913977	3.97E-01	4.57E-01	2.99E-02
1196	0.426687449	3.97E-01	4.57E-01	0.029906528
1197	0.426524401	3.97E-01	4.56E-01	2.99E-02
1198	0.426370054	3.96E-01	4.56E-01	2.99E-02
1199	0.426240653	3.96E-01	4.56E-01	2.99E-02
1200	0.426117301	3.96E-01	4.56E-01	2.99E-02
1201	0.426142067	3.96E-01	4.56E-01	0.029887818
1202	0.426247656	3.96E-01	4.56E-01	2.99E-02
1203	0.426487982	3.97E-01	4.56E-01	2.99E-02
1204	0.426752448	3.97E-01	4.57E-01	2.99E-02
1205	0.4270024	3.97E-01	4.57E-01	2.99E-02
1206	0.427189887	3.97E-01	4.57E-01	2.99E-02
1207	0.42743811	3.97E-01	4.57E-01	2.99E-02
1208	0.427640766	3.98E-01	4.58E-01	2.99E-02
1209	0.427914739	3.98E-01	4.58E-01	3.00E-02
1210	0.428297371	3.98E-01	4.58E-01	3.00E-02
1211	0.428756177	3.99E-01	4.59E-01	3.00E-02
1212	0.429387122	3.99E-01	4.59E-01	3.00E-02
1213	0.430009395	4.00E-01	4.60E-01	3.01E-02
1214	0.430662632	4.01E-01	4.61E-01	3.01E-02
1215	0.431309819	4.01E-01	4.62E-01	0.030212952
1216	0.432066649	4.02E-01	4.62E-01	0.030217495
1217	0.432819158	4.03E-01	4.63E-01	3.02E-02
1218	0.433713794	4.03E-01	4.64E-01	3.03E-02
1219	0.434627175	4.04E-01	4.65E-01	3.04E-02
1220	0.435540169	4.05E-01	4.66E-01	3.05E-02
1221	0.436454624	4.06E-01	4.67E-01	3.05E-02
1222	0.43743071	4.07E-01	4.68E-01	3.06E-02
1223	0.43849811	4.08E-01	4.69E-01	3.06E-02
1224	0.439568311	4.09E-01	4.70E-01	0.030621238
1225	0.44059208	4.10E-01	4.71E-01	3.07E-02
1226	0.441596508	4.11E-01	4.72E-01	0.030741885
1227	0.442473441	4.12E-01	4.73E-01	3.08E-02
1228	0.443375468	4.12E-01	4.74E-01	3.09E-02
1229	0.444253623	4.13E-01	4.75E-01	0.030921496
1230	0.445173115	4.14E-01	4.76E-01	3.10E-02
1231	0.446081549	4.15E-01	4.77E-01	3.10E-02
1232	0.447051018	4.16E-01	4.78E-01	3.11E-02
1233	0.448034286	4.17E-01	4.79E-01	3.11E-02
1234	0.448951244	4.18E-01	4.80E-01	3.12E-02
1235	0.449740142	4.19E-01	4.81E-01	3.12E-02
1236	0.450471163	4.19E-01	4.82E-01	3.13E-02
1237	0.451192498	4.20E-01	4.83E-01	3.13E-02
1238	0.451869309	4.21E-01	4.83E-01	3.14E-02
1239	0.452576131	4.21E-01	4.84E-01	3.14E-02
1240	0.453270286	4.22E-01	4.85E-01	3.14E-02
1241	0.453930795	4.22E-01	4.85E-01	0.031451903
1242	0.454529524	4.23E-01	4.86E-01	3.15E-02
1243	0.45514524	4.24E-01	4.87E-01	3.15E-02
1244	0.455751628	4.24E-01	4.87E-01	3.16E-02
1245	0.456402034	4.25E-01	4.88E-01	0.031597476
1246	0.456993133	4.25E-01	4.89E-01	3.16E-02
1247	0.457561523	4.26E-01	4.89E-01	3.17E-02
1248	0.458047807	4.26E-01	4.90E-01	3.17E-02
1249	0.458544403	4.27E-01	4.90E-01	0.031735647
1250	0.459008604	4.27E-01	4.91E-01	3.17E-02
1251	0.459490657	4.28E-01	4.91E-01	3.18E-02
1252	0.459919393	4.28E-01	4.92E-01	3.17E-02
1253	0.460362971	4.29E-01	4.92E-01	3.18E-02
1254	0.460817933	4.29E-01	4.93E-01	3.18E-02
1255	0.461149096	4.29E-01	4.93E-01	3.19E-02
1256	0.461404532	4.30E-01	4.93E-01	3.18E-02
1257	0.461630136	4.30E-01	4.93E-01	3.18E-02
1258	0.461982161	4.30E-01	4.94E-01	3.18E-02
1259	0.462335259	4.31E-01	4.94E-01	3.18E-02
1260	0.462690622	4.31E-01	4.95E-01	0.031879298
1261	0.463056624	4.31E-01	4.95E-01	3.19E-02
1262	0.463484079	4.32E-01	4.95E-01	3.20E-02
1263	0.463919163	4.32E-01	4.96E-01	3.19E-02
1264	0.464356601	4.32E-01	4.96E-01	3.20E-02
1265	0.464801043	4.33E-01	4.97E-01	3.20E-02
1266	0.465161532	4.33E-01	4.97E-01	3.20E-02
1267	0.465460628	4.34E-01	4.97E-01	3.19E-02
1268	0.465858608	4.34E-01	4.98E-01	3.19E-02
1269	0.466225356	4.34E-01	4.98E-01	3.20E-02
1270	0.466579437	4.35E-01	4.99E-01	3.20E-02
1271	0.46680665	4.35E-01	4.99E-01	3.20E-02
1272	0.467043459	4.35E-01	4.99E-01	0.031937238
1273	0.467368782	4.35E-01	4.99E-01	3.19E-02
1274	0.467668772	4.36E-01	5.00E-01	3.19E-02
1275	0.468004823	4.36E-01	5.00E-01	3.20E-02
1276	0.468233556	4.36E-01	5.00E-01	3.20E-02
1277	0.468463451	4.36E-01	5.00E-01	3.20E-02
1278	0.468658686	4.37E-01	5.01E-01	3.20E-02
1279	0.468863666	4.37E-01	5.01E-01	3.20E-02
1280	0.469024122	4.37E-01	5.01E-01	3.20E-02
1281	0.469352216	4.37E-01	5.01E-01	3.21E-02
1282	0.469646811	4.38E-01	5.02E-01	3.21E-02
1283	0.469982386	4.38E-01	5.02E-01	3.21E-02
1284	0.470255315	4.38E-01	5.02E-01	3.21E-02
1285	0.470417559	4.38E-01	5.03E-01	3.22E-02
1286	0.470575958	4.38E-01	5.03E-01	0.032174751
1287	0.470638961	4.38E-01	5.03E-01	3.22E-02
1288	0.470701903	4.38E-01	5.03E-01	3.22E-02
1289	0.470896304	4.39E-01	5.03E-01	3.23E-02
1290	0.471106261	4.39E-01	5.03E-01	3.23E-02
1291	0.471294343	4.39E-01	5.04E-01	3.23E-02
1292	0.471447885	4.39E-01	5.04E-01	3.23E-02
1293	0.471591532	4.39E-01	5.04E-01	3.23E-02
1294	0.471739113	4.39E-01	5.04E-01	0.032350693
