Wavelength	woodstrw.mn	std-	std+	woodstrw.st
2281	0.282334685	2.25E-01	3.40E-01	5.72E-02
2282	0.282569557	2.25E-01	3.40E-01	5.76E-02
2283	0.282907724	2.25E-01	3.41E-01	5.81E-02
2284	0.283097863	2.25E-01	3.41E-01	5.80E-02
2285	0.283578575	2.26E-01	3.42E-01	5.79E-02
2286	0.283993244	2.26E-01	3.42E-01	5.77E-02
2287	0.284203172	2.26E-01	3.42E-01	5.80E-02
2288	0.284880012	2.26E-01	3.43E-01	5.85E-02
2289	0.285427839	2.27E-01	3.44E-01	5.87E-02
2290	0.285800725	2.27E-01	3.45E-01	5.88E-02
2291	0.286134213	2.28E-01	3.45E-01	5.86E-02
2292	0.286362857	2.28E-01	3.45E-01	0.058438454
2293	0.286115289	2.28E-01	3.44E-01	5.82E-02
2294	0.285660237	2.27E-01	3.44E-01	5.82E-02
2295	0.286041647	2.28E-01	3.44E-01	5.80E-02
2296	0.286583275	2.29E-01	3.44E-01	0.057655182
2297	0.286766887	2.29E-01	3.45E-01	0.057765394
2298	0.286902487	2.29E-01	3.45E-01	5.80E-02
2299	0.2864981	2.28E-01	3.45E-01	5.83E-02
2300	0.286021352	2.28E-01	3.44E-01	5.84E-02
2301	0.285577565	2.27E-01	3.44E-01	5.83E-02
2302	0.285190523	2.27E-01	3.44E-01	0.058421966
2303	0.284915268	2.26E-01	3.43E-01	5.85E-02
2304	0.284674793	2.26E-01	3.43E-01	5.85E-02
2305	0.284118026	2.26E-01	3.43E-01	5.86E-02
2306	0.283370703	2.25E-01	3.42E-01	5.86E-02
2307	0.282659709	2.25E-01	3.41E-01	5.81E-02
2308	0.28211081	2.24E-01	3.40E-01	5.77E-02
2309	0.28137809	2.24E-01	3.39E-01	5.77E-02
2310	0.28054297	2.23E-01	3.38E-01	5.78E-02
2311	0.280097544	2.22E-01	3.38E-01	5.78E-02
2312	0.279914171	2.22E-01	3.38E-01	5.80E-02
2313	0.279522032	2.21E-01	3.38E-01	5.81E-02
2314	0.278997958	2.21E-01	3.37E-01	5.80E-02
2315	0.278017908	2.20E-01	3.36E-01	5.78E-02
2316	0.277008265	2.20E-01	3.34E-01	5.75E-02
2317	0.2763699	2.20E-01	3.33E-01	5.68E-02
2318	0.275609881	2.20E-01	3.32E-01	5.60E-02
2319	0.27504769	2.20E-01	3.31E-01	5.55E-02
2320	0.27449587	2.19E-01	3.30E-01	5.53E-02
2321	0.273673862	2.18E-01	3.29E-01	5.53E-02
2322	0.272985429	2.18E-01	3.28E-01	5.53E-02
2323	0.272697926	2.18E-01	3.28E-01	5.50E-02
2324	0.27198109	2.17E-01	3.27E-01	5.49E-02
2325	0.271118164	2.16E-01	3.26E-01	5.48E-02
2326	0.271068364	2.16E-01	3.26E-01	5.48E-02
2327	0.271022797	2.16E-01	3.26E-01	5.50E-02
2328	0.270850599	2.16E-01	3.26E-01	5.51E-02
2329	0.270822138	2.15E-01	3.26E-01	5.53E-02
2330	0.271455139	2.16E-01	3.27E-01	0.055557907
2331	0.272282511	2.17E-01	3.28E-01	5.56E-02
2332	0.272482365	2.17E-01	3.28E-01	5.56E-02
2333	0.272276521	2.17E-01	3.28E-01	5.58E-02
2334	0.27110821	2.15E-01	3.27E-01	5.58E-02
2335	0.269957393	2.14E-01	3.25E-01	5.55E-02
2336	0.270589083	2.15E-01	3.26E-01	5.54E-02
2337	0.271513909	2.16E-01	3.27E-01	5.55E-02
2338	0.271416306	2.16E-01	3.26E-01	5.51E-02
2339	0.271487415	2.17E-01	3.26E-01	5.45E-02
2340	0.272558808	2.18E-01	3.28E-01	5.50E-02
2341	0.273327559	2.18E-01	3.29E-01	5.57E-02
2342	0.27314204	2.17E-01	3.29E-01	5.58E-02
2343	0.273107439	2.17E-01	3.29E-01	0.055698887
2344	0.273060769	2.18E-01	3.28E-01	5.54E-02
2345	0.272680014	2.18E-01	3.28E-01	0.055139247
2346	0.272354603	2.16E-01	3.29E-01	5.63E-02
2347	0.272119373	2.15E-01	3.29E-01	5.74E-02
2348	0.271988451	2.15E-01	3.29E-01	5.74E-02
2349	0.272638202	2.15E-01	3.30E-01	5.78E-02
2350	0.273323655	2.16E-01	3.31E-01	0.057778925
2351	0.273709118	2.17E-01	3.31E-01	0.057022687
2352	0.274156064	2.18E-01	3.31E-01	5.66E-02
2353	0.274030268	2.17E-01	3.31E-01	5.69E-02
2354	0.273825169	2.17E-01	3.31E-01	5.71E-02
2355	0.274087965	2.17E-01	3.31E-01	5.73E-02
2356	0.274170548	2.17E-01	3.32E-01	5.75E-02
2357	0.27453512	2.17E-01	3.32E-01	5.71E-02
2358	0.274951279	2.18E-01	3.32E-01	0.056663804
2359	0.27531004	2.20E-01	3.31E-01	5.58E-02
2360	0.275886774	2.21E-01	3.31E-01	5.51E-02
2361	0.275956362	2.20E-01	3.32E-01	5.56E-02
2362	0.275428087	2.20E-01	3.31E-01	5.58E-02
2363	0.274794221	2.19E-01	3.31E-01	5.58E-02
2364	0.274448633	2.19E-01	3.30E-01	5.58E-02
2365	0.274064451	2.19E-01	3.29E-01	5.53E-02
2366	0.273674726	2.19E-01	3.29E-01	5.49E-02
2367	0.273767143	2.19E-01	3.29E-01	5.49E-02
2368	0.274107099	2.19E-01	3.29E-01	5.50E-02
2369	0.27453056	2.20E-01	3.29E-01	5.48E-02
2370	0.274581313	2.20E-01	3.29E-01	5.45E-02
2371	0.275012136	2.20E-01	3.30E-01	5.48E-02
2372	0.275929302	2.20E-01	3.32E-01	5.57E-02
2373	0.276052237	2.19E-01	3.33E-01	5.67E-02
2374	0.275608867	2.18E-01	3.33E-01	5.71E-02
2375	0.275631875	2.19E-01	3.33E-01	5.69E-02
2376	0.276207417	2.19E-01	3.33E-01	0.056965034
2377	0.276238918	2.19E-01	3.33E-01	5.72E-02
2378	0.276344061	2.19E-01	3.34E-01	0.0573285
2379	0.276508063	2.20E-01	3.33E-01	5.65E-02
2380	0.276102424	2.21E-01	3.31E-01	5.54E-02
2381	0.275663912	2.20E-01	3.31E-01	5.54E-02
2382	0.27507624	2.19E-01	3.31E-01	5.62E-02
2383	0.274791598	2.19E-01	3.31E-01	5.61E-02
2384	0.275154471	2.20E-01	3.31E-01	5.56E-02
2385	0.275434256	2.20E-01	3.31E-01	5.59E-02
2386	0.274975419	2.19E-01	3.31E-01	0.056200773
2387	0.27504763	2.18E-01	3.32E-01	5.69E-02
2388	0.275834709	2.18E-01	3.33E-01	5.77E-02
2389	0.276052266	2.18E-01	3.34E-01	5.81E-02
2390	0.27576071	2.17E-01	3.35E-01	5.88E-02
2391	0.275636405	2.16E-01	3.35E-01	5.92E-02
2392	0.275811166	2.17E-01	3.35E-01	5.89E-02
2393	0.274911642	2.16E-01	3.34E-01	5.86E-02
2394	0.273911446	2.16E-01	3.31E-01	5.74E-02
2395	0.273549289	2.17E-01	3.30E-01	5.64E-02
2396	0.272401273	2.17E-01	3.28E-01	5.57E-02
2397	0.271579266	2.16E-01	3.27E-01	5.52E-02
2398	0.271524847	2.16E-01	3.27E-01	5.55E-02
2399	0.271351635	2.16E-01	3.27E-01	5.54E-02
2400	0.271897316	2.16E-01	3.27E-01	0.055551354
2401	0.272903621	2.17E-01	3.29E-01	0.056174099
2402	0.275209963	2.18E-01	3.32E-01	5.72E-02
2403	0.277044803	2.19E-01	3.35E-01	5.81E-02
2404	0.276841909	2.19E-01	3.35E-01	5.78E-02
2405	0.276616573	2.19E-01	3.34E-01	5.76E-02
2406	0.277372152	2.19E-01	3.35E-01	5.80E-02
2407	0.277969927	2.20E-01	3.36E-01	5.80E-02
2408	0.276435792	2.19E-01	3.34E-01	5.73E-02
2409	0.274494618	2.17E-01	3.32E-01	0.057142649
2410	0.274071127	2.17E-01	3.31E-01	5.66E-02
2411	0.274634421	2.19E-01	3.30E-01	5.56E-02
2412	0.275488615	2.21E-01	3.30E-01	5.46E-02
2413	0.275549293	2.22E-01	3.29E-01	5.36E-02
2414	0.274857461	2.22E-01	3.28E-01	5.31E-02
2415	0.274251103	2.21E-01	3.27E-01	5.29E-02
2416	0.27254191	2.19E-01	3.26E-01	5.38E-02
2417	0.270839602	2.15E-01	3.26E-01	0.055342048
2418	0.269550383	2.15E-01	3.25E-01	5.50E-02
2419	0.26786682	2.14E-01	3.22E-01	5.39E-02
2420	0.266941994	2.14E-01	3.20E-01	5.31E-02
2421	0.266573757	2.14E-01	3.19E-01	5.23E-02
2422	0.266896009	2.13E-01	3.21E-01	5.42E-02
2423	0.267040312	2.10E-01	3.24E-01	5.72E-02
2424	0.267559886	2.12E-01	3.23E-01	5.59E-02
2425	0.268916667	2.15E-01	3.23E-01	0.053679071
2426	0.270854592	2.18E-01	3.24E-01	5.33E-02
2427	0.272587091	2.19E-01	3.26E-01	5.35E-02
2428	0.271602988	2.17E-01	3.26E-01	0.054248434
2429	0.269469738	2.15E-01	3.24E-01	5.42E-02
2430	0.266503245	2.13E-01	3.20E-01	5.35E-02
2431	0.264298916	2.09E-01	3.19E-01	5.49E-02
2432	0.262004286	2.07E-01	3.17E-01	5.53E-02
2433	0.2590729	2.04E-01	3.14E-01	5.49E-02
2434	0.257128626	2.02E-01	3.12E-01	5.47E-02
2435	0.254214346	2.00E-01	3.09E-01	5.47E-02
2436	0.253361702	1.99E-01	3.08E-01	5.48E-02
2437	0.254146248	2.00E-01	3.08E-01	5.39E-02
2438	0.255319506	2.02E-01	3.09E-01	5.36E-02
2439	0.25769186	2.03E-01	3.13E-01	5.50E-02
2440	0.258495986	2.03E-01	3.14E-01	0.055704802
2441	0.258125186	2.01E-01	3.16E-01	5.75E-02
2442	0.256672561	1.98E-01	3.15E-01	5.86E-02
2443	0.254046798	1.97E-01	3.11E-01	5.67E-02
2444	0.253017604	2.00E-01	3.07E-01	5.35E-02
2445	0.252994508	2.02E-01	3.04E-01	5.14E-02
2446	0.25110954	2.01E-01	3.02E-01	5.04E-02
2447	0.247306511	1.97E-01	2.98E-01	5.06E-02
2448	0.244202599	1.92E-01	2.96E-01	5.20E-02
2449	0.242920399	1.90E-01	2.96E-01	5.30E-02
2450	0.241730765	1.89E-01	2.95E-01	5.29E-02
2451	0.240444705	1.89E-01	2.92E-01	5.18E-02
2452	0.239391923	1.88E-01	2.91E-01	5.12E-02
2453	0.238479152	1.88E-01	2.89E-01	5.00E-02
2454	0.236984119	1.89E-01	2.85E-01	4.81E-02
2455	0.235012889	1.89E-01	2.81E-01	0.045534473
2456	0.233457267	1.88E-01	2.79E-01	4.53E-02
2457	0.232862398	1.86E-01	2.80E-01	4.66E-02
2458	0.233220741	1.86E-01	2.80E-01	4.71E-02
2459	0.236647829	1.89E-01	2.84E-01	4.76E-02
2460	0.240919679	1.92E-01	2.89E-01	4.84E-02
2461	0.242996395	1.93E-01	2.93E-01	0.04990992
2462	0.244184807	1.93E-01	2.95E-01	5.08E-02
2463	0.240354985	1.91E-01	2.89E-01	4.89E-02
2464	0.235506922	1.88E-01	2.83E-01	4.73E-02
2465	0.230383709	1.84E-01	2.77E-01	4.69E-02
2466	0.22648862	1.78E-01	2.75E-01	4.85E-02
2467	0.229972735	1.81E-01	2.79E-01	0.048972987
2468	0.232373819	1.84E-01	2.81E-01	4.88E-02
2469	0.234096497	1.83E-01	2.85E-01	5.08E-02
2470	0.236072928	1.83E-01	2.89E-01	5.31E-02
2471	0.233062521	1.81E-01	2.85E-01	5.19E-02
2472	0.230434686	1.79E-01	2.82E-01	5.15E-02
2473	0.231575266	1.82E-01	2.81E-01	4.99E-02
2474	0.232654512	1.85E-01	2.80E-01	4.74E-02
2475	0.229148999	1.80E-01	2.78E-01	4.91E-02
2476	0.224385843	1.73E-01	2.76E-01	5.17E-02
2477	0.223588631	1.71E-01	2.76E-01	5.27E-02
2478	0.224204168	1.68E-01	2.80E-01	5.62E-02
2479	0.225601017	1.68E-01	2.83E-01	5.73E-02
2480	0.227323622	1.69E-01	2.85E-01	5.78E-02
2481	0.218968824	1.63E-01	2.75E-01	5.63E-02
2482	0.209946305	1.51E-01	2.69E-01	5.86E-02
2483	0.223410621	1.63E-01	2.83E-01	5.99E-02
2484	0.241306409	1.78E-01	3.05E-01	6.35E-02
2485	0.244044304	1.89E-01	2.99E-01	5.52E-02
2486	0.248652145	1.93E-01	3.04E-01	0.055472944
2487	0.260313243	2.05E-01	3.16E-01	5.54E-02
2488	0.267499685	2.07E-01	3.28E-01	6.04E-02
2489	0.247303694	1.89E-01	3.05E-01	5.80E-02
2490	0.222832456	1.63E-01	2.83E-01	6.00E-02
2491	0.213317916	1.51E-01	2.76E-01	6.23E-02
2492	0.210923404	1.37E-01	2.85E-01	7.38E-02
2493	0.21333991	1.46E-01	2.81E-01	6.74E-02
2494	0.22050117	1.50E-01	2.91E-01	7.06E-02
2495	0.232957765	1.60E-01	3.06E-01	0.072948195
2496	0.237898782	1.65E-01	3.11E-01	7.33E-02
2497	0.2406995	1.65E-01	3.16E-01	7.54E-02
2498	0.251351595	1.66E-01	3.37E-01	8.52E-02
2499	0.261926919	1.76E-01	3.48E-01	8.56E-02
2500	0.267281651	1.71E-01	3.64E-01	9.67E-02
