Wavelength	woodstrw.mn	std-	std+	woodstrw.st
350	7.91E-02	6.03E-02	9.78E-02	1.87E-02
351	7.90E-02	6.02E-02	9.78E-02	1.88E-02
352	7.90E-02	6.03E-02	9.76E-02	1.86E-02
353	7.91E-02	6.05E-02	9.76E-02	1.86E-02
354	0.079186887	6.07E-02	9.77E-02	1.85E-02
355	7.93E-02	6.09E-02	9.77E-02	1.84E-02
356	7.90E-02	6.06E-02	9.73E-02	1.84E-02
357	7.89E-02	6.06E-02	9.72E-02	1.83E-02
358	7.89E-02	6.08E-02	9.71E-02	1.82E-02
359	7.91E-02	6.09E-02	9.74E-02	1.82E-02
360	7.90E-02	6.08E-02	9.73E-02	1.82E-02
361	7.89E-02	6.06E-02	9.72E-02	1.83E-02
362	7.90E-02	6.06E-02	9.74E-02	1.84E-02
363	7.91E-02	6.06E-02	9.76E-02	1.85E-02
364	0.07919158	6.06E-02	9.77E-02	1.85E-02
365	7.92E-02	6.07E-02	9.77E-02	1.85E-02
366	7.93E-02	6.08E-02	9.77E-02	1.85E-02
367	7.92E-02	6.08E-02	9.76E-02	1.84E-02
368	7.91E-02	6.06E-02	9.75E-02	1.84E-02
369	7.92E-02	6.09E-02	9.76E-02	1.84E-02
370	7.92E-02	6.10E-02	9.75E-02	1.83E-02
371	7.92E-02	6.10E-02	9.74E-02	1.82E-02
372	7.91E-02	6.09E-02	9.74E-02	1.82E-02
373	7.90E-02	6.08E-02	9.73E-02	1.82E-02
374	0.079156868	6.09E-02	9.74E-02	1.83E-02
375	7.95E-02	6.11E-02	9.79E-02	1.84E-02
376	7.97E-02	6.12E-02	9.82E-02	1.85E-02
377	7.98E-02	6.12E-02	9.84E-02	1.86E-02
378	8.00E-02	6.14E-02	9.86E-02	1.86E-02
379	8.00E-02	6.14E-02	9.86E-02	1.86E-02
380	8.01E-02	6.15E-02	9.88E-02	1.86E-02
381	8.01E-02	6.15E-02	9.87E-02	1.86E-02
382	0.079707995	6.11E-02	9.83E-02	1.86E-02
383	8.01E-02	6.16E-02	9.87E-02	1.86E-02
384	8.05E-02	6.19E-02	9.92E-02	1.86E-02
385	8.07E-02	6.19E-02	9.94E-02	1.88E-02
386	8.09E-02	6.20E-02	9.98E-02	1.89E-02
387	8.10E-02	6.19E-02	1.00E-01	1.91E-02
388	8.11E-02	6.19E-02	1.00E-01	0.019252336
389	8.13E-02	6.20E-02	1.01E-01	1.93E-02
390	8.15E-02	6.22E-02	1.01E-01	1.93E-02
391	8.15E-02	6.23E-02	1.01E-01	1.93E-02
392	8.15E-02	6.23E-02	1.01E-01	1.93E-02
393	8.15E-02	6.22E-02	1.01E-01	1.93E-02
394	8.16E-02	6.23E-02	1.01E-01	1.93E-02
395	8.19E-02	6.25E-02	1.01E-01	1.94E-02
396	0.082191028	6.25E-02	1.02E-01	1.96E-02
397	8.25E-02	6.26E-02	1.02E-01	1.99E-02
398	8.27E-02	6.27E-02	1.03E-01	2.00E-02
399	0.082907498	6.27E-02	1.03E-01	2.02E-02
400	8.31E-02	6.28E-02	1.03E-01	2.02E-02
401	0.0831687	6.30E-02	1.03E-01	2.02E-02
402	8.32E-02	6.31E-02	1.03E-01	2.02E-02
403	8.32E-02	6.32E-02	1.03E-01	2.00E-02
404	8.32E-02	6.33E-02	1.03E-01	1.99E-02
405	8.32E-02	6.34E-02	1.03E-01	1.99E-02
406	8.33E-02	6.34E-02	1.03E-01	1.99E-02
407	8.35E-02	6.36E-02	1.03E-01	1.99E-02
408	8.37E-02	6.38E-02	1.04E-01	1.99E-02
409	8.38E-02	6.38E-02	1.04E-01	2.00E-02
410	8.40E-02	6.39E-02	1.04E-01	2.01E-02
411	8.42E-02	6.40E-02	1.04E-01	2.01E-02
412	8.42E-02	6.41E-02	1.04E-01	2.02E-02
413	8.43E-02	6.41E-02	1.04E-01	2.02E-02
414	8.44E-02	6.42E-02	1.05E-01	2.02E-02
415	8.46E-02	6.44E-02	1.05E-01	2.02E-02
416	8.47E-02	6.45E-02	1.05E-01	2.02E-02
417	8.48E-02	6.46E-02	1.05E-01	2.02E-02
418	8.49E-02	6.47E-02	1.05E-01	2.02E-02
419	8.51E-02	6.48E-02	1.05E-01	2.03E-02
420	8.52E-02	6.49E-02	1.06E-01	2.03E-02
421	8.54E-02	6.50E-02	1.06E-01	2.03E-02
422	8.55E-02	6.52E-02	1.06E-01	2.04E-02
423	8.57E-02	6.53E-02	1.06E-01	2.04E-02
424	8.59E-02	6.55E-02	1.06E-01	2.04E-02
425	8.60E-02	6.56E-02	1.06E-01	2.04E-02
426	8.61E-02	6.57E-02	1.06E-01	2.04E-02
427	8.62E-02	6.58E-02	1.07E-01	2.04E-02
428	8.63E-02	6.59E-02	1.07E-01	2.04E-02
429	8.66E-02	6.61E-02	1.07E-01	2.05E-02
430	8.68E-02	6.62E-02	1.07E-01	2.06E-02
431	0.086975172	6.63E-02	1.08E-01	2.07E-02
432	8.72E-02	6.64E-02	1.08E-01	2.08E-02
433	8.75E-02	6.66E-02	1.08E-01	0.020953681
434	8.77E-02	6.67E-02	1.09E-01	2.11E-02
435	8.79E-02	6.67E-02	1.09E-01	2.11E-02
436	8.79E-02	6.69E-02	1.09E-01	2.11E-02
437	8.81E-02	6.70E-02	1.09E-01	2.10E-02
438	8.83E-02	6.72E-02	1.09E-01	0.021044223
439	8.85E-02	6.74E-02	1.10E-01	2.11E-02
440	8.87E-02	6.75E-02	1.10E-01	2.11E-02
441	0.088825524	6.77E-02	1.10E-01	2.12E-02
442	0.089034729	6.78E-02	1.10E-01	2.13E-02
443	0.089212455	6.79E-02	1.11E-01	2.13E-02
444	8.94E-02	6.80E-02	1.11E-01	0.021356139
445	8.96E-02	6.82E-02	1.11E-01	2.14E-02
446	0.089761995	6.84E-02	1.11E-01	2.14E-02
447	8.99E-02	6.85E-02	1.11E-01	2.14E-02
448	9.02E-02	6.86E-02	1.12E-01	2.15E-02
449	9.03E-02	6.88E-02	1.12E-01	2.16E-02
450	9.06E-02	6.89E-02	1.12E-01	2.16E-02
451	0.09076035	6.91E-02	1.12E-01	2.16E-02
452	0.090924047	6.93E-02	1.13E-01	2.16E-02
453	9.11E-02	6.94E-02	1.13E-01	2.17E-02
454	9.13E-02	6.96E-02	1.13E-01	2.17E-02
455	9.15E-02	6.97E-02	1.13E-01	2.18E-02
456	9.17E-02	6.98E-02	1.14E-01	2.19E-02
457	9.19E-02	6.99E-02	1.14E-01	2.20E-02
458	9.21E-02	7.01E-02	1.14E-01	2.20E-02
459	9.23E-02	7.02E-02	1.14E-01	2.21E-02
460	9.25E-02	7.04E-02	1.15E-01	2.21E-02
461	9.27E-02	7.05E-02	1.15E-01	2.22E-02
462	9.29E-02	7.07E-02	1.15E-01	2.22E-02
463	9.31E-02	7.08E-02	1.15E-01	2.23E-02
464	9.32E-02	7.09E-02	1.15E-01	2.23E-02
465	9.33E-02	7.10E-02	1.16E-01	2.23E-02
466	9.35E-02	7.11E-02	1.16E-01	2.24E-02
467	0.093708262	7.13E-02	1.16E-01	2.24E-02
468	9.39E-02	7.14E-02	1.16E-01	2.25E-02
469	9.41E-02	7.15E-02	1.17E-01	2.26E-02
470	9.44E-02	7.17E-02	1.17E-01	2.27E-02
471	9.46E-02	7.18E-02	1.17E-01	2.28E-02
472	9.48E-02	7.19E-02	1.18E-01	2.28E-02
473	9.50E-02	7.20E-02	1.18E-01	2.29E-02
474	9.52E-02	7.22E-02	1.18E-01	2.30E-02
475	9.53E-02	7.23E-02	1.18E-01	2.30E-02
476	9.55E-02	7.24E-02	1.19E-01	2.31E-02
477	9.57E-02	7.26E-02	1.19E-01	2.31E-02
478	9.59E-02	7.27E-02	1.19E-01	2.32E-02
479	9.61E-02	7.28E-02	1.19E-01	2.33E-02
480	9.63E-02	7.29E-02	1.20E-01	2.33E-02
481	9.64E-02	7.31E-02	1.20E-01	2.33E-02
482	9.66E-02	7.32E-02	1.20E-01	2.34E-02
483	9.67E-02	7.34E-02	1.20E-01	2.33E-02
484	9.69E-02	7.35E-02	1.20E-01	2.34E-02
485	9.71E-02	7.37E-02	1.21E-01	0.023394825
486	9.73E-02	7.38E-02	1.21E-01	0.023478927
487	9.75E-02	7.39E-02	1.21E-01	2.36E-02
488	9.78E-02	7.40E-02	1.22E-01	2.38E-02
489	9.81E-02	7.42E-02	1.22E-01	2.39E-02
490	9.83E-02	7.43E-02	1.22E-01	2.40E-02
491	0.098430723	7.44E-02	1.22E-01	2.40E-02
492	9.86E-02	7.46E-02	1.23E-01	2.40E-02
493	9.87E-02	7.47E-02	1.23E-01	2.41E-02
494	9.89E-02	7.48E-02	1.23E-01	2.41E-02
495	9.92E-02	7.50E-02	1.23E-01	2.42E-02
496	9.94E-02	7.51E-02	1.24E-01	2.43E-02
497	9.95E-02	7.53E-02	1.24E-01	2.43E-02
498	9.97E-02	7.54E-02	1.24E-01	2.43E-02
499	9.99E-02	7.56E-02	1.24E-01	2.43E-02
500	0.10009414	7.57E-02	1.24E-01	2.44E-02
501	0.1003085	7.58E-02	1.25E-01	2.45E-02
502	0.100535937	7.60E-02	1.25E-01	2.46E-02
503	0.100773379	7.61E-02	1.25E-01	0.024664881
504	0.101004273	7.62E-02	1.26E-01	2.48E-02
505	0.101200335	7.64E-02	1.26E-01	2.48E-02
506	0.101375088	7.65E-02	1.26E-01	2.49E-02
507	0.101560779	7.67E-02	1.26E-01	2.49E-02
508	0.1017766	7.68E-02	1.27E-01	2.49E-02
509	0.101973288	7.70E-02	1.27E-01	2.50E-02
510	0.102186449	7.71E-02	1.27E-01	2.50E-02
511	0.102412716	7.73E-02	1.28E-01	2.51E-02
512	0.102571219	7.75E-02	1.28E-01	2.51E-02
513	0.10277012	7.76E-02	1.28E-01	2.51E-02
514	0.102986343	7.78E-02	1.28E-01	2.52E-02
515	0.103177905	7.80E-02	1.28E-01	2.52E-02
516	0.103387102	7.81E-02	1.29E-01	2.52E-02
517	0.103630304	7.83E-02	1.29E-01	2.54E-02
518	0.103925988	7.84E-02	1.29E-01	2.55E-02
519	0.104218319	7.86E-02	1.30E-01	2.56E-02
520	0.104475044	7.87E-02	1.30E-01	2.58E-02
521	0.104681365	7.88E-02	1.31E-01	2.58E-02
522	0.10487964	7.90E-02	1.31E-01	2.58E-02
523	0.105089545	7.92E-02	1.31E-01	0.025852645
524	0.105300158	7.94E-02	1.31E-01	2.59E-02
525	0.105480455	7.96E-02	1.31E-01	2.59E-02
526	0.105717763	7.98E-02	1.32E-01	0.025947955
527	0.105967216	8.00E-02	1.32E-01	2.60E-02
528	0.106208622	8.01E-02	1.32E-01	2.61E-02
529	0.106476702	8.02E-02	1.33E-01	2.62E-02
530	0.106696077	8.04E-02	1.33E-01	2.63E-02
531	0.10687986	8.06E-02	1.33E-01	2.63E-02
532	0.107067302	8.08E-02	1.33E-01	2.63E-02
533	0.107283279	8.09E-02	1.34E-01	2.63E-02
534	0.107524298	8.11E-02	1.34E-01	2.64E-02
535	0.107793517	8.13E-02	1.34E-01	2.65E-02
536	0.108017065	8.15E-02	1.35E-01	2.65E-02
537	0.108219557	8.16E-02	1.35E-01	2.66E-02
538	0.108423345	8.18E-02	1.35E-01	0.02660339
539	0.10866344	8.20E-02	1.35E-01	2.67E-02
540	0.108907238	8.22E-02	1.36E-01	2.67E-02
541	0.10914664	8.23E-02	1.36E-01	2.68E-02
542	0.109408118	8.25E-02	1.36E-01	2.69E-02
543	0.109654024	8.27E-02	1.37E-01	2.70E-02
544	0.109892122	8.28E-02	1.37E-01	0.027046887
545	0.110081337	8.30E-02	1.37E-01	2.71E-02
546	0.11031466	8.32E-02	1.37E-01	2.71E-02
547	0.110560685	8.34E-02	1.38E-01	2.72E-02
548	0.110808566	8.36E-02	1.38E-01	2.72E-02
549	0.111047283	8.37E-02	1.38E-01	0.027308028
550	0.111281954	8.39E-02	1.39E-01	2.74E-02
551	0.111510649	8.41E-02	1.39E-01	2.74E-02
552	0.111745924	8.43E-02	1.39E-01	2.75E-02
553	0.111972295	8.44E-02	1.40E-01	2.75E-02
554	0.112189777	8.46E-02	1.40E-01	2.76E-02
555	0.112391062	8.48E-02	1.40E-01	2.76E-02
556	0.112619817	8.50E-02	1.40E-01	2.76E-02
557	0.112837031	8.52E-02	1.41E-01	2.77E-02
558	0.113076873	8.53E-02	1.41E-01	2.77E-02
559	0.11333257	8.55E-02	1.41E-01	2.78E-02
560	0.113582037	8.57E-02	1.41E-01	2.79E-02
561	0.113845102	8.59E-02	1.42E-01	2.80E-02
562	0.114026964	8.60E-02	1.42E-01	2.80E-02
563	0.114228539	8.62E-02	1.42E-01	2.81E-02
564	0.114467658	8.64E-02	1.43E-01	2.81E-02
565	0.114680491	8.65E-02	1.43E-01	2.82E-02
566	0.114922732	8.67E-02	1.43E-01	2.82E-02
567	0.115164973	8.69E-02	1.43E-01	2.83E-02
568	0.115370095	8.70E-02	1.44E-01	2.83E-02
569	0.115607396	8.72E-02	1.44E-01	2.84E-02
570	0.115848005	8.74E-02	1.44E-01	2.85E-02
571	0.116074376	8.75E-02	1.45E-01	2.85E-02
572	0.116312511	8.77E-02	1.45E-01	2.86E-02
573	0.11652717	8.79E-02	1.45E-01	2.87E-02
574	0.116711348	8.80E-02	1.45E-01	2.87E-02
575	0.116926879	8.82E-02	1.46E-01	2.87E-02
576	0.117167048	8.84E-02	1.46E-01	2.88E-02
577	0.117398292	8.85E-02	1.46E-01	2.89E-02
578	0.117607281	8.87E-02	1.47E-01	2.89E-02
579	0.117845647	8.88E-02	1.47E-01	2.90E-02
580	0.118090369	8.90E-02	1.47E-01	0.029069971
581	0.118333198	8.92E-02	1.47E-01	2.91E-02
582	0.118514486	8.93E-02	1.48E-01	2.92E-02
583	0.118702099	8.95E-02	1.48E-01	2.92E-02
584	0.118901737	8.97E-02	1.48E-01	2.92E-02
585	0.119121641	8.99E-02	1.48E-01	2.92E-02
586	0.119309843	9.00E-02	1.49E-01	2.93E-02
587	0.119498573	9.02E-02	1.49E-01	2.93E-02
588	0.119746357	9.04E-02	1.49E-01	2.93E-02
589	0.11994721	9.05E-02	1.49E-01	2.94E-02
590	0.120175272	9.06E-02	1.50E-01	2.96E-02
591	0.12047147	9.08E-02	1.50E-01	2.97E-02
592	0.120641068	9.09E-02	1.50E-01	2.97E-02
593	0.120818809	9.11E-02	1.51E-01	2.97E-02
594	0.121021435	9.12E-02	1.51E-01	2.98E-02
595	0.121300496	9.14E-02	1.51E-01	2.99E-02
596	0.121536002	9.16E-02	1.51E-01	2.99E-02
597	0.121759623	9.17E-02	1.52E-01	3.00E-02
598	0.121974811	9.19E-02	1.52E-01	3.01E-02
599	0.122179702	9.20E-02	1.52E-01	3.02E-02
600	0.122415207	9.22E-02	1.53E-01	3.03E-02
601	0.122682892	9.23E-02	1.53E-01	3.04E-02
602	0.122965872	9.25E-02	1.53E-01	3.05E-02
603	0.123225547	9.26E-02	1.54E-01	3.06E-02
604	0.123455919	9.27E-02	1.54E-01	3.07E-02
605	0.123654827	9.28E-02	1.54E-01	3.08E-02
606	0.123856507	9.30E-02	1.55E-01	3.09E-02
607	0.124064267	9.31E-02	1.55E-01	3.09E-02
608	0.124283426	9.33E-02	1.55E-01	3.10E-02
609	0.124508113	9.35E-02	1.56E-01	3.11E-02
610	0.124723405	9.36E-02	1.56E-01	3.11E-02
611	0.124909803	9.38E-02	1.56E-01	3.11E-02
612	0.125099704	9.39E-02	1.56E-01	3.12E-02
613	0.12528348	9.41E-02	1.56E-01	3.12E-02
614	0.125471994	9.43E-02	1.57E-01	3.12E-02
615	0.125642329	9.45E-02	1.57E-01	3.12E-02
616	0.12583141	9.46E-02	1.57E-01	3.12E-02
617	0.126022086	9.48E-02	1.57E-01	3.12E-02
618	0.126233339	9.50E-02	1.57E-01	3.13E-02
619	0.126430124	9.52E-02	1.58E-01	3.13E-02
620	0.126609594	9.54E-02	1.58E-01	3.12E-02
621	0.126773745	9.55E-02	1.58E-01	3.12E-02
622	0.126951739	9.57E-02	1.58E-01	3.12E-02
623	0.127130896	9.59E-02	1.58E-01	3.12E-02
624	0.127305284	9.61E-02	1.59E-01	3.12E-02
625	0.127494827	9.63E-02	1.59E-01	3.12E-02
626	0.127692759	9.64E-02	1.59E-01	3.12E-02
627	0.127885178	9.66E-02	1.59E-01	3.13E-02
628	0.128018081	9.68E-02	1.59E-01	3.13E-02
629	0.12821582	9.69E-02	1.60E-01	3.13E-02
630	0.128419518	9.71E-02	1.60E-01	3.13E-02
631	0.128666922	9.73E-02	1.60E-01	3.14E-02
632	0.128875747	9.75E-02	1.60E-01	3.14E-02
633	0.129062355	9.77E-02	1.60E-01	3.14E-02
634	0.129228845	9.78E-02	1.61E-01	3.14E-02
635	0.129446134	9.80E-02	1.61E-01	3.14E-02
636	0.12962617	9.82E-02	1.61E-01	3.15E-02
637	0.12978448	9.83E-02	1.61E-01	3.15E-02
638	0.129988402	9.85E-02	1.61E-01	3.15E-02
639	0.130168974	9.86E-02	1.62E-01	3.15E-02
640	0.130381629	9.88E-02	1.62E-01	3.16E-02
641	0.13064374	9.90E-02	1.62E-01	3.17E-02
642	0.130847231	9.91E-02	1.63E-01	3.17E-02
643	0.131054133	9.93E-02	1.63E-01	3.18E-02
644	0.131286144	9.95E-02	1.63E-01	3.18E-02
645	0.131476283	9.96E-02	1.63E-01	3.19E-02
646	0.131703943	9.97E-02	1.64E-01	0.031995166
647	0.131964937	9.99E-02	1.64E-01	3.21E-02
648	0.132244289	1.00E-01	1.64E-01	3.22E-02
649	0.132515475	1.00E-01	1.65E-01	3.23E-02
650	0.132784307	1.00E-01	1.65E-01	3.24E-02
651	0.133060396	1.01E-01	1.66E-01	3.25E-02
652	0.133257568	1.01E-01	1.66E-01	0.032594196
653	0.133450061	1.01E-01	1.66E-01	0.032620907
654	0.133639827	1.01E-01	1.66E-01	3.26E-02
655	0.133942842	1.01E-01	1.67E-01	3.27E-02
656	0.134269968	1.01E-01	1.67E-01	3.29E-02
657	0.134564027	1.01E-01	1.68E-01	0.033106156
658	0.134747088	1.02E-01	1.68E-01	3.31E-02
659	0.1349549	1.02E-01	1.68E-01	3.31E-02
660	0.135180965	1.02E-01	1.68E-01	3.31E-02
661	0.135429963	1.02E-01	1.69E-01	0.033159964
662	0.13558957	1.02E-01	1.69E-01	0.033181407
663	0.135782033	1.03E-01	1.69E-01	3.32E-02
664	0.136038005	1.03E-01	1.69E-01	3.32E-02
665	0.136228621	1.03E-01	1.69E-01	3.33E-02
666	0.136437923	1.03E-01	1.70E-01	3.33E-02
667	0.136657476	1.03E-01	1.70E-01	3.33E-02
668	0.136912555	1.04E-01	1.70E-01	3.34E-02
669	0.137134314	1.04E-01	1.71E-01	3.34E-02
670	0.137344599	1.04E-01	1.71E-01	0.033454105
671	0.137576312	1.04E-01	1.71E-01	3.35E-02
672	0.137792856	1.04E-01	1.71E-01	3.36E-02
673	0.138011307	1.04E-01	1.72E-01	3.36E-02
674	0.138241485	1.05E-01	1.72E-01	0.033629049
675	0.138449281	1.05E-01	1.72E-01	0.033677515
676	0.13864319	1.05E-01	1.72E-01	3.37E-02
677	0.138856456	1.05E-01	1.73E-01	0.033746175
678	0.139114797	1.05E-01	1.73E-01	3.38E-02
679	0.139347196	1.06E-01	1.73E-01	3.38E-02
680	0.139570117	1.06E-01	1.73E-01	3.39E-02
681	0.139801949	1.06E-01	1.74E-01	0.033922616
682	0.140041545	1.06E-01	1.74E-01	3.40E-02
683	0.140281126	1.06E-01	1.74E-01	0.033978708
684	0.140541971	1.07E-01	1.75E-01	3.40E-02
685	0.140704945	1.07E-01	1.75E-01	3.39E-02
686	0.140930459	1.07E-01	1.75E-01	3.40E-02
687	0.141238198	1.07E-01	1.75E-01	0.034157321
688	0.141549662	1.07E-01	1.76E-01	0.034285769
689	0.141848594	1.07E-01	1.76E-01	3.44E-02
690	0.142127439	1.08E-01	1.77E-01	3.44E-02
691	0.142368913	1.08E-01	1.77E-01	3.44E-02
692	0.142661288	1.08E-01	1.77E-01	0.034442812
693	0.142970294	1.08E-01	1.77E-01	3.45E-02
694	0.143279538	1.09E-01	1.78E-01	3.45E-02
695	0.143565685	1.09E-01	1.78E-01	3.46E-02
696	0.143848225	1.09E-01	1.78E-01	3.46E-02
697	0.144134104	1.10E-01	1.79E-01	3.46E-02
698	0.144458935	1.10E-01	1.79E-01	3.47E-02
699	0.14476487	1.10E-01	1.79E-01	3.47E-02
700	0.145081207	1.10E-01	1.80E-01	3.48E-02
701	0.145422444	1.11E-01	1.80E-01	3.48E-02
702	0.1457261	1.11E-01	1.81E-01	3.49E-02
703	0.14602612	1.11E-01	1.81E-01	3.49E-02
704	0.146339834	1.11E-01	1.81E-01	3.50E-02
705	0.146650746	1.12E-01	1.82E-01	3.50E-02
706	0.146963745	1.12E-01	1.82E-01	3.50E-02
707	0.147282436	1.12E-01	1.82E-01	3.51E-02
708	0.147583336	1.12E-01	1.83E-01	3.51E-02
709	0.147908077	1.13E-01	1.83E-01	3.52E-02
710	0.148242444	1.13E-01	1.83E-01	3.52E-02
711	0.148534566	1.13E-01	1.84E-01	0.035240676
712	0.148833439	1.14E-01	1.84E-01	3.53E-02
713	0.149140909	1.14E-01	1.84E-01	3.53E-02
714	0.14946638	1.14E-01	1.85E-01	3.54E-02
715	0.149714708	1.14E-01	1.85E-01	3.54E-02
716	0.149993643	1.15E-01	1.85E-01	3.54E-02
717	0.150339872	1.15E-01	1.86E-01	3.55E-02
718	0.1506951	1.15E-01	1.86E-01	3.56E-02
719	0.151070818	1.15E-01	1.87E-01	0.035719346
720	0.151427105	1.16E-01	1.87E-01	3.58E-02
721	0.151690945	1.16E-01	1.87E-01	3.58E-02
722	0.151998714	1.16E-01	1.88E-01	3.58E-02
723	0.152358413	1.17E-01	1.88E-01	3.58E-02
724	0.152714744	1.17E-01	1.89E-01	3.59E-02
725	0.15300861	1.17E-01	1.89E-01	3.60E-02
726	0.153314471	1.17E-01	1.89E-01	3.60E-02
727	0.153632447	1.18E-01	1.90E-01	3.60E-02
728	0.153939411	1.18E-01	1.90E-01	3.61E-02
729	0.154271826	1.18E-01	1.90E-01	3.62E-02
730	0.154607907	1.18E-01	1.91E-01	3.62E-02
731	0.154974654	1.19E-01	1.91E-01	3.63E-02
732	0.155257672	1.19E-01	1.92E-01	3.63E-02
733	0.155529201	1.19E-01	1.92E-01	3.63E-02
734	0.155887499	1.20E-01	1.92E-01	3.64E-02
735	0.156191915	1.20E-01	1.93E-01	3.64E-02
736	0.156487942	1.20E-01	1.93E-01	3.65E-02
737	0.156758994	1.20E-01	1.93E-01	3.65E-02
738	0.157036453	1.20E-01	1.94E-01	3.65E-02
739	0.157329619	1.21E-01	1.94E-01	3.66E-02
740	0.157610923	1.21E-01	1.94E-01	3.67E-02
741	0.157972306	1.21E-01	1.95E-01	3.67E-02
742	0.15831542	1.22E-01	1.95E-01	3.68E-02
743	0.158627793	1.22E-01	1.95E-01	3.68E-02
744	0.158872962	1.22E-01	1.96E-01	3.69E-02
745	0.159161448	1.22E-01	1.96E-01	3.69E-02
746	0.15947023	1.23E-01	1.96E-01	3.70E-02
747	0.159762189	1.23E-01	1.97E-01	3.70E-02
748	0.160070941	1.23E-01	1.97E-01	3.71E-02
749	0.160373926	1.23E-01	1.97E-01	3.71E-02
750	0.160668999	1.23E-01	1.98E-01	3.72E-02
751	0.16096507	1.24E-01	1.98E-01	3.72E-02
752	0.161255181	1.24E-01	1.99E-01	0.037291232
753	0.161540017	1.24E-01	1.99E-01	3.73E-02
754	0.161820233	1.24E-01	1.99E-01	3.74E-02
755	0.162129626	1.25E-01	2.00E-01	3.75E-02
756	0.16242367	1.25E-01	2.00E-01	3.75E-02
757	0.162687182	1.25E-01	2.00E-01	3.74E-02
758	0.162656486	1.25E-01	2.00E-01	3.72E-02
759	0.162857994	1.26E-01	2.00E-01	3.72E-02
760	0.163497761	1.26E-01	2.01E-01	3.78E-02
761	0.163723946	1.26E-01	2.02E-01	3.78E-02
762	0.163981944	1.26E-01	2.02E-01	3.79E-02
763	0.164297298	1.26E-01	2.02E-01	3.80E-02
764	0.164690793	1.27E-01	2.03E-01	0.038103711
765	0.164993599	1.27E-01	2.03E-01	3.81E-02
766	0.165285856	1.27E-01	2.03E-01	3.82E-02
767	0.165626422	1.27E-01	2.04E-01	3.82E-02
768	0.165957555	1.28E-01	2.04E-01	3.82E-02
769	0.166266724	1.28E-01	2.05E-01	3.83E-02
770	0.166555718	1.28E-01	2.05E-01	3.83E-02
771	0.166824296	1.28E-01	2.05E-01	3.84E-02
772	0.167147562	1.29E-01	2.06E-01	3.84E-02
773	0.167466834	1.29E-01	2.06E-01	0.038491253
774	0.167730376	1.29E-01	2.06E-01	3.85E-02
775	0.168024182	1.29E-01	2.07E-01	3.86E-02
776	0.168333724	1.30E-01	2.07E-01	3.86E-02
777	0.168657452	1.30E-01	2.07E-01	0.038709644
778	0.168940529	1.30E-01	2.08E-01	3.88E-02
779	0.169226199	1.30E-01	2.08E-01	3.88E-02
780	0.169521794	1.31E-01	2.08E-01	3.89E-02
781	0.16982685	1.31E-01	2.09E-01	3.89E-02
782	0.170142502	1.31E-01	2.09E-01	3.90E-02
783	0.170479774	1.31E-01	2.10E-01	3.91E-02
784	0.170772299	1.32E-01	2.10E-01	3.91E-02
785	0.171082184	1.32E-01	2.10E-01	0.03919347
786	0.171405852	1.32E-01	2.11E-01	3.93E-02
787	0.17174384	1.32E-01	2.11E-01	3.93E-02
788	0.172006473	1.33E-01	2.11E-01	3.94E-02
789	0.172281623	1.33E-01	2.12E-01	3.94E-02
790	0.172587693	1.33E-01	2.12E-01	3.95E-02
791	0.17290473	1.33E-01	2.12E-01	3.96E-02
792	0.173227787	1.34E-01	2.13E-01	3.96E-02
793	0.173551202	1.34E-01	2.13E-01	3.97E-02
794	0.173850343	1.34E-01	2.14E-01	3.97E-02
795	0.174136385	1.34E-01	2.14E-01	3.98E-02
796	0.174431667	1.35E-01	2.14E-01	3.99E-02
797	0.174764678	1.35E-01	2.15E-01	3.99E-02
798	0.17507799	1.35E-01	2.15E-01	4.00E-02
799	0.175397515	1.35E-01	2.15E-01	4.01E-02
800	0.175726116	1.36E-01	2.16E-01	4.01E-02
801	0.176019296	1.36E-01	2.16E-01	4.02E-02
802	0.176341757	1.36E-01	2.17E-01	4.02E-02
803	0.176685333	1.36E-01	2.17E-01	4.03E-02
804	0.177017123	1.37E-01	2.17E-01	4.04E-02
805	0.177290529	1.37E-01	2.18E-01	4.04E-02
806	0.177553371	1.37E-01	2.18E-01	4.05E-02
807	0.177911624	1.37E-01	2.18E-01	4.06E-02
808	0.178198844	1.38E-01	2.19E-01	4.06E-02
809	0.178518653	1.38E-01	2.19E-01	4.07E-02
810	0.17890875	1.38E-01	2.20E-01	4.08E-02
811	0.179192752	1.38E-01	2.20E-01	4.08E-02
812	0.179481581	1.39E-01	2.20E-01	0.040918555
813	0.179786041	1.39E-01	2.21E-01	4.10E-02
814	0.180089816	1.39E-01	2.21E-01	4.11E-02
815	0.18035841	1.39E-01	2.21E-01	4.11E-02
816	0.18062456	1.39E-01	2.22E-01	4.12E-02
817	0.180965006	1.40E-01	2.22E-01	4.12E-02
818	0.181266725	1.40E-01	2.23E-01	4.13E-02
819	0.181607917	1.40E-01	2.23E-01	0.041335505
820	0.181995392	1.41E-01	2.23E-01	4.14E-02
821	0.182279214	1.41E-01	2.24E-01	4.15E-02
822	0.182564557	1.41E-01	2.24E-01	0.041530717
823	0.182849497	1.41E-01	2.24E-01	4.16E-02
824	0.183239892	1.42E-01	2.25E-01	4.17E-02
825	0.183588132	1.42E-01	2.25E-01	4.17E-02
826	0.183916613	1.42E-01	2.26E-01	4.18E-02
827	0.184215859	1.42E-01	2.26E-01	4.19E-02
