Wavelength	cheat.mn	std-	std+	cheat.st
822	0.231451198	1.97E-01	2.66E-01	3.42E-02
823	0.231965438	1.98E-01	2.66E-01	3.43E-02
824	0.232352376	1.98E-01	2.67E-01	3.44E-02
825	0.232697517	1.98E-01	2.67E-01	3.45E-02
826	0.233064339	1.99E-01	2.68E-01	3.45E-02
827	0.233527705	1.99E-01	2.68E-01	3.45E-02
828	0.233954638	1.99E-01	2.69E-01	3.46E-02
829	0.234384745	2.00E-01	2.69E-01	3.47E-02
830	0.234814808	2.00E-01	2.70E-01	3.47E-02
831	0.235289752	2.01E-01	2.70E-01	0.034783624
832	0.235690728	2.01E-01	2.71E-01	3.48E-02
833	0.236067846	2.01E-01	2.71E-01	0.034909327
834	0.236561552	2.02E-01	2.72E-01	3.50E-02
835	0.236958236	2.02E-01	2.72E-01	3.50E-02
836	0.237292409	2.02E-01	2.72E-01	3.51E-02
837	0.237702683	2.03E-01	2.73E-01	3.51E-02
838	0.238146514	2.03E-01	2.73E-01	3.52E-02
839	0.238569632	2.03E-01	2.74E-01	3.53E-02
840	0.238937095	2.04E-01	2.74E-01	3.53E-02
841	0.239353582	2.04E-01	2.75E-01	3.54E-02
842	0.239752412	2.04E-01	2.75E-01	3.54E-02
843	0.240129218	2.05E-01	2.76E-01	3.55E-02
844	0.240536302	2.05E-01	2.76E-01	3.56E-02
845	0.240951151	2.05E-01	2.77E-01	3.56E-02
846	0.24135828	2.06E-01	2.77E-01	0.035640262
847	0.241709352	2.06E-01	2.77E-01	3.57E-02
848	0.242088541	2.06E-01	2.78E-01	3.58E-02
849	0.24248296	2.07E-01	2.78E-01	3.58E-02
850	0.242873311	2.07E-01	2.79E-01	3.58E-02
851	0.243218243	2.07E-01	2.79E-01	3.59E-02
852	0.243604094	2.08E-01	2.80E-01	3.60E-02
853	0.244076237	2.08E-01	2.80E-01	3.59E-02
854	0.24440518	2.08E-01	2.80E-01	3.60E-02
855	0.244774148	2.09E-01	2.81E-01	0.036043681
856	0.245134532	2.09E-01	2.81E-01	3.62E-02
857	0.245426103	2.09E-01	2.82E-01	3.62E-02
858	0.245865569	2.10E-01	2.82E-01	3.63E-02
859	0.246335417	2.10E-01	2.83E-01	3.63E-02
860	0.246684194	2.10E-01	2.83E-01	3.63E-02
861	0.246986717	2.11E-01	2.83E-01	3.64E-02
862	0.247375205	2.11E-01	2.84E-01	3.64E-02
863	0.247823656	2.11E-01	2.84E-01	3.65E-02
864	0.248091936	2.12E-01	2.85E-01	3.66E-02
865	0.248438567	2.12E-01	2.85E-01	3.66E-02
866	0.248875394	2.12E-01	2.85E-01	3.66E-02
867	0.249311507	2.13E-01	2.86E-01	3.66E-02
868	0.249700174	2.13E-01	2.86E-01	3.67E-02
869	0.250052333	2.13E-01	2.87E-01	3.67E-02
870	0.250372857	2.14E-01	2.87E-01	3.68E-02
871	0.25071013	2.14E-01	2.88E-01	3.69E-02
872	0.251061916	2.14E-01	2.88E-01	3.69E-02
873	0.251363099	2.14E-01	2.88E-01	3.70E-02
874	0.251767665	2.15E-01	2.89E-01	3.70E-02
875	0.252114505	2.15E-01	2.89E-01	3.70E-02
876	0.252426714	2.15E-01	2.89E-01	3.70E-02
877	0.25267905	2.16E-01	2.90E-01	3.71E-02
878	0.252923608	2.16E-01	2.90E-01	3.72E-02
879	0.253249347	2.16E-01	2.90E-01	3.72E-02
880	0.253601283	2.16E-01	2.91E-01	3.73E-02
881	0.254004806	2.17E-01	2.91E-01	0.037297823
882	0.254380405	2.17E-01	2.92E-01	3.73E-02
883	0.254706621	2.17E-01	2.92E-01	3.74E-02
884	0.254933953	2.17E-01	2.92E-01	0.037435558
885	0.255263269	2.18E-01	2.93E-01	3.75E-02
886	0.255651891	2.18E-01	2.93E-01	3.75E-02
887	0.2559883	2.18E-01	2.94E-01	3.75E-02
888	0.256311923	2.19E-01	2.94E-01	3.76E-02
889	0.256664336	2.19E-01	2.94E-01	3.76E-02
890	0.256987959	2.19E-01	2.95E-01	3.77E-02
891	0.257214844	2.19E-01	2.95E-01	3.77E-02
892	0.257455111	2.20E-01	2.95E-01	3.78E-02
893	0.257733464	2.20E-01	2.96E-01	3.78E-02
894	0.257998616	2.20E-01	2.96E-01	3.78E-02
895	0.258189946	2.20E-01	2.96E-01	3.78E-02
896	0.258366585	2.21E-01	2.96E-01	3.78E-02
897	0.258829206	2.21E-01	2.97E-01	3.78E-02
898	0.259087324	2.21E-01	2.97E-01	3.78E-02
899	0.259316832	2.22E-01	2.97E-01	3.78E-02
900	0.259701997	2.22E-01	2.97E-01	3.77E-02
901	0.26002413	2.22E-01	2.98E-01	3.77E-02
902	0.260446966	2.23E-01	2.98E-01	3.78E-02
903	0.26097542	2.23E-01	2.99E-01	0.037988119
904	0.261162549	2.23E-01	2.99E-01	3.81E-02
905	0.261335284	2.23E-01	3.00E-01	3.82E-02
906	0.261573493	2.23E-01	3.00E-01	3.83E-02
907	0.261830956	2.24E-01	3.00E-01	3.82E-02
908	0.262233317	2.24E-01	3.00E-01	3.81E-02
909	0.262623847	2.25E-01	3.01E-01	3.81E-02
910	0.262791038	2.25E-01	3.01E-01	3.81E-02
911	0.263108671	2.25E-01	3.01E-01	3.82E-02
912	0.263432115	2.25E-01	3.02E-01	3.82E-02
913	0.263689667	2.25E-01	3.02E-01	0.038274597
914	0.263952374	2.26E-01	3.02E-01	3.83E-02
915	0.264296949	2.26E-01	3.03E-01	3.83E-02
916	0.264719158	2.26E-01	3.03E-01	3.83E-02
917	0.265100509	2.27E-01	3.03E-01	3.83E-02
918	0.265389025	2.27E-01	3.04E-01	3.84E-02
919	0.265703976	2.27E-01	3.04E-01	3.85E-02
920	0.266314507	2.28E-01	3.05E-01	3.86E-02
921	0.266564518	2.28E-01	3.05E-01	3.87E-02
922	0.266670734	2.28E-01	3.05E-01	3.88E-02
923	0.266773909	2.28E-01	3.06E-01	3.88E-02
924	0.267109901	2.28E-01	3.06E-01	3.88E-02
925	0.267298758	2.28E-01	3.06E-01	3.89E-02
926	0.267355382	2.28E-01	3.06E-01	3.90E-02
927	0.267535239	2.28E-01	3.07E-01	3.91E-02
928	0.267841786	2.29E-01	3.07E-01	0.039083119
929	0.268107921	2.29E-01	3.07E-01	3.91E-02
930	0.267780572	2.29E-01	3.07E-01	3.90E-02
931	0.268137217	2.29E-01	3.07E-01	3.88E-02
932	0.268654734	2.30E-01	3.07E-01	0.038649958
933	0.268918365	2.30E-01	3.07E-01	3.85E-02
934	0.269198596	2.31E-01	3.07E-01	3.82E-02
935	0.269508451	2.32E-01	3.07E-01	3.79E-02
936	0.26984185	2.32E-01	3.08E-01	3.78E-02
937	0.269785613	2.32E-01	3.08E-01	3.80E-02
938	0.270389259	2.32E-01	3.09E-01	3.83E-02
939	0.271143705	2.33E-01	3.10E-01	3.85E-02
940	0.270841449	2.32E-01	3.09E-01	3.86E-02
941	0.271175325	2.32E-01	3.10E-01	3.89E-02
942	0.271599144	2.33E-01	3.11E-01	3.91E-02
943	0.271846712	2.33E-01	3.11E-01	3.91E-02
944	0.272374809	2.33E-01	3.11E-01	3.89E-02
945	0.272980094	2.34E-01	3.12E-01	3.87E-02
946	0.273579597	2.35E-01	3.12E-01	3.86E-02
947	0.272805005	2.34E-01	3.11E-01	3.87E-02
948	0.273090392	2.34E-01	3.12E-01	3.87E-02
949	0.273995489	2.35E-01	3.13E-01	0.03887555
950	0.273964912	2.35E-01	3.13E-01	3.92E-02
951	0.273978233	2.35E-01	3.13E-01	3.92E-02
952	0.274250597	2.35E-01	3.13E-01	3.92E-02
953	0.275017977	2.36E-01	3.14E-01	3.90E-02
954	0.274998486	2.36E-01	3.14E-01	3.91E-02
955	0.275149852	2.36E-01	3.14E-01	3.92E-02
956	0.275763065	2.37E-01	3.15E-01	3.92E-02
957	0.276468366	2.37E-01	3.16E-01	0.039304793
958	0.276798397	2.37E-01	3.16E-01	0.039377749
959	0.276913673	2.37E-01	3.16E-01	0.039419312
960	0.27732265	2.38E-01	3.17E-01	3.94E-02
961	0.277256489	2.38E-01	3.17E-01	3.94E-02
962	0.277194172	2.38E-01	3.17E-01	0.039546363
963	0.277694404	2.38E-01	3.17E-01	3.95E-02
964	0.277815789	2.38E-01	3.17E-01	0.039518978
965	0.278027028	2.38E-01	3.18E-01	3.96E-02
966	0.27841875	2.39E-01	3.18E-01	3.97E-02
967	0.279080838	2.39E-01	3.19E-01	3.98E-02
968	0.279393315	2.40E-01	3.19E-01	3.99E-02
969	0.279412031	2.39E-01	3.19E-01	3.99E-02
970	0.279510617	2.39E-01	3.20E-01	4.01E-02
971	0.27983579	2.40E-01	3.20E-01	0.04019361
972	0.280186474	2.40E-01	3.20E-01	4.02E-02
973	0.28018862	2.40E-01	3.20E-01	4.02E-02
974	0.280491292	2.40E-01	3.21E-01	4.03E-02
975	0.280642867	2.40E-01	3.21E-01	0.040206142
976	0.280440003	2.40E-01	3.20E-01	4.00E-02
977	0.2809771	2.41E-01	3.21E-01	4.01E-02
978	0.281230539	2.41E-01	3.21E-01	4.01E-02
979	0.281350791	2.41E-01	3.21E-01	4.01E-02
980	0.281857282	2.42E-01	3.22E-01	4.03E-02
981	0.281839699	2.41E-01	3.22E-01	4.04E-02
982	0.281789273	2.41E-01	3.22E-01	4.04E-02
983	0.282430619	2.42E-01	3.23E-01	4.03E-02
984	0.28274259	2.42E-01	3.23E-01	4.04E-02
985	0.283034593	2.43E-01	3.24E-01	4.05E-02
986	0.283373922	2.43E-01	3.24E-01	0.040494654
987	0.283166736	2.42E-01	3.24E-01	4.07E-02
988	0.283012658	2.42E-01	3.24E-01	4.08E-02
989	0.283008426	2.42E-01	3.24E-01	4.07E-02
990	0.283422261	2.43E-01	3.24E-01	4.07E-02
991	0.283894002	2.43E-01	3.25E-01	4.07E-02
992	0.284295231	2.44E-01	3.25E-01	4.08E-02
993	0.284404069	2.44E-01	3.25E-01	4.09E-02
994	0.284551024	2.44E-01	3.26E-01	4.10E-02
995	0.284858137	2.44E-01	3.26E-01	4.10E-02
996	0.28527385	2.44E-01	3.26E-01	4.10E-02
997	0.285208791	2.44E-01	3.26E-01	4.10E-02
998	0.285283029	2.44E-01	3.26E-01	4.10E-02
999	0.285592467	2.45E-01	3.27E-01	4.10E-02
1000	0.28610608	2.45E-01	3.27E-01	4.13E-02
1001	0.28515631	2.42E-01	3.28E-01	4.32E-02
1002	0.285383165	2.42E-01	3.29E-01	0.04313362
1003	0.285747468	2.43E-01	3.29E-01	0.043173898
1004	0.286207378	2.43E-01	3.29E-01	4.32E-02
1005	0.286424696	2.43E-01	3.30E-01	4.33E-02
1006	0.28654325	2.43E-01	3.30E-01	4.33E-02
1007	0.286816508	2.43E-01	3.30E-01	4.33E-02
1008	0.287067831	2.44E-01	3.30E-01	0.043315053
1009	0.28718698	2.44E-01	3.31E-01	0.04336765
1010	0.28736636	2.44E-01	3.31E-01	4.35E-02
1011	0.287680089	2.44E-01	3.31E-01	4.37E-02
1012	0.288032711	2.44E-01	3.32E-01	4.36E-02
1013	0.288399696	2.45E-01	3.32E-01	4.35E-02
1014	0.28870225	2.45E-01	3.32E-01	4.34E-02
1015	0.288807839	2.45E-01	3.32E-01	4.33E-02
1016	0.288910836	2.46E-01	3.32E-01	4.33E-02
1017	0.289278805	2.46E-01	3.33E-01	4.34E-02
1018	0.289678514	2.46E-01	3.33E-01	4.35E-02
1019	0.289886177	2.46E-01	3.33E-01	4.35E-02
1020	0.290081263	2.47E-01	3.34E-01	4.35E-02
1021	0.290422946	2.47E-01	3.34E-01	0.043452576
1022	0.290635854	2.47E-01	3.34E-01	0.043396246
1023	0.29073447	2.47E-01	3.34E-01	4.34E-02
1024	0.290994495	2.48E-01	3.34E-01	4.35E-02
1025	0.291334748	2.48E-01	3.35E-01	4.35E-02
1026	0.291612566	2.48E-01	3.35E-01	4.35E-02
1027	0.291860074	2.48E-01	3.35E-01	4.35E-02
1028	0.292021215	2.48E-01	3.36E-01	4.36E-02
1029	0.292145818	2.48E-01	3.36E-01	4.37E-02
1030	0.292373091	2.49E-01	3.36E-01	4.36E-02
1031	0.292693019	2.49E-01	3.36E-01	0.043549757
1032	0.293180168	2.50E-01	3.37E-01	4.36E-02
1033	0.293584734	2.50E-01	3.37E-01	4.38E-02
1034	0.293705434	2.50E-01	3.37E-01	4.38E-02
1035	0.293763071	2.50E-01	3.38E-01	4.37E-02
1036	0.293900669	2.50E-01	3.38E-01	4.38E-02
1037	0.29409337	2.50E-01	3.38E-01	4.39E-02
1038	0.294430971	2.50E-01	3.38E-01	0.043954823
1039	0.29475975	2.51E-01	3.39E-01	4.39E-02
1040	0.294953316	2.51E-01	3.39E-01	4.39E-02
1041	0.295057446	2.51E-01	3.39E-01	0.043901339
1042	0.295284927	2.51E-01	3.39E-01	4.39E-02
1043	0.295608848	2.52E-01	3.40E-01	4.40E-02
1044	0.295945942	2.52E-01	3.40E-01	4.42E-02
1045	0.296280205	2.52E-01	3.40E-01	4.42E-02
1046	0.296356678	2.52E-01	3.40E-01	4.41E-02
1047	0.29650411	2.52E-01	3.41E-01	4.41E-02
1048	0.296674192	2.52E-01	3.41E-01	4.42E-02
1049	0.296702385	2.52E-01	3.41E-01	4.43E-02
1050	0.296820104	2.53E-01	3.41E-01	4.43E-02
1051	0.29703325	2.53E-01	3.41E-01	4.43E-02
1052	0.29725796	2.53E-01	3.42E-01	4.44E-02
1053	0.297418505	2.53E-01	3.42E-01	4.44E-02
1054	0.297531247	2.53E-01	3.42E-01	4.43E-02
1055	0.29777357	2.53E-01	3.42E-01	4.43E-02
1056	0.298126012	2.54E-01	3.42E-01	4.43E-02
1057	0.298467487	2.54E-01	3.43E-01	4.44E-02
1058	0.298741013	2.54E-01	3.43E-01	0.044485018
1059	0.298953205	2.54E-01	3.44E-01	4.46E-02
1060	0.299016953	2.54E-01	3.44E-01	4.47E-02
1061	0.299145341	2.55E-01	3.44E-01	4.46E-02
1062	0.299392313	2.55E-01	3.44E-01	4.46E-02
1063	0.29973647	2.55E-01	3.44E-01	4.47E-02
1064	0.300015926	2.55E-01	3.45E-01	4.48E-02
1065	0.300254285	2.55E-01	3.45E-01	4.48E-02
1066	0.300667703	2.56E-01	3.45E-01	0.044710498
1067	0.300973982	2.56E-01	3.46E-01	4.47E-02
1068	0.301086158	2.56E-01	3.46E-01	0.044710811
1069	0.301252902	2.56E-01	3.46E-01	4.48E-02
1070	0.301528573	2.57E-01	3.46E-01	4.47E-02
1071	0.301810205	2.57E-01	3.47E-01	4.47E-02
1072	0.301917583	2.57E-01	3.47E-01	4.47E-02
1073	0.30198738	2.57E-01	3.47E-01	0.044665553
1074	0.302008837	2.57E-01	3.47E-01	4.47E-02
1075	0.302063763	2.57E-01	3.47E-01	4.48E-02
1076	0.30238384	2.58E-01	3.47E-01	4.48E-02
1077	0.302721024	2.58E-01	3.47E-01	0.044714268
1078	0.302910656	2.58E-01	3.48E-01	4.47E-02
1079	0.303048491	2.58E-01	3.48E-01	4.48E-02
1080	0.303242475	2.58E-01	3.48E-01	4.48E-02
1081	0.303448737	2.59E-01	3.48E-01	4.48E-02
1082	0.303802788	2.59E-01	3.49E-01	4.48E-02
1083	0.304168373	2.59E-01	3.49E-01	4.47E-02
1084	0.304491282	2.60E-01	3.49E-01	0.044727024
1085	0.304728836	2.60E-01	3.49E-01	4.47E-02
1086	0.304985344	2.60E-01	3.50E-01	4.47E-02
1087	0.305206686	2.60E-01	3.50E-01	4.48E-02
1088	0.305452704	2.61E-01	3.50E-01	4.49E-02
1089	0.305595845	2.61E-01	3.50E-01	4.49E-02
1090	0.305656016	2.61E-01	3.50E-01	4.48E-02
1091	0.305784106	2.61E-01	3.51E-01	4.49E-02
1092	0.30595988	2.61E-01	3.51E-01	0.044969231
1093	0.30626604	2.61E-01	3.51E-01	4.49E-02
1094	0.306540221	2.62E-01	3.51E-01	4.48E-02
1095	0.306730419	2.62E-01	3.51E-01	4.47E-02
1096	0.30692938	2.62E-01	3.52E-01	4.47E-02
1097	0.307177275	2.62E-01	3.52E-01	4.48E-02
1098	0.307491183	2.63E-01	3.52E-01	4.47E-02
1099	0.307720035	2.63E-01	3.52E-01	4.47E-02
1100	0.307820797	2.63E-01	3.53E-01	4.47E-02
1101	0.30791387	2.63E-01	3.53E-01	4.48E-02
1102	0.308179587	2.63E-01	3.53E-01	4.48E-02
1103	0.308460385	2.64E-01	3.53E-01	4.48E-02
1104	0.308571726	2.64E-01	3.53E-01	0.04466413
1105	0.308607668	2.64E-01	3.53E-01	4.45E-02
1106	0.308762759	2.64E-01	3.53E-01	0.044474222
1107	0.308977187	2.64E-01	3.54E-01	4.45E-02
1108	0.309081733	2.64E-01	3.54E-01	4.46E-02
1109	0.309157729	2.64E-01	3.54E-01	4.47E-02
1110	0.309274524	2.65E-01	3.54E-01	4.47E-02
1111	0.30946359	2.65E-01	3.54E-01	4.46E-02
1112	0.309635133	2.65E-01	3.54E-01	4.45E-02
1113	0.309696496	2.65E-01	3.54E-01	4.44E-02
1114	0.309744298	2.65E-01	3.54E-01	4.44E-02
1115	0.310010672	2.66E-01	3.55E-01	4.45E-02
1116	0.310312897	2.66E-01	3.55E-01	4.46E-02
1117	0.31037122	2.66E-01	3.55E-01	4.45E-02
1118	0.310415685	2.66E-01	3.55E-01	4.44E-02
1119	0.310394883	2.66E-01	3.55E-01	4.45E-02
1120	0.310423404	2.66E-01	3.55E-01	4.45E-02
1121	0.311026156	2.67E-01	3.55E-01	4.43E-02
1122	0.311719567	2.68E-01	3.56E-01	4.41E-02
1123	0.311461151	2.68E-01	3.55E-01	4.38E-02
1124	0.311022907	2.67E-01	3.55E-01	4.36E-02
1125	0.31126672	2.68E-01	3.55E-01	4.35E-02
1126	0.311704606	2.68E-01	3.55E-01	0.043396208
1127	0.311912596	2.68E-01	3.55E-01	4.35E-02
1128	0.312003016	2.68E-01	3.56E-01	0.043803982
1129	0.312226951	2.68E-01	3.56E-01	4.39E-02
1130	0.312673241	2.69E-01	3.56E-01	4.38E-02
1131	0.313057929	2.69E-01	3.57E-01	0.043786559
1132	0.313075304	2.69E-01	3.57E-01	4.38E-02
1133	0.313097775	2.69E-01	3.57E-01	4.39E-02
1134	0.313292623	2.69E-01	3.57E-01	4.38E-02
1135	0.313471377	2.70E-01	3.57E-01	4.38E-02
1136	0.313765973	2.70E-01	3.58E-01	4.39E-02
1137	0.314033926	2.70E-01	3.58E-01	4.40E-02
1138	0.314031273	2.70E-01	3.58E-01	0.044021338
1139	0.314043254	2.70E-01	3.58E-01	4.40E-02
1140	0.313986123	2.70E-01	3.58E-01	4.41E-02
1141	0.313928902	2.70E-01	3.58E-01	4.41E-02
1142	0.314045519	2.70E-01	3.58E-01	0.044130802
1143	0.314220816	2.70E-01	3.58E-01	4.41E-02
1144	0.314287037	2.70E-01	3.58E-01	4.40E-02
1145	0.314294994	2.71E-01	3.58E-01	4.37E-02
1146	0.314339012	2.71E-01	3.58E-01	4.36E-02
1147	0.314418226	2.71E-01	3.58E-01	0.043553963
1148	0.314415723	2.71E-01	3.58E-01	4.36E-02
1149	0.314344108	2.71E-01	3.58E-01	4.38E-02
1150	0.314281613	2.70E-01	3.58E-01	4.39E-02
1151	0.314262569	2.71E-01	3.58E-01	4.37E-02
1152	0.314245194	2.71E-01	3.58E-01	4.36E-02
1153	0.31420815	2.71E-01	3.58E-01	4.36E-02
1154	0.314177424	2.71E-01	3.58E-01	4.36E-02
1155	0.314205885	2.71E-01	3.58E-01	4.36E-02
1156	0.314231455	2.71E-01	3.58E-01	4.36E-02
1157	0.314207494	2.71E-01	3.58E-01	4.37E-02
1158	0.314114958	2.70E-01	3.58E-01	4.37E-02
1159	0.314140379	2.70E-01	3.58E-01	4.37E-02
1160	0.314147502	2.70E-01	3.58E-01	4.37E-02
1161	0.314226508	2.71E-01	3.58E-01	4.37E-02
1162	0.314329028	2.71E-01	3.58E-01	4.37E-02
1163	0.314402163	2.71E-01	3.58E-01	4.37E-02
1164	0.314406663	2.71E-01	3.58E-01	4.37E-02
1165	0.314403683	2.71E-01	3.58E-01	0.043725386
1166	0.314423323	2.71E-01	3.58E-01	4.37E-02
1167	0.314400613	2.71E-01	3.58E-01	4.37E-02
1168	0.314396799	2.71E-01	3.58E-01	4.37E-02
1169	0.314400911	2.71E-01	3.58E-01	4.37E-02
1170	0.314423978	2.71E-01	3.58E-01	4.37E-02
1171	0.314427137	2.71E-01	3.58E-01	0.043676171
1172	0.314499706	2.71E-01	3.58E-01	4.37E-02
1173	0.314599395	2.71E-01	3.58E-01	0.043723214
1174	0.314626634	2.71E-01	3.58E-01	4.37E-02
1175	0.314653635	2.71E-01	3.58E-01	4.36E-02
1176	0.314644068	2.71E-01	3.58E-01	0.043602355
1177	0.314666271	2.71E-01	3.58E-01	4.36E-02
1178	0.314749539	2.71E-01	3.58E-01	4.36E-02
1179	0.314844489	2.71E-01	3.58E-01	4.36E-02
1180	0.314845622	2.71E-01	3.58E-01	4.36E-02
1181	0.314812124	2.71E-01	3.58E-01	4.36E-02
1182	0.314744681	2.71E-01	3.58E-01	4.36E-02
1183	0.314709932	2.71E-01	3.58E-01	4.35E-02
1184	0.314748496	2.71E-01	3.58E-01	4.35E-02
1185	0.314854681	2.71E-01	3.58E-01	4.35E-02
1186	0.314944565	2.71E-01	3.58E-01	4.35E-02
1187	0.314925641	2.71E-01	3.58E-01	4.35E-02
1188	0.314918458	2.71E-01	3.58E-01	4.35E-02
1189	0.314946413	2.72E-01	3.58E-01	4.34E-02
1190	0.314977974	2.72E-01	3.58E-01	4.34E-02
1191	0.315072507	2.72E-01	3.58E-01	4.34E-02
1192	0.315204889	2.72E-01	3.59E-01	4.34E-02
1193	0.315288872	2.72E-01	3.59E-01	4.34E-02
1194	0.315340579	2.72E-01	3.59E-01	4.33E-02
1195	0.315401226	2.72E-01	3.59E-01	4.34E-02
1196	0.315425426	2.72E-01	3.59E-01	4.34E-02
1197	0.315479279	2.72E-01	3.59E-01	0.043436661
1198	0.315540254	2.72E-01	3.59E-01	4.34E-02
1199	0.3156313	2.72E-01	3.59E-01	4.34E-02
1200	0.315736949	2.72E-01	3.59E-01	4.34E-02
1201	0.315841526	2.72E-01	3.59E-01	4.34E-02
1202	0.31595239	2.73E-01	3.59E-01	4.33E-02
1203	0.316098273	2.73E-01	3.59E-01	4.33E-02
1204	0.316195399	2.73E-01	3.60E-01	4.33E-02
1205	0.316305578	2.73E-01	3.60E-01	4.33E-02
1206	0.316411644	2.73E-01	3.60E-01	4.33E-02
1207	0.316542983	2.73E-01	3.60E-01	4.34E-02
1208	0.316606969	2.73E-01	3.60E-01	4.34E-02
1209	0.316711426	2.73E-01	3.60E-01	4.34E-02
1210	0.316827863	2.73E-01	3.60E-01	4.34E-02
1211	0.316994101	2.74E-01	3.60E-01	0.043362383
1212	0.317246765	2.74E-01	3.61E-01	4.34E-02
1213	0.31748569	2.74E-01	3.61E-01	4.34E-02
1214	0.317746669	2.74E-01	3.61E-01	4.34E-02
1215	0.318008929	2.75E-01	3.61E-01	4.34E-02
1216	0.318237156	2.75E-01	3.62E-01	4.34E-02
1217	0.318446845	2.75E-01	3.62E-01	4.35E-02
1218	0.318730265	2.75E-01	3.62E-01	4.35E-02
1219	0.319021106	2.75E-01	3.63E-01	4.35E-02
1220	0.31936267	2.76E-01	3.63E-01	4.35E-02
1221	0.319734842	2.76E-01	3.63E-01	4.35E-02
1222	0.320057958	2.76E-01	3.64E-01	4.36E-02
1223	0.320389777	2.77E-01	3.64E-01	4.36E-02
1224	0.320705265	2.77E-01	3.64E-01	4.36E-02
1225	0.320996851	2.77E-01	3.65E-01	4.35E-02
1226	0.321337461	2.78E-01	3.65E-01	4.35E-02
1227	0.321637899	2.78E-01	3.65E-01	0.043578278
1228	0.321980357	2.78E-01	3.66E-01	4.36E-02
1229	0.322350591	2.79E-01	3.66E-01	4.37E-02
1230	0.322733372	2.79E-01	3.67E-01	4.38E-02
1231	0.323040992	2.79E-01	3.67E-01	4.38E-02
1232	0.323383957	2.80E-01	3.67E-01	4.39E-02
1233	0.323774159	2.80E-01	3.68E-01	4.39E-02
1234	0.32413137	2.80E-01	3.68E-01	4.39E-02
1235	0.324409157	2.81E-01	3.68E-01	0.043898769
1236	0.324646682	2.81E-01	3.69E-01	0.04392498
1237	0.324984103	2.81E-01	3.69E-01	4.40E-02
1238	0.325301349	2.81E-01	3.69E-01	4.40E-02
1239	0.325558931	2.82E-01	3.70E-01	0.044004813
1240	0.325785786	2.82E-01	3.70E-01	0.043973297
1241	0.326123089	2.82E-01	3.70E-01	4.40E-02
1242	0.326478392	2.82E-01	3.71E-01	4.41E-02
1243	0.326836735	2.83E-01	3.71E-01	4.41E-02
1244	0.327155143	2.83E-01	3.71E-01	4.41E-02
1245	0.327491611	2.83E-01	3.72E-01	4.41E-02
1246	0.327827632	2.84E-01	3.72E-01	0.044063326
1247	0.328182697	2.84E-01	3.72E-01	4.41E-02
1248	0.328466207	2.84E-01	3.73E-01	4.41E-02
1249	0.328761995	2.85E-01	3.73E-01	4.42E-02
1250	0.329063505	2.85E-01	3.73E-01	4.42E-02
1251	0.329393506	2.85E-01	3.74E-01	4.43E-02
1252	0.329715669	2.85E-01	3.74E-01	4.43E-02
1253	0.330041975	2.86E-01	3.74E-01	4.42E-02
1254	0.330294192	2.86E-01	3.75E-01	4.43E-02
1255	0.330476582	2.86E-01	3.75E-01	0.044323843
1256	0.330778658	2.86E-01	3.75E-01	4.43E-02
1257	0.331050515	2.87E-01	3.75E-01	0.044367827
1258	0.331327111	2.87E-01	3.76E-01	4.44E-02
1259	0.331605613	2.87E-01	3.76E-01	4.44E-02
1260	0.331900686	2.88E-01	3.76E-01	4.44E-02
1261	0.332199782	2.88E-01	3.77E-01	4.44E-02
1262	0.332538933	2.88E-01	3.77E-01	4.44E-02
1263	0.332875043	2.88E-01	3.77E-01	0.044408131
1264	0.333200604	2.89E-01	3.78E-01	4.44E-02
1265	0.333560526	2.89E-01	3.78E-01	0.044402577
1266	0.33379522	2.89E-01	3.78E-01	4.44E-02
1267	0.333910704	2.89E-01	3.78E-01	4.45E-02
1268	0.334134996	2.90E-01	3.79E-01	0.044466358
1269	0.334395111	2.90E-01	3.79E-01	0.044446163
1270	0.334721506	2.90E-01	3.79E-01	4.44E-02
1271	0.33503598	2.91E-01	3.79E-01	4.44E-02
1272	0.335302144	2.91E-01	3.80E-01	4.44E-02
1273	0.335557848	2.91E-01	3.80E-01	4.44E-02
1274	0.335785538	2.91E-01	3.80E-01	4.44E-02
1275	0.336044699	2.92E-01	3.80E-01	4.44E-02
1276	0.3362526	2.92E-01	3.81E-01	4.44E-02
1277	0.336454272	2.92E-01	3.81E-01	4.44E-02
1278	0.336621493	2.92E-01	3.81E-01	4.45E-02
1279	0.336880386	2.92E-01	3.81E-01	4.45E-02
1280	0.337104261	2.93E-01	3.82E-01	4.45E-02
1281	0.337318689	2.93E-01	3.82E-01	4.45E-02
1282	0.337502062	2.93E-01	3.82E-01	4.45E-02
1283	0.337825418	2.93E-01	3.82E-01	4.46E-02
1284	0.338123292	2.94E-01	3.83E-01	4.46E-02
1285	0.338414073	2.94E-01	3.83E-01	4.46E-02
1286	0.338707775	2.94E-01	3.83E-01	4.47E-02
1287	0.338956296	2.94E-01	3.84E-01	4.47E-02
1288	0.339232445	2.94E-01	3.84E-01	0.044738095
1289	0.339506686	2.95E-01	3.84E-01	4.48E-02
1290	0.33973673	2.95E-01	3.85E-01	4.48E-02
1291	0.339976817	2.95E-01	3.85E-01	4.48E-02
1292	0.340205997	2.95E-01	3.85E-01	4.48E-02
1293	0.340410858	2.96E-01	3.85E-01	4.49E-02
1294	0.340604126	2.96E-01	3.85E-01	4.49E-02
