Wavelength	cheat.mn	std-	std+	cheat.st
1295	0.34081015	2.96E-01	3.86E-01	4.49E-02
1296	0.341051221	2.96E-01	3.86E-01	4.49E-02
1297	0.341270089	2.96E-01	3.86E-01	4.49E-02
1298	0.34148252	2.97E-01	3.86E-01	4.48E-02
1299	0.34168914	2.97E-01	3.87E-01	4.48E-02
1300	0.341877878	2.97E-01	3.87E-01	0.044899795
1301	0.342092365	2.97E-01	3.87E-01	4.49E-02
1302	0.342246562	2.97E-01	3.87E-01	4.49E-02
1303	0.342435956	2.98E-01	3.87E-01	4.49E-02
1304	0.342657596	2.98E-01	3.88E-01	4.49E-02
1305	0.342866898	2.98E-01	3.88E-01	4.50E-02
1306	0.342967004	2.98E-01	3.88E-01	4.50E-02
1307	0.343155444	2.98E-01	3.88E-01	4.50E-02
1308	0.343296945	2.98E-01	3.88E-01	4.49E-02
1309	0.343422413	2.99E-01	3.88E-01	4.49E-02
1310	0.343547434	2.99E-01	3.88E-01	4.48E-02
1311	0.343690574	2.99E-01	3.88E-01	4.47E-02
1312	0.343889028	2.99E-01	3.89E-01	4.47E-02
1313	0.344140977	2.99E-01	3.89E-01	4.47E-02
1314	0.34417212	3.00E-01	3.89E-01	0.044591662
1315	0.344161034	3.00E-01	3.89E-01	4.45E-02
1316	0.344241083	3.00E-01	3.89E-01	4.45E-02
1317	0.34428823	3.00E-01	3.89E-01	4.44E-02
1318	0.344261467	3.00E-01	3.89E-01	4.44E-02
1319	0.344155252	3.00E-01	3.89E-01	4.44E-02
1320	0.344129205	3.00E-01	3.88E-01	0.044361237
1321	0.344224811	3.00E-01	3.89E-01	0.044307929
1322	0.344276488	3.00E-01	3.89E-01	4.42E-02
1323	0.344308078	3.00E-01	3.88E-01	4.42E-02
1324	0.344315767	3.00E-01	3.88E-01	4.41E-02
1325	0.344177365	3.00E-01	3.88E-01	4.40E-02
1326	0.344008744	3.00E-01	3.88E-01	4.39E-02
1327	0.343838185	3.00E-01	3.88E-01	4.39E-02
1328	0.343672872	3.00E-01	3.88E-01	4.39E-02
1329	0.343388379	3.00E-01	3.87E-01	4.38E-02
1330	0.343156517	2.99E-01	3.87E-01	4.37E-02
1331	0.343001813	2.99E-01	3.87E-01	4.36E-02
1332	0.342852771	2.99E-01	3.86E-01	4.36E-02
1333	0.342665315	2.99E-01	3.86E-01	4.35E-02
1334	0.342475325	2.99E-01	3.86E-01	4.34E-02
1335	0.342144638	2.99E-01	3.85E-01	4.33E-02
1336	0.341767937	2.99E-01	3.85E-01	4.31E-02
1337	0.34149453	2.98E-01	3.85E-01	4.30E-02
1338	0.341230303	2.98E-01	3.84E-01	4.30E-02
1339	0.34116888	2.98E-01	3.84E-01	4.30E-02
1340	0.341181368	2.98E-01	3.84E-01	4.30E-02
1341	0.341037691	2.98E-01	3.84E-01	4.31E-02
1342	0.340797424	2.98E-01	3.84E-01	4.30E-02
1343	0.340526253	2.97E-01	3.84E-01	4.30E-02
1344	0.340090692	2.97E-01	3.83E-01	0.042998195
1345	0.339415789	2.96E-01	3.82E-01	4.30E-02
1346	0.338606447	2.95E-01	3.82E-01	4.31E-02
1347	0.338005602	2.95E-01	3.81E-01	4.30E-02
1348	0.337587655	2.95E-01	3.80E-01	4.27E-02
1349	0.337092698	2.95E-01	3.80E-01	4.26E-02
1350	0.33668375	2.94E-01	3.79E-01	4.28E-02
1351	0.335862041	2.93E-01	3.79E-01	4.28E-02
1352	0.33433938	2.92E-01	3.77E-01	4.27E-02
1353	0.332999051	2.91E-01	3.75E-01	4.22E-02
1354	0.333563656	2.93E-01	3.74E-01	4.06E-02
1355	0.333874166	2.94E-01	3.74E-01	3.97E-02
1356	0.329909116	2.90E-01	3.70E-01	4.00E-02
1357	0.3247163	2.84E-01	3.65E-01	0.040651623
1358	0.32878831	2.85E-01	3.72E-01	4.35E-02
1359	0.336001128	2.83E-01	3.89E-01	5.26E-02
1360	0.335063785	2.76E-01	3.94E-01	5.92E-02
1361	0.333000004	2.39E-01	4.27E-01	9.44E-02
1362	0.311793268	2.00E-01	4.23E-01	0.111703865
1363	0.284724295	1.49E-01	4.20E-01	0.135403469
1364	0.321778566	2.01E-01	4.43E-01	0.121205762
1365	0.366434813	2.49E-01	4.84E-01	0.117558159
1366	0.312292039	1.98E-01	4.27E-01	0.114666827
1367	0.272708893	1.45E-01	4.00E-01	0.127223983
1368	0.315711409	1.97E-01	4.35E-01	0.119173802
1369	0.37048319	1.81E-01	5.60E-01	0.189890042
1370	0.392901182	2.49E-01	5.37E-01	0.143930241
1371	0.429038882	2.57E-01	6.02E-01	0.172503054
1372	0.401386082	2.54E-01	5.49E-01	0.147364318
1373	0.360355526	2.24E-01	4.97E-01	0.136799514
1374	0.317356527	2.18E-01	4.17E-01	9.96E-02
1375	0.299537629	1.77E-01	4.22E-01	0.122451507
1376	0.307541132	1.68E-01	4.47E-01	0.139508039
1377	0.29338184	1.16E-01	4.71E-01	0.177504987
1378	0.282582939	1.31E-01	4.34E-01	0.151829734
1379	0.284152269	1.75E-01	3.93E-01	0.108777434
1380	0.313471943	2.10E-01	4.17E-01	0.103398532
1381	0.368520677	2.56E-01	4.82E-01	0.112982757
1382	0.364259422	2.53E-01	4.75E-01	0.111236833
1383	0.331757367	2.19E-01	4.44E-01	0.112277031
1384	0.310376078	2.00E-01	4.21E-01	0.110848151
1385	0.288226247	1.77E-01	3.99E-01	0.110971816
1386	0.259745836	1.55E-01	3.64E-01	0.104742274
1387	0.230496645	1.49E-01	3.12E-01	8.14E-02
1388	0.219932869	1.51E-01	2.89E-01	0.069044366
1389	0.225922853	1.65E-01	2.86E-01	6.04E-02
1390	0.240626276	1.86E-01	2.95E-01	5.43E-02
1391	0.27708444	2.43E-01	3.11E-01	3.44E-02
1392	0.305300564	2.68E-01	3.43E-01	3.77E-02
1393	0.308963686	2.67E-01	3.51E-01	4.23E-02
1394	0.313465983	2.53E-01	3.74E-01	6.07E-02
1395	0.309711486	2.36E-01	3.84E-01	7.39E-02
1396	0.300562352	2.19E-01	3.82E-01	8.11E-02
1397	0.29152739	2.23E-01	3.60E-01	6.87E-02
1398	0.284390688	2.23E-01	3.46E-01	6.15E-02
1399	0.282725841	2.27E-01	3.38E-01	5.53E-02
1400	0.283819437	2.30E-01	3.38E-01	5.40E-02
1401	0.284543812	2.36E-01	3.33E-01	4.88E-02
1402	0.283174276	2.37E-01	3.29E-01	4.58E-02
1403	0.281795889	2.38E-01	3.25E-01	4.37E-02
1404	0.281842917	2.38E-01	3.25E-01	4.36E-02
1405	0.279218704	2.40E-01	3.19E-01	3.97E-02
1406	0.276058048	2.37E-01	3.15E-01	3.87E-02
1407	0.276141375	2.37E-01	3.15E-01	3.88E-02
1408	0.276207447	2.36E-01	3.16E-01	4.01E-02
1409	0.274243504	2.33E-01	3.16E-01	4.15E-02
1410	0.273428887	2.29E-01	3.18E-01	4.42E-02
1411	0.271651626	2.28E-01	3.16E-01	4.39E-02
1412	0.269315332	2.26E-01	3.12E-01	4.31E-02
1413	0.266799331	2.26E-01	3.08E-01	4.11E-02
1414	0.265008837	2.25E-01	3.05E-01	3.96E-02
1415	0.264199644	2.25E-01	3.03E-01	3.91E-02
1416	0.263746172	2.25E-01	3.02E-01	3.87E-02
1417	0.26177752	2.24E-01	3.00E-01	3.82E-02
1418	0.259074122	2.21E-01	2.97E-01	3.81E-02
1419	0.25672552	2.19E-01	2.95E-01	3.80E-02
1420	0.255106539	2.17E-01	2.93E-01	3.77E-02
1421	0.253581613	2.16E-01	2.91E-01	3.75E-02
1422	0.252312988	2.15E-01	2.90E-01	3.76E-02
1423	0.251746804	2.14E-01	2.90E-01	3.79E-02
1424	0.250902504	2.13E-01	2.89E-01	3.83E-02
1425	0.249733031	2.12E-01	2.88E-01	3.81E-02
1426	0.248529941	2.11E-01	2.86E-01	3.71E-02
1427	0.247671142	2.11E-01	2.84E-01	0.036470391
1428	0.247215107	2.11E-01	2.84E-01	3.64E-02
1429	0.246350423	2.10E-01	2.83E-01	3.63E-02
1430	0.244941801	2.09E-01	2.81E-01	3.63E-02
1431	0.243845075	2.08E-01	2.80E-01	3.63E-02
1432	0.242887408	2.07E-01	2.79E-01	3.62E-02
1433	0.242020398	2.06E-01	2.78E-01	3.60E-02
1434	0.241561949	2.06E-01	2.77E-01	3.59E-02
1435	0.240946263	2.05E-01	2.77E-01	3.59E-02
1436	0.2397912	2.04E-01	2.76E-01	3.58E-02
1437	0.238722116	2.03E-01	2.74E-01	0.035709873
1438	0.237825081	2.02E-01	2.73E-01	3.56E-02
1439	0.237191573	2.02E-01	2.73E-01	3.56E-02
1440	0.237175077	2.01E-01	2.73E-01	0.035798043
1441	0.237075448	2.01E-01	2.73E-01	3.59E-02
1442	0.237094924	2.02E-01	2.73E-01	0.035517756
1443	0.237040848	2.02E-01	2.72E-01	3.52E-02
1444	0.236424416	2.01E-01	2.72E-01	0.035608921
1445	0.235842064	2.00E-01	2.72E-01	3.60E-02
1446	0.235442907	1.99E-01	2.71E-01	3.60E-02
1447	0.235170603	1.99E-01	2.71E-01	3.59E-02
1448	0.2354763	2.00E-01	2.71E-01	3.57E-02
1449	0.235725939	2.00E-01	2.71E-01	3.55E-02
1450	0.235288382	2.00E-01	2.71E-01	3.54E-02
1451	0.234859735	2.00E-01	2.70E-01	3.53E-02
1452	0.234804034	1.99E-01	2.70E-01	3.54E-02
1453	0.234795272	1.99E-01	2.70E-01	3.55E-02
1454	0.23490344	1.99E-01	2.70E-01	3.55E-02
1455	0.235004857	1.99E-01	2.71E-01	3.56E-02
1456	0.234936297	1.99E-01	2.71E-01	3.56E-02
1457	0.23484385	1.99E-01	2.70E-01	3.57E-02
1458	0.234791234	1.99E-01	2.70E-01	0.035563052
1459	0.234759837	1.99E-01	2.70E-01	3.54E-02
1460	0.234674469	1.99E-01	2.70E-01	3.54E-02
1461	0.234587088	1.99E-01	2.70E-01	3.53E-02
1462	0.234463319	1.99E-01	2.70E-01	3.54E-02
1463	0.234307453	1.99E-01	2.70E-01	3.55E-02
1464	0.234324366	1.99E-01	2.70E-01	3.55E-02
1465	0.234388605	1.99E-01	2.70E-01	3.55E-02
1466	0.234452963	1.99E-01	2.70E-01	3.55E-02
1467	0.234565109	1.99E-01	2.70E-01	3.54E-02
1468	0.234758019	1.99E-01	2.70E-01	3.54E-02
1469	0.235044986	2.00E-01	2.70E-01	3.53E-02
1470	0.235118255	2.00E-01	2.70E-01	3.53E-02
1471	0.23508577	2.00E-01	2.71E-01	3.54E-02
1472	0.235292241	2.00E-01	2.71E-01	3.55E-02
1473	0.235658735	2.00E-01	2.71E-01	3.54E-02
1474	0.23597154	2.01E-01	2.71E-01	3.54E-02
1475	0.236330077	2.01E-01	2.72E-01	3.55E-02
1476	0.236662239	2.01E-01	2.72E-01	3.56E-02
1477	0.236868054	2.01E-01	2.72E-01	3.56E-02
1478	0.237054422	2.02E-01	2.73E-01	3.55E-02
1479	0.237318873	2.02E-01	2.73E-01	3.56E-02
1480	0.237702504	2.02E-01	2.73E-01	3.55E-02
1481	0.238160223	2.03E-01	2.74E-01	3.54E-02
1482	0.23864007	2.03E-01	2.74E-01	3.53E-02
1483	0.239220247	2.04E-01	2.75E-01	3.53E-02
1484	0.239766613	2.04E-01	2.75E-01	3.54E-02
1485	0.240194514	2.05E-01	2.76E-01	3.55E-02
1486	0.240614161	2.05E-01	2.76E-01	3.56E-02
1487	0.241115496	2.06E-01	2.77E-01	3.56E-02
1488	0.241534188	2.06E-01	2.77E-01	3.55E-02
1489	0.241881341	2.06E-01	2.77E-01	3.55E-02
1490	0.242255971	2.07E-01	2.78E-01	3.55E-02
1491	0.242742762	2.07E-01	2.78E-01	3.56E-02
1492	0.243134454	2.08E-01	2.79E-01	3.56E-02
1493	0.243678525	2.08E-01	2.79E-01	3.57E-02
1494	0.244193539	2.08E-01	2.80E-01	0.035710946
1495	0.244626597	2.09E-01	2.80E-01	3.57E-02
1496	0.245018184	2.09E-01	2.81E-01	3.57E-02
1497	0.245387107	2.10E-01	2.81E-01	3.57E-02
1498	0.245788887	2.10E-01	2.82E-01	3.57E-02
1499	0.246358499	2.11E-01	2.82E-01	3.58E-02
1500	0.246929199	2.11E-01	2.83E-01	3.58E-02
1501	0.247362211	2.12E-01	2.83E-01	3.59E-02
1502	0.247795448	2.12E-01	2.84E-01	0.035891306
1503	0.248449385	2.13E-01	2.84E-01	3.59E-02
1504	0.249063656	2.13E-01	2.85E-01	0.035933644
1505	0.249602392	2.14E-01	2.86E-01	3.60E-02
1506	0.250156671	2.14E-01	2.86E-01	3.60E-02
1507	0.250711113	2.15E-01	2.87E-01	3.60E-02
1508	0.251258105	2.15E-01	2.87E-01	3.60E-02
1509	0.251928657	2.16E-01	2.88E-01	0.036007646
1510	0.252557576	2.17E-01	2.89E-01	3.60E-02
1511	0.253046453	2.17E-01	2.89E-01	3.61E-02
1512	0.253496557	2.17E-01	2.90E-01	3.62E-02
1513	0.254046351	2.18E-01	2.90E-01	3.62E-02
1514	0.254612237	2.18E-01	2.91E-01	3.62E-02
1515	0.255191356	2.19E-01	2.91E-01	3.63E-02
1516	0.255799323	2.19E-01	2.92E-01	3.63E-02
1517	0.256296456	2.20E-01	2.93E-01	3.63E-02
1518	0.25677672	2.20E-01	2.93E-01	3.63E-02
1519	0.257271081	2.21E-01	2.94E-01	3.63E-02
1520	0.257786661	2.22E-01	2.94E-01	3.63E-02
1521	0.258316338	2.22E-01	2.95E-01	3.63E-02
1522	0.258849621	2.22E-01	2.95E-01	3.64E-02
1523	0.25928551	2.23E-01	2.96E-01	3.64E-02
1524	0.259696245	2.23E-01	2.96E-01	3.64E-02
1525	0.260282904	2.24E-01	2.97E-01	3.64E-02
1526	0.260858417	2.24E-01	2.97E-01	3.64E-02
1527	0.261303574	2.25E-01	2.98E-01	0.036381084
1528	0.261720389	2.25E-01	2.98E-01	3.64E-02
1529	0.262100428	2.26E-01	2.99E-01	3.64E-02
1530	0.262447685	2.26E-01	2.99E-01	3.65E-02
1531	0.262872964	2.26E-01	2.99E-01	3.65E-02
1532	0.26330179	2.27E-01	3.00E-01	3.65E-02
1533	0.263689458	2.27E-01	3.00E-01	3.65E-02
1534	0.264104366	2.28E-01	3.01E-01	3.65E-02
1535	0.264406562	2.28E-01	3.01E-01	3.65E-02
1536	0.264659613	2.28E-01	3.01E-01	3.65E-02
1537	0.265068352	2.29E-01	3.02E-01	3.64E-02
1538	0.265497655	2.29E-01	3.02E-01	3.64E-02
1539	0.265814215	2.29E-01	3.02E-01	3.63E-02
1540	0.266140461	2.30E-01	3.02E-01	0.036347322
1541	0.266519189	2.30E-01	3.03E-01	3.64E-02
1542	0.266895533	2.31E-01	3.03E-01	3.64E-02
1543	0.267245322	2.31E-01	3.04E-01	3.64E-02
1544	0.267565221	2.31E-01	3.04E-01	3.64E-02
1545	0.267986953	2.32E-01	3.04E-01	0.036440771
1546	0.268440843	2.32E-01	3.05E-01	3.65E-02
1547	0.268826127	2.32E-01	3.05E-01	3.65E-02
1548	0.269185275	2.33E-01	3.06E-01	3.65E-02
1549	0.269440323	2.33E-01	3.06E-01	3.65E-02
1550	0.269667089	2.33E-01	3.06E-01	3.65E-02
1551	0.269910991	2.33E-01	3.06E-01	3.65E-02
1552	0.270156503	2.34E-01	3.07E-01	3.65E-02
1553	0.270506054	2.34E-01	3.07E-01	0.036477093
1554	0.270909756	2.34E-01	3.07E-01	3.65E-02
1555	0.271222442	2.35E-01	3.08E-01	3.65E-02
1556	0.271496385	2.35E-01	3.08E-01	3.64E-02
1557	0.271787196	2.35E-01	3.08E-01	0.036444679
1558	0.272090703	2.36E-01	3.09E-01	3.65E-02
1559	0.272397816	2.36E-01	3.09E-01	3.65E-02
1560	0.272741884	2.36E-01	3.09E-01	3.65E-02
1561	0.273080796	2.37E-01	3.10E-01	3.65E-02
1562	0.273385316	2.37E-01	3.10E-01	3.64E-02
1563	0.273664266	2.37E-01	3.10E-01	3.64E-02
1564	0.273899823	2.37E-01	3.10E-01	3.65E-02
1565	0.274220645	2.38E-01	3.11E-01	3.65E-02
1566	0.274538696	2.38E-01	3.11E-01	3.64E-02
1567	0.274823397	2.38E-01	3.11E-01	3.64E-02
1568	0.275046259	2.39E-01	3.11E-01	0.036438949
1569	0.275306851	2.39E-01	3.12E-01	3.65E-02
1570	0.275551766	2.39E-01	3.12E-01	3.65E-02
1571	0.275772542	2.39E-01	3.12E-01	3.65E-02
1572	0.276005447	2.40E-01	3.12E-01	3.64E-02
1573	0.276280731	2.40E-01	3.13E-01	3.64E-02
1574	0.276588261	2.40E-01	3.13E-01	0.036354911
1575	0.276940733	2.41E-01	3.13E-01	3.64E-02
1576	0.277314663	2.41E-01	3.14E-01	3.64E-02
1577	0.277701855	2.41E-01	3.14E-01	3.65E-02
1578	0.278068542	2.42E-01	3.15E-01	3.65E-02
1579	0.278483331	2.42E-01	3.15E-01	3.66E-02
1580	0.278870016	2.42E-01	3.15E-01	3.66E-02
1581	0.279201388	2.43E-01	3.16E-01	3.65E-02
1582	0.279444963	2.43E-01	3.16E-01	3.64E-02
1583	0.279841989	2.43E-01	3.16E-01	3.64E-02
1584	0.280345052	2.44E-01	3.17E-01	3.65E-02
1585	0.280869633	2.44E-01	3.17E-01	3.66E-02
1586	0.281361938	2.45E-01	3.18E-01	3.66E-02
1587	0.281819046	2.45E-01	3.18E-01	3.66E-02
1588	0.282249033	2.46E-01	3.19E-01	3.65E-02
1589	0.28269124	2.46E-01	3.19E-01	3.65E-02
1590	0.283142835	2.47E-01	3.20E-01	3.65E-02
1591	0.28360793	2.47E-01	3.20E-01	3.66E-02
1592	0.284056336	2.47E-01	3.21E-01	3.67E-02
1593	0.284599572	2.48E-01	3.21E-01	3.67E-02
1594	0.285160869	2.48E-01	3.22E-01	3.67E-02
1595	0.285758585	2.49E-01	3.22E-01	3.67E-02
1596	0.286365241	2.50E-01	3.23E-01	3.68E-02
1597	0.28702262	2.50E-01	3.24E-01	3.69E-02
1598	0.287658185	2.51E-01	3.25E-01	3.69E-02
1599	0.288228065	2.51E-01	3.25E-01	3.69E-02
1600	0.288734198	2.52E-01	3.26E-01	0.036883257
1601	0.289385617	2.52E-01	3.26E-01	0.03695675
1602	0.290086359	2.53E-01	3.27E-01	3.71E-02
1603	0.290761739	2.54E-01	3.28E-01	3.71E-02
1604	0.291397899	2.54E-01	3.28E-01	3.71E-02
1605	0.292055339	2.55E-01	3.29E-01	3.71E-02
1606	0.292700887	2.55E-01	3.30E-01	3.72E-02
1607	0.293370217	2.56E-01	3.31E-01	3.73E-02
1608	0.294003159	2.57E-01	3.31E-01	3.73E-02
1609	0.294664443	2.57E-01	3.32E-01	0.037261575
1610	0.29529649	2.58E-01	3.33E-01	3.72E-02
1611	0.296034038	2.59E-01	3.33E-01	3.72E-02
1612	0.296781659	2.59E-01	3.34E-01	0.03728408
1613	0.297497869	2.60E-01	3.35E-01	3.73E-02
1614	0.298145562	2.61E-01	3.36E-01	3.74E-02
1615	0.298743397	2.61E-01	3.36E-01	0.037453543
1616	0.299301028	2.62E-01	3.37E-01	3.75E-02
1617	0.299866229	2.62E-01	3.37E-01	3.76E-02
1618	0.300480843	2.63E-01	3.38E-01	3.76E-02
1619	0.301090688	2.63E-01	3.39E-01	3.76E-02
1620	0.301695585	2.64E-01	3.39E-01	3.76E-02
1621	0.302228093	2.65E-01	3.40E-01	3.76E-02
1622	0.302774638	2.65E-01	3.40E-01	3.76E-02
1623	0.303283095	2.66E-01	3.41E-01	3.76E-02
1624	0.303775162	2.66E-01	3.41E-01	3.77E-02
1625	0.304307759	2.67E-01	3.42E-01	3.77E-02
1626	0.304899961	2.67E-01	3.43E-01	3.78E-02
1627	0.305390507	2.68E-01	3.43E-01	3.78E-02
1628	0.305887312	2.68E-01	3.44E-01	3.79E-02
1629	0.30631122	2.68E-01	3.44E-01	3.79E-02
1630	0.306754202	2.69E-01	3.45E-01	3.80E-02
1631	0.307133913	2.69E-01	3.45E-01	3.79E-02
1632	0.307464302	2.70E-01	3.45E-01	3.79E-02
1633	0.307968169	2.70E-01	3.46E-01	0.037898839
1634	0.308519036	2.71E-01	3.46E-01	3.79E-02
1635	0.308918804	2.71E-01	3.47E-01	3.79E-02
1636	0.309249014	2.71E-01	3.47E-01	3.79E-02
1637	0.309598684	2.72E-01	3.47E-01	0.037884958
1638	0.309915751	2.72E-01	3.48E-01	3.79E-02
1639	0.310334355	2.72E-01	3.48E-01	3.79E-02
1640	0.310741425	2.73E-01	3.49E-01	3.80E-02
1641	0.311029792	2.73E-01	3.49E-01	3.80E-02
1642	0.311296582	2.73E-01	3.49E-01	3.79E-02
1643	0.311663121	2.74E-01	3.50E-01	3.79E-02
1644	0.312009037	2.74E-01	3.50E-01	0.037902694
1645	0.312184483	2.74E-01	3.50E-01	3.79E-02
1646	0.31229952	2.74E-01	3.50E-01	3.80E-02
1647	0.312543452	2.75E-01	3.51E-01	0.03800945
1648	0.312803626	2.75E-01	3.51E-01	3.81E-02
1649	0.312965065	2.75E-01	3.51E-01	3.80E-02
1650	0.313079149	2.75E-01	3.51E-01	3.78E-02
1651	0.313194811	2.75E-01	3.51E-01	0.037858672
1652	0.313313067	2.75E-01	3.51E-01	3.79E-02
1653	0.31351915	2.76E-01	3.51E-01	3.79E-02
1654	0.313763291	2.76E-01	3.52E-01	3.78E-02
1655	0.313711613	2.76E-01	3.52E-01	3.79E-02
1656	0.313620359	2.76E-01	3.52E-01	3.79E-02
1657	0.313674688	2.76E-01	3.52E-01	3.78E-02
1658	0.313729197	2.76E-01	3.51E-01	3.78E-02
1659	0.313592583	2.76E-01	3.51E-01	3.77E-02
1660	0.313421994	2.76E-01	3.51E-01	3.76E-02
1661	0.313409209	2.76E-01	3.51E-01	3.77E-02
1662	0.313420534	2.76E-01	3.51E-01	3.77E-02
1663	0.313297361	2.76E-01	3.51E-01	3.77E-02
1664	0.3132191	2.76E-01	3.51E-01	3.76E-02
1665	0.313139379	2.76E-01	3.51E-01	3.76E-02
1666	0.313086927	2.75E-01	3.51E-01	3.77E-02
1667	0.31305027	2.75E-01	3.51E-01	3.76E-02
1668	0.312982023	2.75E-01	3.51E-01	3.75E-02
1669	0.312737077	2.75E-01	3.50E-01	3.75E-02
1670	0.312520474	2.75E-01	3.50E-01	3.74E-02
1671	0.312452137	2.75E-01	3.50E-01	3.74E-02
1672	0.312378705	2.75E-01	3.50E-01	3.73E-02
1673	0.31229043	2.75E-01	3.50E-01	3.73E-02
1674	0.312167704	2.75E-01	3.49E-01	3.72E-02
1675	0.312057197	2.75E-01	3.49E-01	3.73E-02
1676	0.311909586	2.75E-01	3.49E-01	3.73E-02
1677	0.311601818	2.74E-01	3.49E-01	3.73E-02
1678	0.311284184	2.74E-01	3.49E-01	3.73E-02
1679	0.310986042	2.74E-01	3.48E-01	3.72E-02
1680	0.31065014	2.74E-01	3.48E-01	3.71E-02
1681	0.310321987	2.73E-01	3.47E-01	3.70E-02
1682	0.309946179	2.73E-01	3.47E-01	3.70E-02
1683	0.309486866	2.73E-01	3.46E-01	3.69E-02
1684	0.309037507	2.72E-01	3.46E-01	3.69E-02
1685	0.308656871	2.72E-01	3.45E-01	3.68E-02
1686	0.308264077	2.72E-01	3.45E-01	3.67E-02
1687	0.307855934	2.71E-01	3.44E-01	3.66E-02
1688	0.30744803	2.71E-01	3.44E-01	0.036593709
1689	0.30707866	2.70E-01	3.44E-01	3.66E-02
1690	0.306640267	2.70E-01	3.43E-01	3.66E-02
1691	0.306210041	2.70E-01	3.43E-01	3.65E-02
1692	0.305785954	2.69E-01	3.42E-01	3.65E-02
1693	0.30538705	2.69E-01	3.42E-01	3.66E-02
1694	0.30496937	2.68E-01	3.42E-01	0.036542822
1695	0.30453971	2.68E-01	3.41E-01	3.65E-02
1696	0.304239511	2.68E-01	3.41E-01	3.64E-02
1697	0.304045469	2.68E-01	3.40E-01	3.64E-02
1698	0.303808481	2.67E-01	3.40E-01	3.64E-02
1699	0.303544551	2.67E-01	3.40E-01	3.63E-02
1700	0.303210676	2.67E-01	3.39E-01	3.63E-02
1701	0.302889913	2.67E-01	3.39E-01	3.62E-02
1702	0.30253759	2.66E-01	3.39E-01	3.62E-02
1703	0.302222013	2.66E-01	3.38E-01	3.61E-02
1704	0.301946878	2.66E-01	3.38E-01	3.61E-02
1705	0.301633447	2.66E-01	3.38E-01	3.61E-02
1706	0.301330745	2.65E-01	3.37E-01	3.61E-02
1707	0.301002115	2.65E-01	3.37E-01	0.036166389
1708	0.300683349	2.65E-01	3.37E-01	3.61E-02
1709	0.300287962	2.64E-01	3.36E-01	3.60E-02
1710	0.2999143	2.64E-01	3.36E-01	3.60E-02
1711	0.299529612	2.64E-01	3.35E-01	3.59E-02
1712	0.299176574	2.63E-01	3.35E-01	3.59E-02
1713	0.298817843	2.63E-01	3.35E-01	3.59E-02
1714	0.298404336	2.63E-01	3.34E-01	3.58E-02
1715	0.297941267	2.62E-01	3.34E-01	3.57E-02
1716	0.297552824	2.62E-01	3.33E-01	3.57E-02
1717	0.297161072	2.61E-01	3.33E-01	3.57E-02
1718	0.29679957	2.61E-01	3.32E-01	3.57E-02
1719	0.296443313	2.61E-01	3.32E-01	3.56E-02
1720	0.296034306	2.60E-01	3.32E-01	3.55E-02
1721	0.295621365	2.60E-01	3.31E-01	3.55E-02
1722	0.295404643	2.60E-01	3.31E-01	3.55E-02
1723	0.295208484	2.60E-01	3.31E-01	0.035423007
1724	0.295079231	2.60E-01	3.31E-01	3.54E-02
1725	0.294928789	2.60E-01	3.30E-01	3.54E-02
1726	0.29471159	2.59E-01	3.30E-01	3.55E-02
1727	0.294551373	2.59E-01	3.30E-01	3.55E-02
1728	0.294522256	2.59E-01	3.30E-01	3.55E-02
1729	0.294480532	2.59E-01	3.30E-01	3.55E-02
1730	0.294415802	2.59E-01	3.30E-01	3.55E-02
1731	0.294469029	2.59E-01	3.30E-01	3.55E-02
1732	0.294784427	2.59E-01	3.30E-01	3.56E-02
1733	0.295079827	2.59E-01	3.31E-01	3.57E-02
1734	0.295227438	2.59E-01	3.31E-01	3.57E-02
1735	0.295458376	2.60E-01	3.31E-01	3.58E-02
1736	0.295801669	2.60E-01	3.32E-01	3.58E-02
1737	0.296150148	2.60E-01	3.32E-01	3.58E-02
1738	0.296441048	2.61E-01	3.32E-01	3.59E-02
1739	0.296678543	2.61E-01	3.33E-01	3.59E-02
1740	0.296850771	2.61E-01	3.33E-01	3.59E-02
1741	0.296961486	2.61E-01	3.33E-01	3.59E-02
1742	0.297039896	2.61E-01	3.33E-01	3.60E-02
1743	0.297039598	2.61E-01	3.33E-01	3.60E-02
1744	0.297000229	2.61E-01	3.33E-01	3.61E-02
1745	0.296969861	2.61E-01	3.33E-01	3.60E-02
1746	0.296966225	2.61E-01	3.33E-01	3.60E-02
1747	0.296910226	2.61E-01	3.33E-01	3.60E-02
1748	0.296863556	2.61E-01	3.33E-01	3.60E-02
1749	0.296737432	2.61E-01	3.33E-01	3.60E-02
1750	0.296614259	2.61E-01	3.33E-01	3.61E-02
1751	0.296438217	2.60E-01	3.33E-01	3.61E-02
1752	0.296205759	2.60E-01	3.32E-01	3.61E-02
1753	0.296136677	2.60E-01	3.32E-01	0.035988063
1754	0.296098024	2.60E-01	3.32E-01	3.58E-02
1755	0.295897901	2.60E-01	3.32E-01	3.59E-02
1756	0.295740753	2.60E-01	3.32E-01	0.03607139
1757	0.295612633	2.59E-01	3.32E-01	3.62E-02
1758	0.295499593	2.59E-01	3.32E-01	3.63E-02
1759	0.295350373	2.59E-01	3.32E-01	3.63E-02
1760	0.295217723	2.59E-01	3.32E-01	3.64E-02
1761	0.295081407	2.59E-01	3.31E-01	3.64E-02
