Wavelength	Mean	Std +	Std -
1044	0.224438069	0.260765729	0.188110409
1045	0.224624931	0.260944404	0.188305458
1046	0.224852379	0.261167671	0.188537087
1047	0.225095793	0.261392357	0.188799229
1048	0.225317414	0.261622362	0.189012466
1049	0.225506621	0.261837352	0.18917589
1050	0.225684621	0.261997882	0.189371359
1051	0.225912345	0.262183259	0.189641431
1052	0.226142931	0.262382609	0.189903253
1053	0.226402862	0.262646305	0.19015942
1054	0.226694897	0.262964076	0.190425717
1055	0.226958207	0.263248357	0.190668057
1056	0.227174862	0.263469658	0.190880066
1057	0.227416345	0.263736043	0.191096647
1058	0.227676586	0.264035557	0.191317616
1059	0.227913034	0.264279842	0.191546227
1060	0.228105966	0.264458738	0.191753193
1061	0.228354172	0.264686743	0.192021602
1062	0.228548828	0.264880078	0.192217577
1063	0.228742621	0.265099499	0.192385743
1064	0.229012828	0.265366353	0.192659302
1065	0.229283	0.265642648	0.192923352
1066	0.229508724	0.265929114	0.193088334
1067	0.229717172	0.266169145	0.193265199
1068	0.229957	0.266401512	0.193512488
1069	0.23018931	0.266622638	0.193755983
1070	0.230383862	0.266771778	0.193995946
1071	0.230602172	0.266941569	0.194262776
1072	0.230806621	0.267122965	0.194490276
1073	0.231017655	0.267322919	0.194712391
1074	0.231193345	0.267478628	0.194908062
1075	0.231345931	0.267607662	0.1950842
1076	0.231543759	0.267805668	0.195281849
1077	0.231708517	0.267958099	0.195458935
1078	0.231867448	0.268082148	0.195652748
1079	0.23207431	0.268239334	0.195909287
1080	0.232318517	0.268447793	0.196189242
1081	0.232520103	0.268665405	0.196374802
1082	0.232751724	0.268928808	0.19657464
1083	0.232937448	0.269099731	0.196775166
1084	0.233168621	0.269308891	0.19702835
1085	0.233443552	0.269550221	0.197336883
1086	0.233708276	0.269785437	0.197631115
1087	0.233880345	0.269943086	0.197817604
1088	0.234072103	0.270127782	0.198016425
1089	0.234253448	0.270286041	0.198220855
1090	0.234410586	0.2704147	0.198406472
1091	0.234638517	0.27059041	0.198686625
1092	0.234863966	0.270749035	0.198978896
1093	0.235096517	0.270957851	0.199235183
1094	0.235279517	0.271132854	0.199426181
1095	0.235450379	0.271256901	0.199643858
1096	0.235650828	0.271378683	0.199922972
1097	0.235859103	0.271540007	0.2001782
1098	0.236112621	0.271817833	0.200407408
1099	0.236337828	0.272058591	0.200617064
1100	0.236556069	0.272225646	0.200886492
1101	0.236749241	0.272364691	0.201133792
1102	0.236908793	0.272509881	0.201307705
1103	0.237071	0.272668761	0.201473239
1104	0.237270034	0.272890578	0.201649491
1105	0.237450138	0.27308809	0.201812186
1106	0.237641552	0.273230116	0.202052988
1107	0.237849897	0.273378499	0.202321294
1108	0.237977897	0.27349428	0.202461513
1109	0.238099552	0.273629321	0.202569782
1110	0.238249138	0.273791994	0.202706282
1111	0.238425517	0.273984139	0.202866896
1112	0.238555793	0.274118589	0.202992997
1113	0.238637172	0.274198922	0.203075423
1114	0.238716172	0.274289426	0.203142919
1115	0.23877331	0.274358031	0.20318859
1116	0.238830655	0.274396067	0.203265244
1117	0.238911	0.274378015	0.203443985
1118	0.239005655	0.274369576	0.203641734
1119	0.239090172	0.274331756	0.203848589
1120	0.239189862	0.274295064	0.20408466
1121	0.239447172	0.27432428	0.204570065
1122	0.239748448	0.274369669	0.205127228
1123	0.240075759	0.274698775	0.205452742
1124	0.240406241	0.275090633	0.20572185
1125	0.240605138	0.275268254	0.205942022
1126	0.240723448	0.275352827	0.206094069
1127	0.24102269	0.275650855	0.206394525
1128	0.241409103	0.276018885	0.206799322
1129	0.24181031	0.276372632	0.207247989
1130	0.242190207	0.276694091	0.207686323
1131	0.242540724	0.277037263	0.208044185
1132	0.242842345	0.277425191	0.208259499
1133	0.243084	0.2777104	0.2084576
1134	0.243259621	0.277810093	0.208709149
1135	0.243443793	0.277944307	0.208943279
1136	0.243730103	0.278321062	0.209139145
1137	0.244001793	0.278683278	0.209320309
1138	0.244281207	0.279034016	0.209528398
1139	0.244572207	0.279391917	0.209752497
1140	0.244782655	0.279675254	0.209890056
1141	0.24497669	0.279950664	0.210002715
1142	0.245206241	0.280214801	0.210197682
1143	0.245450552	0.280484228	0.210416875
1144	0.245688897	0.28068232	0.210695473
1145	0.245916931	0.280837044	0.210996818
1146	0.246139345	0.281005784	0.211272905
1147	0.246367552	0.281195234	0.211539869
1148	0.246641759	0.281449986	0.211833531
1149	0.247032034	0.281855524	0.212208545
1150	0.247408931	0.282252143	0.212565719
1151	0.247766207	0.282636187	0.212896227
1152	0.248097828	0.282976132	0.213219523
1153	0.248406655	0.283224814	0.213588496
1154	0.248695724	0.283468564	0.213922884
1155	0.24908169	0.283925466	0.214237913
1156	0.249432034	0.284340722	0.214523347
1157	0.249819241	0.284750643	0.214887839
1158	0.250125655	0.285069451	0.21518186
1159	0.250464172	0.285459306	0.215469038
1160	0.250756	0.285802067	0.215709933
1161	0.251063241	0.286154313	0.215972169
1162	0.251362414	0.286495479	0.216229349
1163	0.251676517	0.286853353	0.216499681
1164	0.251953862	0.28716957	0.216738154
1165	0.252187379	0.287430045	0.216944714
1166	0.252409862	0.287671402	0.217148322
1167	0.252625103	0.287907982	0.217342225
1168	0.252900034	0.288217468	0.217582601
1169	0.253183621	0.288530228	0.217837013
1170	0.253505483	0.288870128	0.218140837
1171	0.253787897	0.289167193	0.2184086
1172	0.254033	0.289428513	0.218637487
1173	0.254300517	0.289716075	0.218884959
1174	0.254561103	0.289999231	0.219122976
1175	0.254820241	0.29028106	0.219359423
1176	0.255084414	0.290573587	0.21959524
1177	0.255375414	0.290897529	0.219853299
1178	0.255656103	0.291175757	0.22013645
1179	0.255934414	0.291444636	0.220424192
1180	0.256223655	0.291727156	0.220720154
1181	0.256517862	0.292014996	0.221020728
1182	0.256791448	0.292305181	0.221277715
1183	0.257092552	0.292643441	0.221541663
1184	0.257397448	0.292955887	0.22183901
1185	0.257705034	0.293242498	0.222167571
1186	0.258023103	0.293558438	0.222487769
1187	0.258293103	0.293844885	0.222741322
1188	0.258563207	0.294131631	0.222994783
1189	0.258834207	0.294418776	0.223249638
1190	0.259101931	0.29470584	0.223498022
1191	0.259375103	0.295015071	0.223735136
1192	0.259672379	0.295348655	0.223996104
1193	0.259967138	0.295643894	0.224290382
1194	0.26023331	0.295907121	0.2245595
1195	0.260484862	0.296152598	0.224817126
1196	0.260707448	0.296365226	0.225049671
1197	0.260977724	0.296646355	0.225309093
1198	0.261255276	0.296937971	0.225572581
1199	0.261492966	0.297171613	0.225814318
1200	0.261717828	0.297385219	0.226050437
1201	0.261960276	0.297628418	0.226292134
1202	0.262214759	0.297892188	0.226537329
1203	0.262509	0.298185367	0.226832633
1204	0.262784931	0.298444053	0.227125809
1205	0.26301331	0.29866083	0.227365791
1206	0.263148621	0.298789734	0.227507507
1207	0.263333621	0.298973908	0.227693333
1208	0.263509552	0.299143955	0.227875149
1209	0.263694793	0.299322277	0.228067309
1210	0.263842379	0.299446881	0.228237878
1211	0.264025345	0.299607718	0.228442971
1212	0.264267828	0.299821099	0.228714556
1213	0.264502793	0.300029904	0.228975683
1214	0.264675103	0.300196233	0.229153974
1215	0.264845	0.300360134	0.229329866
1216	0.265053724	0.300552116	0.229555332
1217	0.265262103	0.300743043	0.229781164
1218	0.265431724	0.300892687	0.229970762
1219	0.265593103	0.301034708	0.230151499
1220	0.265762793	0.301205967	0.230319619
1221	0.265930379	0.301381089	0.230479669
1222	0.266055241	0.301486963	0.23062352
1223	0.266207379	0.301610971	0.230803788
1224	0.266379345	0.301746096	0.231012594
1225	0.266529828	0.301850998	0.231208658
1226	0.266701034	0.302000252	0.231401817
1227	0.266841966	0.302142201	0.23154173
1228	0.266996379	0.302290518	0.231702241
1229	0.26713669	0.302401693	0.231871687
1230	0.267324207	0.302568014	0.2320804
1231	0.267527966	0.302757392	0.232298539
1232	0.267746414	0.302961952	0.232530875
1233	0.267919483	0.303109543	0.232729422
1234	0.268067172	0.303231202	0.232903142
1235	0.26823569	0.303384469	0.23308691
1236	0.26837669	0.303507116	0.233246263
1237	0.268537241	0.303653217	0.233421266
1238	0.268668034	0.303765096	0.233570973
1239	0.268834345	0.303938313	0.233730377
1240	0.269005103	0.304125301	0.233884906
1241	0.269197483	0.304308679	0.234086287
1242	0.269366103	0.304449631	0.234282576
1243	0.269538034	0.30459663	0.234479439
1244	0.269696276	0.304736857	0.234655695
1245	0.269886276	0.304923585	0.234848966
1246	0.270057241	0.305092784	0.235021699
1247	0.270279483	0.305321209	0.235237757
1248	0.270521828	0.305572249	0.235471407
1249	0.270750586	0.305789856	0.235711317
1250	0.27093531	0.305932666	0.235937955
1251	0.271147207	0.306122524	0.23617189
1252	0.271298655	0.306281338	0.236315972
1253	0.271444793	0.306429106	0.23646048
1254	0.271623931	0.30660736	0.236640502
1255	0.271756448	0.306734358	0.236778538
1256	0.271956931	0.306920127	0.236993735
1257	0.272130241	0.307076485	0.237183998
1258	0.272315759	0.30726086	0.237370657
1259	0.272504759	0.307448116	0.237561401
1260	0.272724828	0.307670984	0.237778671
1261	0.272947966	0.307900588	0.237995343
1262	0.273201793	0.308131052	0.238272534
1263	0.273464966	0.308364321	0.23856561
1264	0.273705448	0.308586144	0.238824752
1265	0.273949276	0.308812253	0.239086299
1266	0.274175655	0.309029625	0.239321685
1267	0.274371138	0.309219605	0.239522671
1268	0.274602621	0.309428358	0.239776884
1269	0.274794828	0.309571605	0.24001805
1270	0.275013448	0.309762746	0.240264151
1271	0.275218103	0.309966926	0.240469281
1272	0.275404379	0.310146346	0.240662412
1273	0.275610207	0.310335128	0.240885286
1274	0.275792172	0.310505086	0.241079258
1275	0.275990897	0.310711022	0.241270771
1276	0.276161069	0.310879116	0.241443022
1277	0.276370379	0.311076946	0.241663813
1278	0.276551931	0.311251026	0.241852836
1279	0.276768379	0.311495527	0.242041232
1280	0.276951966	0.311698621	0.24220531
1281	0.277141207	0.311875091	0.242407323
1282	0.277299897	0.312017238	0.242582555
1283	0.277491655	0.312226959	0.242756351
1284	0.277654414	0.31240928	0.242899548
1285	0.277818897	0.312581321	0.243056472
1286	0.277986828	0.312751512	0.243222143
1287	0.278193655	0.312969401	0.243417909
1288	0.278430241	0.313218121	0.243642361
1289	0.27864431	0.31345052	0.2438381
1290	0.278829448	0.313664022	0.243994875
1291	0.279011862	0.313862794	0.24416093
1292	0.279186655	0.314040292	0.244333019
1293	0.279387276	0.314246912	0.244527639
1294	0.27958769	0.314452861	0.244722519
1295	0.279784069	0.314652004	0.244916134
1296	0.279988345	0.31486826	0.24510843
1297	0.280156724	0.31505214	0.245261308
1298	0.280330069	0.315242864	0.245417274
1299	0.280511517	0.315443271	0.245579764
1300	0.280697552	0.315641585	0.245753519
1301	0.280897828	0.315848388	0.245947267
1302	0.281066414	0.316016232	0.246116596
1303	0.281286966	0.316244392	0.246329539
1304	0.281496069	0.316455505	0.246536633
1305	0.281695552	0.31665351	0.246737594
1306	0.281835828	0.316779417	0.246892238
1307	0.28204769	0.31698545	0.247109929
1308	0.282249379	0.317176078	0.247322681
1309	0.282450103	0.31736268	0.247537527
1310	0.282592517	0.31748014	0.247704894
1311	0.282731448	0.317593418	0.247869478
1312	0.282882138	0.317708024	0.248056252
1313	0.283076345	0.317866415	0.248286275
1314	0.283283276	0.318023513	0.248543039
1315	0.283487276	0.318179663	0.248794889
1316	0.283718759	0.318407764	0.249029753
1317	0.283930897	0.318618704	0.249243089
1318	0.284092276	0.318747696	0.249436856
1319	0.28424869	0.318860663	0.249636716
1320	0.284448	0.319009475	0.249886525
1321	0.284662759	0.319161821	0.250163696
1322	0.284824379	0.319283515	0.250365244
1323	0.28495231	0.319422828	0.250481792
1324	0.285097793	0.319564153	0.250631433
1325	0.285199931	0.319612806	0.250787056
1326	0.285295552	0.31966551	0.250925594
1327	0.285404793	0.319727692	0.251081894
1328	0.285574897	0.319846382	0.251303411
1329	0.285722517	0.319939089	0.251505946
1330	0.285879	0.320038347	0.251719653
1331	0.285980414	0.320078822	0.251882005
1332	0.286105759	0.32014161	0.252069907
1333	0.286277966	0.320251477	0.252304454
1334	0.286485552	0.320397845	0.252573258
1335	0.286646586	0.320496346	0.252796827
1336	0.286766552	0.32056023	0.252972873
1337	0.286943621	0.320756941	0.2531303
1338	0.287147897	0.320983573	0.25331222
1339	0.287337241	0.321138696	0.253535787
1340	0.287528207	0.321294774	0.25376164
1341	0.287628379	0.321367447	0.253889311
1342	0.287676448	0.321376767	0.253976129
1343	0.287618414	0.321383355	0.253853472
1344	0.287566103	0.321432009	0.253700197
1345	0.287511138	0.321401919	0.253620356
1346	0.287482517	0.321390698	0.253574337
1347	0.287394379	0.321292267	0.253496491
1348	0.287272241	0.321124361	0.253420122
1349	0.287078448	0.320911399	0.253245498
1350	0.286842621	0.320721311	0.252963931
1351	0.286607483	0.320457049	0.252757917
1352	0.286284379	0.319972543	0.252596215
1353	0.285867034	0.319434211	0.252299858
1354	0.285277862	0.318673917	0.251881807
1355	0.284350448	0.31762526	0.251075637
1356	0.284076897	0.317826252	0.250327541
1357	0.283870034	0.318492021	0.249248048
1358	0.283375862	0.318402725	0.248348999
1359	0.282150345	0.318393485	0.245907204
1360	0.282167655	0.320552334	0.243782977
1361	0.283373276	0.32966512	0.237081432
1362	0.282323241	0.330923733	0.233722749
1363	0.277971276	0.337656773	0.218285779
1364	0.277314724	0.340245596	0.214383853
1365	0.279663172	0.357969568	0.201356777
1366	0.268102103	0.326981871	0.209222336
1367	0.251414966	0.319240621	0.18358931
1368	0.248902448	0.312207773	0.185597123
1369	0.251560793	0.324086035	0.179035551
1370	0.26032169	0.323729928	0.196913451
1371	0.267708862	0.330716867	0.204700857
1372	0.277204759	0.327051774	0.227357743
1373	0.285998586	0.337572677	0.234424495
1374	0.297796379	0.350405871	0.245186887
1375	0.308012586	0.367003453	0.249021719
1376	0.308572103	0.363826306	0.253317901
1377	0.306260379	0.360039819	0.25248094
1378	0.300235414	0.348189071	0.252281757
1379	0.29384369	0.338532659	0.24915472
1380	0.294462793	0.334943475	0.253982111
1381	0.297568897	0.335017566	0.260120227
1382	0.293615483	0.329814219	0.257416747
1383	0.285998276	0.324693175	0.247303377
1384	0.282623931	0.322105322	0.24314254
1385	0.283463931	0.322263849	0.244664013
1386	0.284109724	0.31927802	0.248941428
1387	0.283055345	0.315794297	0.250316393
1388	0.284143793	0.318854269	0.249433318
1389	0.287467138	0.323220503	0.251713773
1390	0.287980897	0.324203017	0.251758776
1391	0.287011931	0.321779257	0.252244605
1392	0.287683966	0.323319914	0.252048017
1393	0.290092414	0.327651334	0.252533494
1394	0.290980586	0.330873643	0.25108753
1395	0.289636034	0.328601319	0.25067075
1396	0.289650034	0.328126478	0.251173591
1397	0.292112241	0.328996752	0.255227731
1398	0.294149	0.330341755	0.257956245
1399	0.294736966	0.329871481	0.25960245
1400	0.294615414	0.329074557	0.260156271
1401	0.292132069	0.325847295	0.258416843
1402	0.290151241	0.32406764	0.256234843
1403	0.290529483	0.324243634	0.256815332
1404	0.290987621	0.324481974	0.257493267
1405	0.291242448	0.323764245	0.258720651
1406	0.29157031	0.323760713	0.259379908
1407	0.291387759	0.324235396	0.258540121
1408	0.291054483	0.324357831	0.257751135
1409	0.291664241	0.324615168	0.258713315
1410	0.29225231	0.325201041	0.25930358
1411	0.293283552	0.326415434	0.260151669
1412	0.294241103	0.327527768	0.260954439
1413	0.295015862	0.32823216	0.261799564
1414	0.295731345	0.3289164	0.26254629
1415	0.295964414	0.329321454	0.262607374
1416	0.295970897	0.329550789	0.262391004
1417	0.296038483	0.329690508	0.262386457
1418	0.296181586	0.329735255	0.262627917
1419	0.296511345	0.330034689	0.262988001
1420	0.296781793	0.330464736	0.26309885
1421	0.297028621	0.33073757	0.263319671
1422	0.297287276	0.330855206	0.263719346
1423	0.297636103	0.331142544	0.264129663
1424	0.297923759	0.331458546	0.264388971
1425	0.298286793	0.331905392	0.264668194
1426	0.298644483	0.332402158	0.264886807
1427	0.298908345	0.332751301	0.265065388
1428	0.299158241	0.332942828	0.265373654
1429	0.29938869	0.333104745	0.265672634
1430	0.299613655	0.333370614	0.265856697
1431	0.299811517	0.333671622	0.265951412
1432	0.299822828	0.333739814	0.265905841
1433	0.299842966	0.333779904	0.265906028
1434	0.300059931	0.333974636	0.266145226
1435	0.300338931	0.334272179	0.266405683
1436	0.300492793	0.334551512	0.266434075
1437	0.300636828	0.334760705	0.26651295
1438	0.300885414	0.334940397	0.26683043
1439	0.301153655	0.335140093	0.267167217
1440	0.301355414	0.335197491	0.267513336
1441	0.301554241	0.335293086	0.267815396
1442	0.301800483	0.335675306	0.26792566
1443	0.301990241	0.336002841	0.267977642
1444	0.302176379	0.336217608	0.268135151
1445	0.302397517	0.336454023	0.268341011
1446	0.302868897	0.336928449	0.268809344
1447	0.303291793	0.337356528	0.269227058
1448	0.303557069	0.337609219	0.269504919
1449	0.30379169	0.337825561	0.269757818
1450	0.304146241	0.33818623	0.270106253
1451	0.304499759	0.338564322	0.270435195
1452	0.304826724	0.338961218	0.270692231
1453	0.305113448	0.339315748	0.270911149
1454	0.305366483	0.339531956	0.27120101
1455	0.305576207	0.339688011	0.271464403
1456	0.305750448	0.339847862	0.271653035
1457	0.305923621	0.340018271	0.27182897
1458	0.306145966	0.340276432	0.272015499
1459	0.30637231	0.340525242	0.272219379
1460	0.306522276	0.340706124	0.272338428
1461	0.306651207	0.340895297	0.272407117
1462	0.306736759	0.341020258	0.272453259
1463	0.30678731	0.341102247	0.272472374
1464	0.306927724	0.341267696	0.272587753
1465	0.30713269	0.341482431	0.272782949
1466	0.307302379	0.341663781	0.272940977
1467	0.307453621	0.341837641	0.2730696
1468	0.307598241	0.341971086	0.273225397
1469	0.307811724	0.342166236	0.273457212
1470	0.308054207	0.342369904	0.27373851
1471	0.308341379	0.342608993	0.274073766
1472	0.308623034	0.342883725	0.274362344
1473	0.308929759	0.343204133	0.274655384
1474	0.30916431	0.343464936	0.274863684
1475	0.309412241	0.343760391	0.275064092
1476	0.309709897	0.344073571	0.275346222
1477	0.310031931	0.344381505	0.275682357
1478	0.310303207	0.344629955	0.275976459
1479	0.310528207	0.344815375	0.276241039
1480	0.310828207	0.3451219	0.276534514
1481	0.311085552	0.345435753	0.27673535
1482	0.311319931	0.345709481	0.276930381
1483	0.311573966	0.345984137	0.277163794
1484	0.311881345	0.346305241	0.277457449
1485	0.312219276	0.346633627	0.277804924
1486	0.312494931	0.346895463	0.278094399
1487	0.31279669	0.347186065	0.278407314
1488	0.313099207	0.347490722	0.278707692
1489	0.313464793	0.347890818	0.279038769
1490	0.313761655	0.348212372	0.279310939
1491	0.314033931	0.348508126	0.279559736
1492	0.31425569	0.348747344	0.279764036
1493	0.31459431	0.349119067	0.280069554
1494	0.314890034	0.349448824	0.280331245
1495	0.315094483	0.349666343	0.280522622
1496	0.315296621	0.349881502	0.280711739
1497	0.315527241	0.350133356	0.280921127
1498	0.315755414	0.350378117	0.281132711
1499	0.316023379	0.350650912	0.281395847
1500	0.316324483	0.350964629	0.281684337
1501	0.316647897	0.351315327	0.281980466
1502	0.316951552	0.351642972	0.282260131
1503	0.317186276	0.351893572	0.28247898
1504	0.317395931	0.352116716	0.282675146
1505	0.317683828	0.352429989	0.282937667
1506	0.318001621	0.352778662	0.283224579
1507	0.318274034	0.353087066	0.283461003
1508	0.318536724	0.353378923	0.283694525
1509	0.318820621	0.353650655	0.283990586
1510	0.319067103	0.353881961	0.284252246
1511	0.319325483	0.354141678	0.284509287
1512	0.319547034	0.354363858	0.284730211
1513	0.319733897	0.354562297	0.284905496
1514	0.319946345	0.354787269	0.285105421
1515	0.320144379	0.354981409	0.28530735
1516	0.320374517	0.355214404	0.285534631
1517	0.320588586	0.355461226	0.285715947
1518	0.320804621	0.355709726	0.285899515
1519	0.321028552	0.355928488	0.286128616
1520	0.321287517	0.35618433	0.286390705
1521	0.321483276	0.356370853	0.286595699
1522	0.321665138	0.356543426	0.28678685
1523	0.321874448	0.356768478	0.286980419
1524	0.322085241	0.356996357	0.287174126
1525	0.322346138	0.357283119	0.287409156
1526	0.322580379	0.357538501	0.287622257
1527	0.322788517	0.357760856	0.287816178
1528	0.322982862	0.357972478	0.287993246
1529	0.323220483	0.358227986	0.28821298
1530	0.323434793	0.358453513	0.288416073
1531	0.323664862	0.358688735	0.288640989
1532	0.323896586	0.358923375	0.288869798
1533	0.324115414	0.359119634	0.289111194
1534	0.324364655	0.359348648	0.289380663
1535	0.324571552	0.359587854	0.28955525
1536	0.324735586	0.359791582	0.28967959
1537	0.324985517	0.36005365	0.289917385
1538	0.325238207	0.360312649	0.290163765
1539	0.325410345	0.360493433	0.290327257
1540	0.325603	0.360695394	0.290510606
1541	0.325849793	0.360941551	0.290758036
1542	0.326102793	0.36118702	0.291018566
1543	0.326293517	0.361378448	0.291208586
1544	0.326433379	0.361525323	0.291341435
1545	0.326582897	0.361673533	0.29149226
1546	0.326730483	0.361810907	0.291650059
1547	0.326853655	0.36193163	0.291775681
1548	0.326967207	0.362049828	0.291884586
1549	0.327056966	0.362137516	0.291976415
1550	0.32715331	0.362229485	0.292077135
1551	0.327267241	0.36232495	0.292209533
1552	0.327388276	0.362421983	0.292354569
1553	0.327505759	0.362534364	0.292477153
1554	0.327621207	0.362653865	0.292588549
1555	0.327766724	0.362806965	0.292726483
1556	0.327929207	0.362976577	0.292881837
1557	0.328100793	0.363143586	0.293058
1558	0.328279966	0.363315043	0.293244888
1559	0.328439552	0.363471037	0.293408067
1560	0.328638138	0.363673022	0.293603254
1561	0.328838517	0.363883058	0.293793977
1562	0.329009414	0.364059243	0.293959584
1563	0.329203517	0.364266106	0.294140929
1564	0.329363483	0.364444677	0.294282289
1565	0.32960131	0.364696023	0.294506598
1566	0.329829034	0.364923761	0.294734308
1567	0.330068379	0.365166303	0.294970455
1568	0.330262276	0.36536207	0.295162481
1569	0.330484621	0.365583504	0.295385737
1570	0.330670379	0.365760252	0.295580507
1571	0.330845586	0.365935118	0.295756054
1572	0.331049862	0.366151453	0.295948271
1573	0.33123269	0.366349178	0.296116201
1574	0.331398724	0.366525749	0.296271699
1575	0.331564897	0.366675739	0.296454054
1576	0.331736103	0.36681789	0.296654317
1577	0.331927828	0.367009915	0.29684574
1578	0.332093517	0.367189106	0.296997928
1579	0.332292276	0.367403471	0.297181081
1580	0.332437207	0.36755874	0.297315674
1581	0.332596517	0.367719322	0.297473712
1582	0.33270469	0.367816933	0.297592446
1583	0.332845552	0.367950927	0.297740177
1584	0.333015172	0.368114187	0.297916158
1585	0.333221448	0.36833551	0.298107386
1586	0.33339	0.368530053	0.298249947
1587	0.33355731	0.368705034	0.298409587
1588	0.333727724	0.368868859	0.298586589
1589	0.333902276	0.369038318	0.298766234
1590	0.334076759	0.369211033	0.298942484
1591	0.334247414	0.369386776	0.299108052
1592	0.334380897	0.369522648	0.299239145
1593	0.33456969	0.36971918	0.299420199
1594	0.334740483	0.369896554	0.299584411
1595	0.334952897	0.370115171	0.299790622
1596	0.335170069	0.370336043	0.300004095
1597	0.335425966	0.370590658	0.300261273
1598	0.335650828	0.370805786	0.300495869
1599	0.335829448	0.370977364	0.300681533
1600	0.33594531	0.371084005	0.300806615
1601	0.336125586	0.371266757	0.300984415
1602	0.336289931	0.371434592	0.30114527
1603	0.336493103	0.371638042	0.301348165
1604	0.336701793	0.371843407	0.301560179
1605	0.33688069	0.37202332	0.301738059
1606	0.337006793	0.37214951	0.301864076
1607	0.337179172	0.372317447	0.302040898
1608	0.33732231	0.372448988	0.302195632
1609	0.337508276	0.372636061	0.302380491
1610	0.33766431	0.372793747	0.302534874
1611	0.337821	0.372942243	0.302699757
1612	0.337924034	0.373027113	0.302820956
1613	0.338104931	0.373232354	0.302977508
1614	0.338274655	0.373443371	0.303105939
1615	0.338427138	0.373597111	0.303257165
1616	0.338550828	0.373698739	0.303402916
1617	0.338646759	0.373809183	0.303484334
1618	0.33878131	0.373981968	0.303580653
1619	0.338899241	0.374121278	0.303677204
1620	0.339009207	0.374244343	0.303774071
1621	0.339119448	0.37433597	0.303902926
1622	0.33928	0.37446961	0.30409039
1623	0.339404793	0.374576949	0.304232637
1624	0.339514345	0.374672703	0.304355987
1625	0.339623241	0.374778406	0.304468076
1626	0.33978069	0.374941977	0.304619402
1627	0.339886276	0.375043236	0.304729315
1628	0.340020828	0.375175	0.304866655
1629	0.340120759	0.375260344	0.304981174
1630	0.340256586	0.375382362	0.30513081
1631	0.340355069	0.375478657	0.305231481
1632	0.340406828	0.375528902	0.305284753
1633	0.340556621	0.3756849	0.305428341
1634	0.340727586	0.375863294	0.305591878
1635	0.340877172	0.376022213	0.305732132
1636	0.340986897	0.376138025	0.305835769
1637	0.341173586	0.376327731	0.306019441
1638	0.341337552	0.376490395	0.306184708
1639	0.341523034	0.376681179	0.30636489
1640	0.341670276	0.376830111	0.306510441
1641	0.341779103	0.376938458	0.306619748
1642	0.341883586	0.377042378	0.306724794
1643	0.342045517	0.377222637	0.306868398
1644	0.342174172	0.377368972	0.306979373
1645	0.342396862	0.377584702	0.307209022
1646	0.342594172	0.377766476	0.307421869
1647	0.342686	0.377859873	0.307512127
1648	0.342766448	0.377945226	0.307587671
1649	0.342949621	0.378148508	0.307750734
1650	0.343103	0.378319414	0.307886586
1651	0.343215586	0.37841123	0.308019942
1652	0.343324448	0.378498052	0.308150845
1653	0.343439172	0.378624039	0.308254306
1654	0.343593483	0.378793895	0.308393071
1655	0.343756862	0.378980087	0.308533637
1656	0.343884862	0.379129153	0.308640571
1657	0.344051103	0.379286396	0.308815811
1658	0.344211931	0.379436837	0.308987025
1659	0.344371621	0.379636277	0.309106964
1660	0.344502793	0.379805873	0.309199713
1661	0.344643828	0.379954189	0.309333466
1662	0.344817897	0.380139342	0.309496451
1663	0.344938414	0.380284131	0.309592697
1664	0.345089828	0.380462045	0.30971761
1665	0.34514269	0.380524188	0.309761191
1666	0.345249793	0.380645783	0.309853803
1667	0.345500552	0.380915976	0.310085128
1668	0.345744517	0.381176504	0.310312531
1669	0.345937828	0.381376631	0.310499024
1670	0.346127517	0.381572453	0.310682581
1671	0.346322897	0.381766357	0.310879436
1672	0.346522379	0.381969006	0.311075752
1673	0.346748621	0.382221958	0.311275283
1674	0.346947103	0.382443442	0.311450765
1675	0.347161897	0.382674974	0.31164882
1676	0.347394517	0.382924221	0.311864813
1677	0.347638552	0.38317771	0.312099394
1678	0.347865897	0.383425716	0.312306077
1679	0.348090345	0.383703569	0.31247712
1680	0.348277379	0.38392486	0.312629898
1681	0.34845431	0.38410869	0.312799931
1682	0.348633931	0.384298925	0.312968937
1683	0.348869931	0.384550281	0.313189581
1684	0.349089034	0.384773766	0.313404303
1685	0.349322655	0.384998023	0.313647287
1686	0.349540483	0.385226659	0.313854306
1687	0.349739172	0.385467771	0.314010573
1688	0.349958517	0.385716775	0.314200259
1689	0.350244448	0.386019611	0.314469286
1690	0.350470966	0.386256937	0.314684994
1691	0.350704966	0.386504097	0.314905834
1692	0.350926517	0.386756973	0.315096061
1693	0.351165483	0.387043736	0.31528723
1694	0.351392034	0.3873024	0.315481669
1695	0.351650172	0.387584482	0.315715862
1696	0.351909	0.38785942	0.31595858
1697	0.352129069	0.388086452	0.316171686
1698	0.352355966	0.388323571	0.31638836
1699	0.352631103	0.388620297	0.31664191
1700	0.352849069	0.388865885	0.316832253
1701	0.353094552	0.389138978	0.317050125
1702	0.353290621	0.389364709	0.317216533
1703	0.353515483	0.389632012	0.317398954
1704	0.353795069	0.389936388	0.31765375
1705	0.354045172	0.390198559	0.317891786
1706	0.354318276	0.390501091	0.31813546
1707	0.354560897	0.390777116	0.318344677
1708	0.354748655	0.390985758	0.318511552
1709	0.354835	0.391081361	0.318588639
